,0,1,2,3,4,5
0,14.0,78.99876019202878,79.7259036239529,81.04011380626847,82.16468312057769,82.56998756514952
1,21.0,80.1670181568195,78.7408135882661,76.75715475462813,79.64471738889023,81.78393371526907
2,23.0,108.45253930332801,108.5201647216993,109.6801493381414,110.0924235483202,108.67481956390262
3,25.0,64.24937320645184,63.01670579268334,60.320196925230206,62.17410688552401,64.7909369675252
4,34.0,65.610187280299,65.67922847444967,65.30001350735556,65.2836024731149,66.69991413386622
5,39.0,67.92039111126027,63.38549177462353,65.69557412776273,66.91963669755044,67.03427215130841
6,43.0,69.99496356391388,68.9190906871426,67.94145795489338,68.69699454785193,69.64633743388562
7,46.0,89.04377887332491,87.36865661845881,84.29454034080022,83.18269325170932,85.30437749169032
8,51.0,74.07591066472322,73.06098800550959,73.59319214813712,74.47915922200933,75.54316437915092
9,57.0,40.816250731372286,40.2688346090961,37.85396826364405,37.262933409955224,36.93222755578109
10,71.0,72.7806919958805,74.77328105631668,76.14553470687503,76.06633304616312,75.81677724733701
11,72.0,85.80103862608922,84.97595800021757,85.2830224800709,84.53874929956574,84.1264751714844
12,77.0,92.24474009742029,90.01577297144115,91.04201757673509,88.82169355528119,87.87796902356891
13,78.0,86.62687951492181,86.5102754872963,88.2186456880822,87.15030233958096,86.71434760799544
14,79.0,36.10010954087537,35.86777661868594,36.11224568996143,39.08200007526411,42.37219824669081
15,80.0,72.73133015688546,74.2013501172796,75.84128779165707,76.78935243266763,76.41511291649375
16,82.0,78.17232855842093,78.03140553114568,78.72561032841372,78.99616208329729,79.6422803659561
17,83.0,36.27615615974757,35.58816526784606,37.07619474509719,36.373949269606555,36.796672013923875
18,84.0,36.709619629843615,36.88379779062834,36.704507185301104,35.792452276771535,36.17657327185848
19,85.0,94.1844672109219,94.7444013224288,94.07551534175272,94.38796409537531,94.20484125724838
20,87.0,79.06641013138977,80.64086719684684,78.9745765404299,80.40634423114271,80.17017282835654
21,88.0,50.832055462447485,52.21735224591772,52.17989622158393,51.88169660481884,51.205293758151115
22,89.0,40.4465990899722,40.06574656312132,40.05842964689152,39.870811200036805,39.77013347056113
23,91.0,71.9810524894076,74.25385588688188,73.20674960310463,73.5842290344858,76.27741462970798
24,92.0,101.92038808792626,99.22767074448197,99.65455876356172,98.70647349477383,98.30751924015378
25,93.0,83.92717744715094,80.25669752136359,78.6082530539285,81.18054812811029,79.24566713525934
