,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,14.0,2.4833333492279053,1.75,0.8333333134651184,0.5,-0.15000000596046448,-0.699999988079071,-0.6499999761581421,-0.5,-0.11666666716337204,-0.11666666716337204,0.23333333432674408,0.6666666865348816,1.0499999523162842,1.5166666507720947,1.899999976158142,1.3833333253860474,1.5666667222976685,1.9833333492279053,1.9500000476837158,1.9833333492279053,1.7166666984558105,1.2333333492279053,0.6333333253860474,0.75,-0.05000000074505806,-0.7166666388511658,-0.4333333373069763,0.0833333358168602,0.01666666753590107,-0.30000001192092896,-0.5087719559669495
1,21.0,-26.016666412353516,-25.600000381469727,-25.28333282470703,-25.016666412353516,-24.566667556762695,-24.316667556762695,-23.950000762939453,-23.649999618530273,-23.450000762939453,-22.866666793823242,-22.28333282470703,-22.066667556762695,-22.266666412353516,-22.233333587646484,-21.983333587646484,-21.83333396911621,-21.883333206176758,-21.950000762939453,-22.016666412353516,-22.21666717529297,-22.233333587646484,-22.46666717529297,-22.78333282470703,-22.78333282470703,-22.66666603088379,-22.71666717529297,-22.983333587646484,-22.983333587646484,-23.21666717529297,-23.21666717529297,-23.38596534729004
2,23.0,-20.433332443237305,-20.600000381469727,-20.700000762939453,-20.71666717529297,-20.700000762939453,-20.649999618530273,-20.700000762939453,-20.766666412353516,-20.700000762939453,-20.733333587646484,-20.766666412353516,-20.733333587646484,-20.683332443237305,-20.566667556762695,-20.41666603088379,-20.266666412353516,-20.183332443237305,-20.100000381469727,-20.066667556762695,-19.950000762939453,-19.933332443237305,-19.83333396911621,-19.733333587646484,-19.616666793823242,-19.516666412353516,-19.549999237060547,-19.58333396911621,-19.600000381469727,-19.616666793823242,-20.25,-20.526315689086914
3,25.0,-12.350000381469727,-12.466666221618652,-12.850000381469727,-13.166666984558105,-13.333333015441895,-13.466666221618652,-13.583333015441895,-13.816666603088379,-14.016666412353516,-14.116666793823242,-14.316666603088379,-14.283333778381348,-14.266666412353516,-14.383333206176758,-14.216666221618652,-14.100000381469727,-14.199999809265137,-14.383333206176758,-14.5,-14.5,-14.516666412353516,-14.633333206176758,-14.800000190734863,-14.916666984558105,-14.983333587646484,-15.216666221618652,-15.550000190734863,-15.783333778381348,-15.916666984558105,-16.066667556762695,-16.122806549072266
4,34.0,-30.983333587646484,-31.233333587646484,-31.600000381469727,-31.91666603088379,-31.78333282470703,-31.46666717529297,-31.183332443237305,-31.0,-30.866666793823242,-30.549999237060547,-30.399999618530273,-30.133333206176758,-29.71666717529297,-29.41666603088379,-29.100000381469727,-28.616666793823242,-28.41666603088379,-28.46666717529297,-28.799999237060547,-28.5,-28.433332443237305,-28.46666717529297,-28.183332443237305,-28.100000381469727,-28.41666603088379,-28.53333282470703,-28.53333282470703,-28.633333206176758,-28.83333396911621,-28.83333396911621,-28.578947067260742
5,39.0,-25.16666603088379,-25.33333396911621,-25.5,-25.66666603088379,-25.83333396911621,-25.933332443237305,-26.0,-26.0,-26.0,-26.0,-26.0,-25.933332443237305,-25.83333396911621,-25.83333396911621,-25.799999237060547,-25.766666412353516,-25.633333206176758,-25.46666717529297,-25.299999237060547,-25.08333396911621,-24.91666603088379,-24.91666603088379,-24.883333206176758,-24.91666603088379,-24.850000381469727,-24.683332443237305,-24.549999237060547,-24.450000762939453,-24.41666603088379,-24.41666603088379,-24.438596725463867
6,43.0,-26.483333587646484,-25.96666717529297,-26.66666603088379,-26.983333587646484,-27.08333396911621,-27.133333206176758,-27.16666603088379,-27.16666603088379,-27.16666603088379,-27.16666603088379,-27.16666603088379,-27.16666603088379,-26.983333587646484,-26.899999618530273,-26.866666793823242,-26.866666793823242,-26.866666793823242,-26.866666793823242,-26.866666793823242,-26.866666793823242,-26.866666793823242,-26.899999618530273,-26.816667556762695,-26.78333282470703,-26.866666793823242,-26.91666603088379,-26.950000762939453,-26.950000762939453,-26.950000762939453,-26.950000762939453,-26.947368621826172
7,46.0,-8.916666984558105,-8.75,-8.333333015441895,-9.383333206176758,-9.566666603088379,-10.133333206176758,-10.0,-9.75,-9.516666412353516,-8.416666984558105,-6.933333396911621,-5.849999904632568,-5.666666507720947,-5.433333396911621,-5.4666666984558105,-5.300000190734863,-5.0333333015441895,-5.150000095367432,-5.099999904632568,-5.199999809265137,-5.2833333015441895,-6.75,-8.199999809265137,-9.083333015441895,-7.483333110809326,-5.983333110809326,-4.5,-3.049999952316284,-1.7833333015441895,-0.06666667014360428,1.0877193212509155
8,51.0,-42.66666793823242,-43.08333206176758,-43.400001525878906,-43.58333206176758,-43.78333282470703,-44.233333587646484,-44.56666564941406,-44.70000076293945,-44.53333282470703,-44.58333206176758,-44.70000076293945,-44.96666717529297,-45.016666412353516,-44.983333587646484,-45.0,-45.11666488647461,-45.33333206176758,-45.29999923706055,-45.28333282470703,-45.31666564941406,-45.36666488647461,-45.266666412353516,-45.11666488647461,-44.900001525878906,-44.75,-44.68333435058594,-44.56666564941406,-44.46666717529297,-44.18333435058594,-43.83333206176758,-43.543861389160156
9,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
