,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,14.0,-3.5333333,-2.9166667,-3.1833334,-4.616667,-7.366667,-9.533333778381348,-11.516666412353516,-13.016666412353516,-13.583333015441895,-13.816666603088379,-13.933333396911621,-14.100000381469727,-14.383333206176758,-14.583333015441895,-13.533333778381348,-11.366666793823242,-9.283333778381348,-7.099999904632568,-4.883333206176758,-3.2333333492279053,-2.683333396911621,-2.5,-2.5,-2.366666555404663,-2.2666666507720947,-2.1500000953674316,-2.120689630508423
1,21.0,-23.916666,-23.983334,-24.016666,-24.1,-24.133333,-24.21666717529297,-24.299999237060547,-24.383333206176758,-24.46666717529297,-24.649999618530273,-24.71666717529297,-24.66666603088379,-24.616666793823242,-24.46666717529297,-24.633333206176758,-24.799999237060547,-24.83333396911621,-24.950000762939453,-25.066667556762695,-25.21666717529297,-25.299999237060547,-25.33333396911621,-25.383333206176758,-25.383333206176758,-25.46666717529297,-25.46666717529297,-25.379310607910156
2,23.0,-25.033333,-24.55,-24.3,-24.066668,-23.9,-23.75,-23.53333282470703,-23.16666603088379,-22.866666793823242,-23.266666412353516,-24.28333282470703,-25.316667556762695,-26.399999618530273,-27.516666412353516,-28.616666793823242,-29.71666717529297,-30.883333206176758,-32.04999923706055,-33.06666564941406,-34.18333435058594,-35.349998474121094,-35.95000076293945,-35.900001525878906,-35.71666717529297,-35.54999923706055,-35.36666488647461,-35.22413635253906
3,25.0,-14.633333,-14.616667,-14.616667,-14.65,-14.85,-14.883333206176758,-14.949999809265137,-14.916666984558105,-14.883333206176758,-14.883333206176758,-14.966666221618652,-15.016666412353516,-15.100000381469727,-15.199999809265137,-15.283333778381348,-15.266666412353516,-15.183333396911621,-15.149999618530273,-15.133333206176758,-15.100000381469727,-15.100000381469727,-15.100000381469727,-15.100000381469727,-15.199999809265137,-15.216666221618652,-15.166666984558105,-15.086206436157227
4,34.0,-33.7,-34.166668,-34.5,-34.816666,-35.15,-35.36666488647461,-35.33333206176758,-35.400001525878906,-35.56666564941406,-35.66666793823242,-35.766666412353516,-35.91666793823242,-36.08333206176758,-36.18333435058594,-36.29999923706055,-36.46666717529297,-36.63333511352539,-36.70000076293945,-36.75,-36.75,-36.75,-36.81666564941406,-36.88333511352539,-36.88333511352539,-36.88333511352539,-36.95000076293945,-36.982757568359375
5,39.0,-22.216667,-22.033333,-21.9,-21.766666,-21.633333,-21.549999237060547,-21.483333587646484,-21.350000381469727,-21.233333587646484,-21.149999618530273,-21.066667556762695,-21.03333282470703,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-20.883333206176758,-20.08333396911621,-19.96666717529297,-20.0,-19.899999618530273,-19.86206817626953
6,43.0,-30.583334,-30.75,-31.016666,-31.3,-31.6,-31.850000381469727,-31.866666793823242,-31.71666717529297,-31.483333587646484,-31.350000381469727,-31.183332443237305,-31.100000381469727,-31.0,-30.91666603088379,-30.866666793823242,-30.83333396911621,-30.75,-30.616666793823242,-30.41666603088379,-30.350000381469727,-30.450000762939453,-30.450000762939453,-30.433332443237305,-30.450000762939453,-30.53333282470703,-30.616666793823242,-30.63793182373047
7,46.0,-3.1166666,-4.116667,-4.3,-4.4333334,-5.9333334,-7.433333396911621,-8.800000190734863,-10.116666793823242,-10.066666603088379,-9.899999618530273,-9.783333778381348,-9.649999618530273,-9.550000190734863,-9.233333587646484,-9.533333778381348,-9.816666603088379,-10.149999618530273,-10.483333587646484,-10.816666603088379,-11.050000190734863,-11.300000190734863,-11.550000190734863,-11.833333015441895,-12.350000381469727,-12.616666793823242,-13.233333587646484,-13.103447914123535
8,51.0,-40.383335,-40.416668,-40.55,-40.716667,-40.8,-40.79999923706055,-40.66666793823242,-40.61666488647461,-40.56666564941406,-40.46666717529297,-40.43333435058594,-40.349998474121094,-40.266666412353516,-40.18333435058594,-40.099998474121094,-40.016666412353516,-39.96666717529297,-39.96666717529297,-39.96666717529297,-39.96666717529297,-39.96666717529297,-40.0,-40.03333282470703,-40.11666488647461,-40.18333435058594,-40.266666412353516,-40.32758712768555
9,57.0,-43.516666,-43.616665,-43.85,-43.816666,-43.83051,,,,,,,,,,,,,,,,,,,,,,
10,71.0,-14.383333,-14.3,-14.216666,-14.133333,-14.05,-14.0,-13.983333587646484,-13.899999618530273,-13.816666603088379,-13.75,-13.766666412353516,-13.683333396911621,-13.600000381469727,-13.483333587646484,-13.399999618530273,-13.316666603088379,-13.216666221618652,-13.166666984558105,-13.133333206176758,-13.133333206176758,-13.116666793823242,-13.050000190734863,-12.883333206176758,-12.800000190734863,-12.716666221618652,-12.699999809265137,-12.689655303955078
