,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,14.0,11.200029373168945,9.859467506408691,9.859248161315918,9.867490768432617,9.887602806091309,9.870287895202637,9.85794448852539,9.86620044708252,9.889707565307617,9.873284339904785,9.897148132324219,9.870612144470215,9.865485191345215,9.870200157165527,9.895700454711914,11.507062911987305,11.014245986938477,9.87065601348877,20.39195442199707,10.242599487304688,41.77851104736328,23.964521408081055,10.077067375183105,9.962297439575195,12.48784351348877,8.898029327392578,8.94701862335205,10.847092628479004,7.372212886810303,7.443051815032959,7.068633079528809,7.207217216491699,7.218087673187256,7.102721214294434,7.135932445526123,7.075919151306152,7.039569854736328,7.036596775054932,7.032781600952148,7.037123680114746,7.031060218811035,7.132652282714844
1,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25.0,9.380395889282227,9.07104206085205,9.06909465789795,9.08040714263916,9.07104206085205,120.32998657226562,9.172097206115723,9.1630859375,11.620207786560059,12.851736068725586,18.34358024597168,9.950282096862793,9.952482223510742,10.128969192504883,9.917057037353516,9.949688911437988,9.989373207092285,10.811213493347168,14.412606239318848,9.798257827758789,9.843717575073242,9.788658142089844,9.949881553649902,12.451211929321289,9.769420623779297,9.763089179992676,13.163536071777344,14.105911254882812,9.361318588256836,9.4816312789917,9.403972625732422,9.5447359085083,9.311025619506836,9.308516502380371,11.401902198791504,9.252117156982422,9.32824420928955,9.291802406311035,9.299453735351562,9.31015396118164,9.313172340393066,15.165706634521484
4,34.0,6.596877098083496,6.584460258483887,6.590668201446533,6.59863805770874,6.59863805770874,6.601327419281006,6.597723960876465,6.603940010070801,6.604827880859375,6.607536792755127,6.74522066116333,6.799060344696045,6.660121440887451,6.6648430824279785,11.842617988586426,11.633479118347168,10.128616333007812,10.238377571105957,10.001347541809082,10.243151664733887,9.887533187866211,9.878567695617676,10.812268257141113,10.025875091552734,9.820027351379395,10.047508239746094,9.8916597366333,10.06413459777832,9.848881721496582,9.862685203552246,9.834548950195312,9.835593223571777,9.840367317199707,9.841642379760742,9.852036476135254,10.221972465515137,10.755959510803223,10.109858512878418,7.538934707641602,7.377007007598877,7.3746209144592285,7.430045127868652
5,39.0,9.79985237121582,9.796490669250488,9.786757469177246,9.786430358886719,9.779878616333008,11.36770248413086,10.028585433959961,18.49010467529297,14.024290084838867,9.794363021850586,9.785503387451172,9.768671035766602,9.807821273803711,9.765663146972656,10.334918022155762,11.188952445983887,9.545198440551758,9.540909767150879,9.533802032470703,9.551020622253418,9.647588729858398,9.579377174377441,12.104846000671387,9.818778991699219,9.782671928405762,9.784549713134766,9.794036865234375,9.788665771484375,9.82630443572998,9.815750122070312,9.827686309814453,9.822500228881836,9.845039367675781,9.798189163208008,9.820283889770508,10.065220832824707,9.818778991699219,9.772562026977539,9.772415161132812,9.77656078338623,9.777764320373535,9.779587745666504
6,43.0,6.073089122772217,6.0752434730529785,6.0752434730529785,6.066510200500488,6.075969219207764,6.23917818069458,6.168645858764648,7.028653621673584,6.881953239440918,7.780951976776123,7.150005340576172,7.071361541748047,6.6947479248046875,12.664887428283691,8.422409057617188,8.828995704650879,6.947825908660889,7.795958042144775,9.771918296813965,9.334383010864258,9.031155586242676,8.568770408630371,8.388427734375,9.605525970458984,7.938233852386475,8.025766372680664,8.287083625793457,10.083637237548828,8.318228721618652,8.49132251739502,10.003308296203613,9.521095275878906,8.923127174377441,8.790040969848633,8.709099769592285,7.193835735321045,7.27330207824707,7.2430572509765625,7.213533878326416,7.516237735748291,7.859114646911621,7.3969197273254395
7,46.0,9.914219856262207,9.917449951171875,10.466282844543457,11.390320777893066,14.073814392089844,8.697315216064453,7.0138654708862305,7.58320426940918,6.759679794311523,7.196030616760254,7.0135321617126465,6.939136981964111,7.610020160675049,7.330259323120117,7.893285751342773,7.858306407928467,6.27407693862915,6.248617172241211,6.520779609680176,7.371861934661865,6.484988689422607,7.575512886047363,7.732439041137695,8.03342056274414,14.826138496398926,13.135880470275879,14.131476402282715,7.632749080657959,8.662735939025879,11.172371864318848,6.695883274078369,7.3394083976745605,8.287355422973633,19.24376678466797,10.048856735229492,10.728862762451172,10.006019592285156,11.738543510437012,9.613532066345215,9.591373443603516,10.140156745910645,11.114400863647461
8,51.0,10.382282257080078,9.767956733703613,9.752716064453125,10.027400970458984,10.023664474487305,9.873494148254395,9.792802810668945,9.770188331604004,9.799515724182129,9.788470268249512,9.803855895996094,9.933049201965332,9.809529304504395,9.902441024780273,9.804303169250488,9.859610557556152,12.48250961303711,11.3275146484375,11.214924812316895,10.385650634765625,10.005313873291016,10.116903305053711,10.416037559509277,9.909767150878906,9.879558563232422,10.180010795593262,10.445880889892578,9.876437187194824,9.868515014648438,9.897075653076172,9.869416236877441,10.223461151123047,9.900933265686035,9.932167053222656,9.91602611541748,9.908062934875488,9.901192665100098,,,,,
9,57.0,8.966583251953125,8.937545776367188,8.930173873901367,9.019421577453613,8.937325477600098,8.937007904052734,8.931584358215332,8.924038887023926,8.94437313079834,8.920706748962402,9.835089683532715,11.850586891174316,8.46200942993164,8.489778518676758,8.43153190612793,8.398343086242676,8.441049575805664,8.532526016235352,8.598776817321777,9.718770027160645,9.300651550292969,8.554023742675781,8.523438453674316,8.906729698181152,8.736102104187012,8.654485702514648,8.628820419311523,8.651695251464844,8.670787811279297,8.687273979187012,8.842944145202637,8.56706714630127,8.857894897460938,8.773907661437988,8.768683433532715,8.661367416381836,8.72065544128418,8.779640197753906,8.695755958557129,8.740679740905762,8.663248062133789,8.722384452819824
10,71.0,10.84289836883545,11.051562309265137,10.198173522949219,9.814946174621582,9.821911811828613,9.856429100036621,9.520668029785156,9.492936134338379,9.463152885437012,9.49023723602295,12.775882720947266,28.276676177978516,10.49809741973877,9.398124694824219,9.276132583618164,9.303308486938477,9.298328399658203,9.21381950378418,9.271347999572754,9.280698776245117,9.383867263793945,9.469944953918457,9.624491691589355,12.333345413208008,13.351958274841309,12.173497200012207,10.758756637573242,9.867974281311035,9.870636940002441,11.01770305633545,10.932616233825684,9.920012474060059,10.54922866821289,10.775221824645996,10.8980712890625,11.030287742614746,10.810500144958496,10.653487205505371,9.877128601074219,9.869810104370117,10.265800476074219,10.626677513122559
11,72.0,9.027970314025879,9.083855628967285,9.176100730895996,9.14152717590332,9.111922264099121,9.120407104492188,9.218498229980469,8.832243919372559,9.74665355682373,8.535738945007324,8.583813667297363,8.63322925567627,8.831788063049316,30.21621322631836,13.392790794372559,38.942100524902344,10.685280799865723,9.734382629394531,9.490645408630371,9.495400428771973,9.547274589538574,9.50230598449707,9.521865844726562,9.503324508666992,9.516029357910156,11.367989540100098,10.16020393371582,9.808549880981445,9.795158386230469,9.717643737792969,9.759002685546875,9.576824188232422,10.546573638916016,9.026947021484375,8.994990348815918,9.0050687789917,9.001371383666992,8.991828918457031,9.053522109985352,9.055033683776855,8.992755889892578,8.880385398864746
12,77.0,9.780574798583984,9.772921562194824,9.772748947143555,9.767796516418457,10.50124740600586,14.568589210510254,10.165933609008789,9.776813507080078,10.82175350189209,10.894927024841309,9.79052448272705,9.824597358703613,10.58884048461914,9.764650344848633,9.777427673339844,9.768671035766602,9.764650344848633,9.773987770080566,9.768773078918457,9.769433975219727,9.778772354125977,10.007291793823242,8.600021362304688,8.322345733642578,8.625843048095703,8.866028785705566,8.993000984191895,11.032626152038574,11.201452255249023,9.473474502563477,9.484977722167969,11.888858795166016,7.944956302642822,7.941514492034912,7.959787845611572,7.975660800933838,7.878468990325928,8.364996910095215,12.091981887817383,9.895508766174316,9.896143913269043,10.01630973815918
