,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,14.0,4.865936,4.8590155,4.854331,4.8506074,4.8339896,4.8257136,4.813825,4.812733,4.8076396,4.8118134,4.8153596,4.8202853,4.8271093,4.8293076,4.8286304,4.8284225,4.8325844,4.833013,4.8407836,4.8402796,4.848685,4.8506207
1,21.0,5.080747,5.004518,4.9458055,4.960078,4.565755,4.659966,4.741785,4.800677,4.8446574,4.87455,4.9082694,4.926137,4.9401183,4.9454594,4.947887,4.939533,4.9538307,4.9652014,4.981457,4.994251,5.0069947,5.015814
2,23.0,3.6109238,3.5417898,3.5537841,3.5637693,3.5721884,3.5781443,3.5820954,3.58527,3.5868635,3.5875845,3.585963,3.5815003,3.5792115,3.584424,3.584491,3.5842772,3.5841315,3.584552,3.584423,3.5856009,3.5879393,3.5887194
3,25.0,5.266833,5.2595773,5.260022,5.2600617,5.2601676,5.2615724,5.261946,5.2639127,5.2670403,5.261438,5.258993,5.263065,5.269837,5.2738137,5.2792664,5.279471,5.2826543,5.2843814,5.287604,5.2928405,5.300549,5.315079
4,34.0,5.649607,5.6372147,5.627936,5.6174626,5.6112995,5.6271057,5.6300197,5.6272526,5.6135554,5.599699,5.6067944,5.6167254,5.62591,5.6354823,5.6404014,5.644848,5.6498027,5.6352215,5.63056,5.6297746,5.6306043,5.6361275
5,39.0,4.060781,4.051408,4.0459757,4.041717,4.0369287,4.033557,4.0287213,4.022568,4.0187616,4.0115905,4.0061274,4.003738,4.0027366,4.003172,4.0028763,3.9998026,4.1490912,4.307671,4.334048,4.3565116,4.376375,4.399423
6,43.0,5.11616,5.1225376,5.1312957,5.137985,5.143049,5.146896,5.1465445,5.146568,5.144951,5.1454573,5.143001,5.1388097,5.13322,5.1361256,5.137951,5.1409073,5.143014,5.1430044,5.1457496,5.1461277,5.145782,5.1450324
7,46.0,4.622631,4.608538,4.5957465,4.5864844,4.5877194,4.5835967,4.582894,4.5801473,4.5707245,4.566516,4.5584426,4.551322,4.5491843,4.5439553,4.5408816,4.5383687,4.540226,4.541859,4.5410843,4.54089,4.543962,4.5404334
8,51.0,5.130522,5.1309857,5.1318965,5.132176,5.132561,5.132135,5.131127,5.129735,5.1293864,5.128947,5.1285586,5.128671,5.12979,5.130614,5.1311812,5.132274,5.1336174,5.1348763,5.1365337,5.1390004,5.140577,5.1422577
9,57.0,5.0435815,4.9370503,4.8320727,4.7934,4.793143,4.8024955,4.8118253,4.817531,4.805409,4.7678833,4.7574205,4.749723,4.7244897,4.7506757,4.7814517,4.807448,4.831816,4.8522344,4.869991,4.883694,4.911574,4.996567
10,71.0,5.271412,5.27062,5.270313,5.268341,5.2672524,5.264417,5.2618346,5.2606273,5.261343,5.2632794,5.2638154,5.264465,5.264148,5.264224,5.264211,5.266134,5.2676654,5.268034,5.2697916,5.2713356,5.2718678,5.2721295
11,72.0,5.230097,5.2432404,5.254374,5.2634997,5.166719,4.937191,4.823149,4.8348866,4.8475966,4.8598075,4.871716,4.8825617,4.8931584,4.903527,4.912958,4.921949,4.930686,4.9387946,4.947489,4.951463,4.954191,4.955932
12,77.0,5.4323177,5.4419723,5.447511,5.453568,5.4603844,5.4660726,5.469435,5.474849,5.4799476,5.4824634,5.483616,5.4830246,5.4820743,5.4807916,5.4802265,5.4796777,5.478925,5.479166,5.4794292,5.4784684,5.4776325,5.4791665
13,78.0,5.044605,5.0482106,5.0449123,5.0426636,5.038673,5.0354357,5.033233,5.0335045,5.0265665,5.0214286,5.0192075,5.013403,5.0116906,5.008532,5.0064454,5.0042853,5.0079904,5.010157,5.0066514,4.9997287,5.057388,5.0507526
14,79.0,4.9864683,4.944405,4.9308095,4.9242187,4.9222918,4.9177074,4.90824,4.9075527,4.9112515,4.9247932,4.9319205,4.939547,4.91842,4.879207,4.8497734,4.814401,4.776278,4.730496,4.6888924,4.659065,4.63013,4.584143
15,80.0,5.432499,5.437509,5.440941,5.4423485,5.4439125,5.4437957,5.441339,5.43879,5.436033,5.4333367,5.4299645,5.4268303,5.4233003,5.4200044,5.417979,5.446029,5.439898,5.435971,5.4349113,5.431173,5.427597,5.4247036
16,82.0,5.563391,5.566954,5.5679135,5.5644264,5.565388,5.5649467,5.563957,5.5629287,5.560946,5.5590987,5.5581226,5.556673,5.5543804,5.553103,5.5519385,5.5508847,5.5478387,5.546307,5.548042,5.549893,5.552667,5.5542293
17,83.0,5.756348,5.756197,5.7560844,5.756964,5.757807,5.7583556,5.758829,5.758442,5.757944,5.7579727,5.757866,5.757534,5.5325184,5.532862,5.5328107,5.5318713,5.5309987,5.5307717,5.531368,5.531628,5.5318875,5.531658
18,84.0,4.6812267,4.687176,4.693336,4.6997805,4.7040415,4.706677,4.706325,4.7020855,4.7006907,4.6938534,4.6894135,4.688107,4.688188,4.6893024,4.6908307,4.692615,4.6929283,4.6977925,4.7018147,4.7092957,4.713407,4.719424
19,85.0,5.788904,5.791331,5.794857,5.797075,5.7987137,5.8000355,5.800573,5.5290866,5.530172,5.5305905,5.530049,5.5289044,5.5265813,5.523437,5.518486,5.514122,5.5099006,5.503775,5.499541,5.494161,5.489762,5.4857407
20,87.0,5.4784064,5.4798903,5.480877,5.4815307,5.482329,5.4827466,5.4834137,5.484224,5.484695,5.4851146,5.484946,5.484979,5.4849377,5.4848228,5.4850373,5.4851136,5.4850707,5.485082,5.4848876,5.48461,5.484389,5.484333
21,88.0,5.3492637,5.3439984,5.3407216,5.338328,5.3224406,5.3171515,5.3007426,5.303142,5.3035765,5.301492,5.2999988,5.2978244,5.296788,5.297025,5.297798,5.29866,5.3003135,5.3012996,5.3001695,5.2759757,5.253278,5.2373743
22,89.0,5.064737,5.045553,5.026689,5.0049148,4.991077,4.989227,4.987914,4.988149,4.9879794,4.9858804,4.9827094,4.9792905,4.977941,4.978721,4.9781356,4.9770865,4.974508,4.97024,4.966014,4.9637513,4.962443,4.9622035
23,91.0,5.407375,5.35245,5.298929,5.235787,5.2164764,5.181691,5.14521,5.1005464,5.083685,5.074982,5.076355,5.080944,5.0904307,5.0968385,5.100433,5.111262,5.1182313,5.1214843,5.1188073,5.117332,5.1146064,5.114681
24,92.0,4.5017323,4.500727,4.499661,4.5002236,4.5013356,4.5027127,4.5059705,4.506089,4.5037594,4.5034275,4.50064,4.5009995,4.5006166,4.5004745,4.503679,4.5028024,4.50115,4.497581,4.4968715,4.4957366,4.496241,4.4957333
25,93.0,5.144502,5.153188,5.1601996,5.1635766,5.165106,5.1693764,5.173576,5.177874,5.1817493,5.184697,5.188028,5.1890664,5.1887536,5.187268,5.186749,5.1849523,5.185379,5.1827297,5.1800284,5.1768527,5.1734967,5.1705203
