,0,1,2,3,4,5
0,14.0,271.74303528834514,267.65087423020026,274.9167183352115,298.8287236204145,296.51525269700244
1,21.0,21.674559207834715,22.495465698924622,26.899595448521485,25.70236885397691,25.292519417043817
2,23.0,36.77777387448553,37.48444121676797,28.44190324969685,31.518174896989347,36.778883540828204
3,25.0,17.711455394007377,22.852182001336814,88.29364326983266,86.74038343036685,17.4515201502779
4,34.0,97.99905517307202,100.17216660811006,91.78033356678124,86.21914370220072,84.76098301945443
5,39.0,44.014650670932404,42.590752778299446,30.755595696826727,32.20636583037583,27.6154600969029
6,43.0,7.844764023260685,5.753607563954984,4.41180235278055,4.575642898709201,4.71223176479343
7,46.0,22.81484695060018,21.484773808862347,16.202569420124497,15.48789850173354,13.517549257577517
8,51.0,56.62469571117854,51.588246938835034,46.94634068923358,44.61926017291612,42.87443750423261
9,57.0,301.39699822266715,254.46482829108092,240.42984510386114,236.35646011400613,243.68563462910603
10,71.0,262.0304203264777,262.6029049997081,240.57662537340642,208.91442938669925,238.81054455462427
11,72.0,37.40867667946958,42.38774101359135,39.688460703880644,34.06770751976384,30.864913042852674
12,77.0,16.814442904719694,16.951590947269946,18.20422861298823,19.795344657345392,24.64226814459953
13,78.0,35.55228707522302,75.38662253439172,73.45604950438874,25.10281185028278,23.887399254361178
14,79.0,246.3177254584006,231.32594655245032,245.28216091175173,148.9103011137167,136.72600337902077
15,80.0,243.99513314818392,238.10236071323442,174.7183447723793,276.30574852265863,291.9874550610753
16,82.0,173.68993508084196,152.26466461358538,161.33992509162582,157.4721674343867,75.7304056480793
17,83.0,148.79589771926575,94.95624881591095,155.08537764397505,151.15154472807816,69.4662687928465
18,84.0,19.41456600427443,19.329571980289074,21.735564924995526,133.749986256184,171.4990578086897
19,85.0,30.784335703005265,30.756701441219338,26.34315898514177,22.7379088748284,23.145502494313785
20,87.0,87.46776089166967,60.85180793317181,34.80575349264078,33.00017825263801,167.00846362707767
21,88.0,24.48713948177696,23.463685866790954,25.372577259073953,21.8454913013207,14.869635523645515
22,89.0,137.10898949376005,27.96494188593183,20.925357541396853,28.458445440380558,31.838132273528025
23,91.0,31.520779238615336,29.61333090161604,37.69380300275002,34.16228517524935,21.158598122508113
24,92.0,10.90203508213209,9.80654459183678,9.370374676000285,8.175949721356771,7.627412362973351
25,93.0,16.314615124687023,93.19882658379206,92.70008232551842,78.38619670154519,100.88752699639473
