,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,10.0,4.822320938110352,4.820818901062012,4.819394588470459,4.817640781402588,4.815976619720459,4.813965320587158,4.811963081359863,4.810173511505127,4.808840274810791,4.80890417098999,4.808614253997803,4.808635234832764,4.808577060699463,4.808505535125732,4.808356285095215,4.808238506317139,4.808032512664795,4.808177947998047,4.808499813079834,4.808793544769287,4.808935642242432
1,12.0,,,,,,,,,,,,,,,,,,,,,
2,15.0,4.300510406494141,4.290741443634033,4.269105434417725,4.244441509246826,4.2170090675354,4.180954456329346,4.173750877380371,4.173691749572754,4.17360258102417,4.173562526702881,4.1735076904296875,4.173339366912842,4.173136234283447,4.172971248626709,4.172816753387451,4.172760486602783,4.17258358001709,4.281318187713623,4.341442108154297,4.391514301300049,4.414740562438965
3,16.0,4.5186767578125,4.462610721588135,4.402833461761475,4.337286472320557,4.223228454589844,4.113210201263428,4.008171558380127,3.8862526416778564,3.868302583694458,3.8575925827026367,3.842893600463867,3.827406644821167,3.811164617538452,3.797508478164673,3.7749223709106445,3.7673587799072266,3.750383138656616,3.7306203842163086,3.7126219272613525,3.6981589794158936,3.667245626449585
4,18.0,4.159519672393799,4.1352362632751465,4.143396854400635,4.181795597076416,4.183740139007568,4.205354690551758,4.231078147888184,4.2538580894470215,4.274978160858154,4.297786712646484,4.317748546600342,4.336620330810547,4.359169960021973,4.554255485534668,4.679954528808594,4.779576778411865,4.867463111877441,4.943114280700684,5.004918575286865,5.056722164154053,5.093453884124756
5,22.0,4.104834079742432,4.105212211608887,4.105494022369385,4.1094746589660645,4.133667469024658,4.1537065505981445,4.16942024230957,4.1816086769104,4.192568778991699,4.203056812286377,4.213263034820557,4.223060131072998,4.232889652252197,4.242127418518066,4.251143455505371,4.257440090179443,4.248600482940674,4.242631435394287,4.239054203033447,4.238119602203369,4.238029956817627
6,26.0,3.81147837638855,3.4951136112213135,3.362238883972168,3.360893964767456,3.3600542545318604,3.3598461151123047,3.359586477279663,3.3595502376556396,3.388516664505005,3.3908755779266357,3.3931095600128174,3.3950939178466797,3.396873712539673,3.398376703262329,3.399930000305176,3.401252508163452,3.402395248413086,3.4034423828125,3.404390573501587,3.405233383178711,3.3757317066192627
7,27.0,4.622603893280029,4.656047821044922,4.682555675506592,4.683487415313721,4.687814235687256,4.6915788650512695,4.696260452270508,4.697001934051514,4.700293064117432,4.703582286834717,4.707116603851318,4.709264278411865,4.699049472808838,4.689800262451172,4.684037685394287,4.678687572479248,4.673219680786133,4.66780424118042,4.664802074432373,4.666309833526611,4.6654839515686035
8,29.0,4.115016460418701,4.069077014923096,3.919431686401367,4.051850318908691,4.146966934204102,4.50710916519165,4.498061656951904,4.506308078765869,4.508041858673096,4.525355815887451,4.583442211151123,4.62748908996582,4.641933917999268,4.746445178985596,4.867302417755127,4.911920070648193,4.944835186004639,4.833944797515869,4.9250922203063965,5.008934020996094,5.068678379058838
9,31.0,4.245143413543701,4.2250566482543945,4.2171220779418945,4.219457149505615,4.221782207489014,4.223318576812744,4.2236008644104,4.22374963760376,4.223513126373291,4.223389148712158,4.223099708557129,4.225142478942871,4.227031707763672,4.228868007659912,4.230554103851318,4.232016086578369,4.2334303855896,4.234640598297119,4.235757827758789,4.236624240875244,4.237464427947998
10,32.0,5.261732578277588,5.2703118324279785,5.267736911773682,5.266881942749023,5.26566743850708,5.264672756195068,5.265160083770752,5.265608787536621,5.265769958496094,5.26599645614624,5.266500949859619,5.266829967498779,5.2663750648498535,5.266215801239014,5.266725540161133,5.267231464385986,5.267582416534424,5.26732063293457,5.266422748565674,5.265805721282959,5.265810966491699
11,33.0,4.582236289978027,4.87516450881958,4.873645782470703,4.860959053039551,4.858100891113281,4.838826656341553,4.836793899536133,4.836076259613037,4.8365044593811035,4.838579177856445,4.838466644287109,4.8383378982543945,4.833510875701904,4.532436370849609,4.5224385261535645,4.520394802093506,4.52014684677124,4.519411563873291,4.518647193908691,4.517948627471924,4.514626979827881
12,35.0,3.8648102283477783,3.8419454097747803,3.8422372341156006,3.8424689769744873,3.840867280960083,3.8403308391571045,3.8399438858032227,3.839261054992676,3.838481903076172,3.8380565643310547,3.837618589401245,3.83870005607605,3.8363635540008545,3.833695411682129,3.830524444580078,3.827005624771118,3.8250887393951416,3.822988510131836,3.82086181640625,3.818699598312378,3.8170831203460693
13,4.0,4.44279670715332,4.364002227783203,4.274315357208252,4.1612229347229,4.090519905090332,3.8164539337158203,3.808635711669922,3.8201305866241455,3.8361103534698486,3.8509626388549805,3.864980459213257,3.878272294998169,3.8890507221221924,3.894575357437134,3.89971661567688,3.9603326320648193,3.9384231567382812,3.9961674213409424,4.041738033294678,4.078482151031494,4.110264778137207
