,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,1,3,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,2
0,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2
0,3,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2
0,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2
0,5,1,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
0,6,3,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,3,4,4,4,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,2,2,1
0,7,2,1,1,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2
0,8,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,3,3,3,4,4,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,9,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2
0,10,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3
0,11,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,1,2,2,1,1,3,2,3,3,3,1,2,1,1,1,2,1,2,2,2,1,2,2,2,4,4,3,3,3,1,1,2
0,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,1,2,2,1,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
0,13,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,2,3,2,3,4,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,3,3,2,4,4,3,3
0,14,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,3,3,3,3,2,2,2,3,2
0,15,2,1,1,1,1,1,2,2,2,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1
0,16,2,2,2,2,3,2,2,3,2,1,1,2,2,2,4,5,4,4,4,2,2,2,1,1,2,2,2,3,3,3,3,3,2,4,4,4,4,3,1,2,1,1,2,3,3,3,4,3,3,4,4,3,4,3,3,3
0,17,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1
0,18,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,3,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,3,2,3,2,2,2,2,1,3,3
0,19,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,3,3,2,1,1,1,1,1,2
0,20,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,1,1,1,2,2,2,2,1,1
0,21,3,2,2,3,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,2,3,3,2,3,3,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2,3,3,3,3
0,22,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2
0,23,3,3,2,3,3,4,4,4,3,5,4,4,3,4,2,2,2,2,2,3,3,3,4,4,3,4,4,3,2,3,3,2,3,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,2,3,5,5,5,5,5,4
0,24,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,3
0,25,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2
