,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,1,2,3,4,4,4,4,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3
0,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
0,6,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,2,1,2,1,2,2,2,2,2
0,9,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1
0,11,3,3,3,4,3,4,4,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2
0,12,2,1,3,3,2,2,3,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3
0,16,3,3,3,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,3,2,2,3,2,2,3,2,3,3,3,3,3,2
0,18,3,3,3,2,2,2,2,1,1,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,3,3,2,3,3,2,3
0,22,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
0,23,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,4,3,3
0,24,4,3,2,3,2,3,3,3,3,3,2,2,3,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2
0,25,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2
0,28,3,3,2,3,2,3,4,3,3,4,4,3,4,4,3,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2
0,30,4,3,4,3,4,4,4,5,4,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3
0,32,3,4,3,4,4,3,3,3,2,2,3,3,2,3,3,3,2,2,2,1,2,2,3,2,4,3,4,3,4,3,4,3
0,36,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,2,3
0,37,4,4,4,4,5,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
0,39,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2
0,40,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,2
0,41,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,2,3,3,3,3,4,3,3,3,4,3,2,3
0,43,4,3,3,4,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,3,2,2,2,3,2,3
0,44,3,4,4,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3
0,46,4,4,3,3,3,4,3,4,4,5,6,6,5,5,4,3,3,3,3,2,3,3,3,2,3,2,2,1,2,1,2,2
0,50,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1
0,52,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,3,3,2,2,2,2,2,4,4,4,4
