,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1
0,9,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3
0,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,3,3,2,2,2,2
0,12,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3
0,15,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,3,4,3,3,3
0,16,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
0,21,3,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4
0,24,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
0,27,4,4,5,6,4,5,6,5,4,5,5,5,5,6,5,5,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2
0,33,2,2,2,2,3,3,3,3,3,2,2,1,1,1,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,3,3,3
0,34,3,3,2,1,2,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2
0,36,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2
0,39,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2
0,46,2,2,3,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,2,2,2,2,1,2,2,2,1,2,2,3,3,3
0,47,2,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,2,2,3,3,2,2,2,1,1,1,1,2,2
0,48,3,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2
0,49,3,3,3,2,2,2,2,1,1,2,2,2,3,3,2,2,2,1,1,2,2,2,2,3,2,3,2,2,2,2,2,2
0,52,4,3,4,4,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3
0,56,3,3,2,2,1,1,1,1,1,2,2,2,3,3,2,2,2,2,1,2,2,2,3,3,2,3,3,2,2,2,1,2
0,58,4,4,5,5,3,4,3,2,2,2,1,2,2,2,3,3,2,2,3,2,2,2,2,1,1,2,2,1,1,2,1,1
0,61,3,2,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1
0,63,2,1,2,2,1,1,2,1,1,1,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
0,68,3,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,3,2,2,3,3,2,3
0,73,3,2,2,2,2,2,2,2,1,2,2,2,2,3,3,4,4,3,2,2,2,2,4,3,3,4,4,3,3,2,2,2
