,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,1.0,0.0002268702972301079,0.0002069495146062392,0.00018935548437963752,0.00017281822723922192,0.00015734697350200117,0.00014282102000895842,0.00012932185086667606,0.00011659793069691843,0.00010484726000346229,9.371966091564589e-05,8.341600865021493e-05,7.384497348815931e-05,6.558230559330818e-05,5.678784859565525e-05,4.9312482605538857e-05,4.233642513550775e-05,3.590467693544801e-05,3.0124724963557554e-05,2.4956762951770103e-05,2.033712032995156e-05,1.6000219368485693e-05,1.233051994152801e-05,9.142371682445983e-06,6.625319748389885e-06,4.236035596132131e-06,2.487924906623005e-06,1.2426146612053626e-06,3.669982036706534e-07,1.873769439293787e-07,1.4109024529901787e-07,7.94997884106737e-07,1.793850043540283e-06,3.3753393858955634e-06,5.402699174434962e-06,7.937415717075857e-06,1.1073743155665706e-05,1.4578999708554083e-05,1.8857085169529875e-05,2.3440832545829246e-05,2.8824261305302446e-05,3.465012730635447e-05,4.120647752803377e-05,4.844862812266953e-05,5.6417280869630524e-05,6.507963528139335e-05,7.452618219069631e-05,8.490269955032363e-05,9.594875283663319e-05,0.00010809567196378965,0.00011301948262590737
0,2.0,0.0001601615764612659,0.00015065936789249466,0.000141705052306536,0.0001332738768737155,0.00012538771279069973,0.0001179596798431126,0.00011102149795337953,0.00010447068311369648,9.83356339501334e-05,9.255927784675411e-05,8.717842800205576e-05,8.245557854205587e-05,7.72565452535164e-05,7.274805495300771e-05,6.851286440123479e-05,6.455386711098918e-05,6.0809733710107996e-05,5.730814165294095e-05,5.4156058027007354e-05,5.0886450596775624e-05,4.7983747366411106e-05,4.526443037011241e-05,4.2699870667810756e-05,4.031076168937367e-05,3.8078821880817984e-05,3.598474100870707e-05,3.401017339254874e-05,3.2155199204028117e-05,3.04403851818675e-05,2.8797996594131908e-05,2.7270340883075237e-05,2.5852659362506244e-05,2.4494565247497367e-05,2.3233973486962827e-05,2.2049203762450945e-05,2.0930770710331127e-05,1.9906429858054546e-05,1.890136386436634e-05,1.7969350176051137e-05,1.7096976955693017e-05,1.6278393189982982e-05,1.5522209105656033e-05,1.4816047619101232e-05,1.413005718491122e-05,1.349846389928776e-05,1.2915655861710848e-05,1.2361319474622434e-05,1.1852096280108709e-05,1.1392698791325113e-05,1.0159340182086224e-05
0,3.0,0.001095642836069426,0.0010169218277203402,0.0009431823951434241,0.0008737582776331522,0.0008087733798565449,0.0007476943109696428,0.0006904581969935261,0.0006367554425908575,0.0005863948328226913,0.000539236299183148,0.0004949803944971422,0.00045362738715357386,0.0004148364238973453,0.0003784823678455819,0.0003446142427853658,0.00031283529717168827,0.0002832002367828912,0.00025553720123751105,0.0002298078766003168,0.00020579078214607026,0.00018364630543889204,0.00016282564069618552,0.0001436483429402435,0.00012588954798993168,0.00010975370633557952,9.45877468643173e-05,8.088776730172446e-05,6.84064647696663e-05,5.748614789497089e-05,4.727711023660667e-05,3.767142100140217e-05,2.9602326478411084e-05,2.255199568601927e-05,1.6489198971897183e-05,1.1402273805300549e-05,7.269123301794373e-06,4.069338426218918e-06,1.8000692064648877e-06,4.462644859119178e-07,3.68687049224269e-07,7.38421467192652e-07,1.9772826185996053e-06,4.226514132627589e-06,7.445881056011538e-06,1.1628147958564347e-05,1.6791996561766003e-05,2.2998565869165103e-05,3.0097485398345287e-05,3.832188489825808e-05,4.4126942670112905e-05
0,4.0,0.004071861977839361,0.0038253502147831886,0.003595146750926423,0.003377794729973289,0.0031725661596867117,0.002978925759295193,0.002796042375446542,0.0026232881926692127,0.0024603669573822554,0.0023065313838660385,0.0021612642078042855,0.0020241911913840807,0.001894828990054649,0.0017726779997161595,0.001657497584219627,0.0015488576660177534,0.0014462467937759057,0.0013494904874348488,0.0012582549998986052,0.0011721796695476818,0.0010910483572414973,0.0010145803509799996,0.0009424831750904926,0.0008747343556842215,0.0008105628006798518,0.0007502298311792691,0.0006933908028129167,0.000639941860071413,0.000589624978310763,0.0005423036207872428,0.0004978271502866793,0.0004560137796683259,0.000416759119835086,0.00037993432851600396,0.00034542140691395343,0.000313079933564755,0.00028286125420098576,0.0002545910928308013,0.0002282085780944233,0.00020363443570739373,0.00018078155265809288,0.00015956806038175525,0.00013993395389743686,0.00012182951730333491,0.00010512801088690002,8.982801529004359e-05,7.588822107337245e-05,6.322439677096758e-05,5.181253149688724e-05,3.8702125920456736e-05
0,5.0,0.00012435520328931356,0.00011507916017451486,0.00010641336014305641,9.825045686533287e-05,9.064389108778537e-05,8.342321836974717e-05,7.66529348445162e-05,7.030701547519803e-05,6.438935500489092e-05,5.878199204773243e-05,5.3565317301025914e-05,4.8661414207271625e-05,4.407986001223963e-05,3.980836238260092e-05,3.586672304193156e-05,3.2093110571594204e-05,2.8657714413530453e-05,2.5415038447362454e-05,2.244922117556925e-05,1.9677659291587352e-05,1.7175838302171055e-05,1.4809612819922435e-05,1.2663445901999139e-05,1.0703897494983892e-05,8.953851773109456e-06,7.317848303455245e-06,5.8880564466616015e-06,4.705743297100354e-06,3.535875343734909e-06,2.5579932805301254e-06,1.7745183655669602e-06,1.1161820164480431e-06,6.201374315408306e-07,2.692003520687726e-07,7.409069639300155e-08,1.1728365555033135e-08,9.326600800217256e-08,3.3739137452805827e-07,6.981519808462061e-07,1.2343269002138506e-06,1.9012901273728438e-06,3.211956591789298e-06,3.715142179420352e-06,4.874207897970812e-06,6.165505286468842e-06,7.64260746171193e-06,9.300927740890232e-06,1.1136329367103174e-05,1.3139350097610618e-05,1.4477290671746848e-05
0,6.0,6.872415778480965e-05,6.384733348910451e-05,5.9716150884829176e-05,5.584571672138254e-05,5.219736796377149e-05,4.878780730225012e-05,4.5562543874873464e-05,4.2522577457250546e-05,3.965497696830221e-05,3.6969210535255236e-05,3.444404085387143e-05,3.2069568786366755e-05,2.9841327285709074e-05,2.7743514925795642e-05,2.5765250706974933e-05,2.389127327960245e-05,2.21382570834414e-05,2.0481470125378144e-05,1.891962941854872e-05,1.7462555250412383e-05,1.6092653394467588e-05,1.4807573118302478e-05,1.3606216531090772e-05,1.2478699351466007e-05,1.1436426834222447e-05,1.0448788695349998e-05,9.548583889975985e-06,8.698579255860484e-06,7.907647432558288e-06,7.175054600384301e-06,6.491750824870203e-06,5.858287326051407e-06,5.265538037671151e-06,4.706710261577556e-06,4.191309017391487e-06,3.7166379416384405e-06,3.2878222337187856e-06,2.8779059550718666e-06,2.512909189833929e-06,2.193698860242522e-06,1.8643944850530474e-06,1.58177571516581e-06,1.3308241310498235e-06,1.0973556554925186e-06,8.860702488070536e-07,7.042538238688418e-07,5.419833331209384e-07,4.0266430879182577e-07,2.861773387699506e-07,2.081751276793803e-07
0,7.0,1.7694522368863348e-05,1.5780527866167824e-05,1.4736763708123077e-05,1.374711943781034e-05,1.2782620579898232e-05,1.187099074279663e-05,1.100294165695308e-05,1.0174059104632509e-05,9.411918580501724e-06,8.617801876164975e-06,7.879510201300513e-06,7.197125710649656e-06,6.560570698803895e-06,5.921889608858796e-06,5.342718888897964e-06,4.77601320305104e-06,4.248184705121592e-06,3.759465554326551e-06,3.2945894860994975e-06,2.9527545587996567e-06,2.4818910449487693e-06,2.229164996290109e-06,1.7685964249732257e-06,1.4588634185754354e-06,1.1830861558633214e-06,9.332046355417985e-07,7.081474614631028e-07,5.151382820619438e-07,3.6138125030481106e-07,2.2880691162066192e-07,1.233833868860145e-07,7.146134652774752e-08,1.5427548815115072e-07,8.047338718509358e-10,2.3398659033523973e-08,7.851830243795619e-08,1.755380384362249e-07,3.2930142750643264e-07,4.415564000337122e-07,6.39751231124907e-07,8.635865462349837e-07,1.130494773023769e-06,1.421547215333125e-06,1.7635343783383498e-06,2.1332591539006018e-06,2.5555323215762685e-06,3.035258325341722e-06,3.521825489716039e-06,4.293144698551618e-06,4.430269313787359e-06
0,9.0,7.006741608515298e-05,6.945175551366665e-05,6.920797090531852e-05,6.910811934908925e-05,6.913201676406221e-05,6.925026554721985e-05,6.951307226175479e-05,6.987632426664603e-05,7.037695972857125e-05,7.100433800977937e-05,7.184980008664483e-05,7.260418237141925e-05,7.363536927448208e-05,7.557113588652371e-05,7.617228727008777e-05,7.75175697364927e-05,7.91225259982958e-05,8.087020345944175e-05,8.28133255876757e-05,8.493116613029855e-05,8.720561632631074e-05,8.969091526995361e-05,9.239393364530576e-05,9.528618408082524e-05,9.926719893760242e-05,0.00010178767454536326,0.00010539862732248096,0.00010922832816431512,0.00011342213157958722,0.00011787507670595247,0.0001226241201942937,0.0001277255139382558,0.0001331266102371246,0.0001394995552665894,0.00014507283969430226,0.00015166999898056044,0.00015868958605632006,0.00016618895863326332,0.00017422232810206128,0.00018269676004008869,0.00019178475794776775,0.00020149399272939792,0.00021181723360153273,0.00022278364729330245,0.00023488321725636543,0.0002469888608628922,0.00026029201469556586,0.0002743567537476126,0.0002894553018600643,0.0002836102380625457
0,10.0,0.000256554356311241,0.0002439150332886977,0.00023281388542883703,0.00022228071289438772,0.00021229007997628592,0.00020281070299354726,0.00019384554696193484,0.00018533141199871694,0.00017727191996318623,0.00016964283689679125,0.0001624217305139546,0.0001556265418429249,0.0001491304233684994,0.0001430157370960609,0.00013723594152022358,0.00013176548273630682,0.00012659666032202528,0.00012174003558019876,0.00011707718134978658,0.00011270605816893786,0.00010864089967009113,0.00010469442977874166,0.00010106253291614588,9.758414820327217e-05,9.434574811141772e-05,9.129636922764901e-05,8.844468297535224e-05,8.577405536863646e-05,8.335224716134788e-05,8.095267681468234e-05,7.87990048299635e-05,7.684450355454605e-05,7.494860004635803e-05,7.323580990487156e-05,7.16710867959703e-05,7.025285820490165e-05,6.895781222683196e-05,6.780172697390307e-05,6.67854004658599e-05,6.58973279433684e-05,6.513239695564438e-05,6.448617183003264e-05,6.396619072596192e-05,6.355378334972299e-05,6.327455957600008e-05,6.310138615428703e-05,6.305790327462649e-05,6.311760288509967e-05,6.33038049986545e-05,5.9058999416314466e-05
0,11.0,3.9376761718963664e-07,2.16965148135083e-08,3.772087462218237e-09,1.8616626979983151e-09,8.497493572581952e-09,2.0803005254235857e-08,5.275126552163487e-08,7.711225653916602e-08,5.00678155663201e-07,2.1970318526856514e-07,2.3787554403369515e-07,3.2452677048284715e-07,4.0287347496579963e-07,5.02766714981499e-07,6.25892342904359e-07,7.668570670442165e-07,8.838801838697811e-07,1.0803462012073349e-06,1.2235095245191599e-06,1.4153640270141165e-06,1.7339851350123027e-06,1.8904165370901145e-06,2.1156717311689297e-06,2.3660039627250548e-06,2.659043271409878e-06,3.0124411678193723e-06,3.532218479355288e-06,3.6921333975824716e-06,4.095415012618644e-06,4.530830481024228e-06,4.980055021669942e-06,5.4651405088724824e-06,5.9993178064936295e-06,6.559493791048898e-06,7.158395528496364e-06,7.807550518589587e-06,8.504617202698426e-06,9.37588993638712e-06,1.002144798156287e-05,1.0868302622123634e-05,1.1767705123132312e-05,1.2724581803696358e-05,1.3757747145344327e-05,1.4858630356895664e-05,1.6062222944748088e-05,1.7295807649372392e-05,1.86337164045555e-05,2.006308561637872e-05,2.1576663746258776e-05,2.1524187816481127e-05
