,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,1.0,9.674016491326871e-05,8.870051013965251e-05,8.115654913554274e-05,7.407444953306153e-05,6.744708334149079e-05,6.122717926046429e-05,5.540118416459341e-05,4.997268928310346e-05,4.491835894378616e-05,4.017187317795013e-05,3.575461629756561e-05,3.16581525897005e-05,2.7921155679963813e-05,2.434661557000295e-05,2.1118815734450735e-05,1.8137443315074906e-05,1.540334079976945e-05,1.2922358945277295e-05,1.0688239289729221e-05,8.652521164953954e-06,6.869112352899846e-06,5.294942395475175e-06,3.928717851030591e-06,2.7603454921013923e-06,1.8230056024949721e-06,1.0599234227238954e-06,5.098102903623597e-07,1.6966473664211283e-07,4.395600839040462e-08,6.665837406955458e-08,3.3650680061172473e-07,7.801723496249705e-07,1.4533961580584552e-06,2.3152957670390534e-06,3.407899765533989e-06,4.736972780095045e-06,6.261747114144595e-06,8.05708295602341e-06,1.0047419317820143e-05,1.2317027508798478e-05,1.4863228368508784e-05,1.7675144800895557e-05,2.0775188481525536e-05,2.4175457381941506e-05,2.7899584570316725e-05,3.194638836943932e-05,3.633514492356136e-05,4.1122632897520427e-05,4.626482788997535e-05,5.191904138318813e-05
0,2.0,6.863742589117476e-05,6.455738570183286e-05,6.071591339357269e-05,5.710879534885263e-05,5.3727400336280574e-05,5.054683896141903e-05,4.756876305017112e-05,4.476463619153774e-05,4.214031435262986e-05,3.9662993274844814e-05,3.733678550868979e-05,3.519497986210559e-05,3.3102936575960425e-05,3.1170929369576185e-05,2.935863515934984e-05,2.7654846615137113e-05,2.6058066471679703e-05,2.4549564092708597e-05,2.314850167059438e-05,2.1803531463880016e-05,2.0557774869800445e-05,1.9392119791882055e-05,1.8296993746982542e-05,1.7273802755484006e-05,1.6316744257685545e-05,1.5416349249576595e-05,1.4572633230313075e-05,1.3778251274236948e-05,1.303726983175065e-05,1.2338151999072596e-05,1.1684216984738224e-05,1.1073537023225465e-05,1.0496502134702918e-05,9.956316709939391e-06,9.44832644774632e-06,8.969886248353406e-06,8.522800878821185e-06,8.096557527989355e-06,7.698981610850968e-06,7.325952391862083e-06,6.976596385143573e-06,6.650023400698171e-06,6.342208534348109e-06,6.052874884526279e-06,5.7830125469116945e-06,5.5312343002256275e-06,5.295896453541674e-06,5.076780539749369e-06,4.8746973732357706e-06,4.682573613961508e-06
0,3.0,0.0004695510152586402,0.0004357908424600488,0.00040415962116130514,0.0003744437808482167,0.00034659262695467037,0.0003204304777092382,0.0002958990395636352,0.0002728842054411696,0.00025131006555618107,0.0002310683605417997,0.00021213778094750414,0.00019438488195938167,0.00017778228156828488,0.00016221035187439207,0.00014769320878661594,0.00013408018810619882,0.00012137644368944984,0.0001095301735129472,9.849540772776763e-05,8.821025924590835e-05,7.868069882717917e-05,6.979130474771869e-05,6.157509065278825e-05,5.396944299441504e-05,4.7010594118047726e-05,4.05603581271988e-05,3.468206383094387e-05,2.9328397980177515e-05,2.4517488304061888e-05,2.0140779038811383e-05,1.6158362167100648e-05,1.2699828207008815e-05,9.688303600488173e-06,7.087254428460355e-06,4.9092514323693925e-06,3.1338132390328677e-06,1.766497633750589e-06,7.886036253269631e-07,2.083570403515075e-07,1.0356293047377482e-08,2.1268861664211799e-07,8.469915664598779e-07,1.828616811780362e-06,3.200520028693923e-06,5.006263839371023e-06,7.217826592180226e-06,9.867389952462892e-06,1.2914735160724352e-05,1.6442152813100647e-05,2.0391810602593744e-05
0,4.0,0.0017435458916407074,0.0016392819762304453,0.0015406431400541854,0.0014475062113341523,0.0013595619175278866,0.0012765716126667583,0.001198195239547551,0.0011241919714606017,0.001054361656984885,0.0009884381660456585,0.0009261839877625986,0.0008674460620834973,0.0008119523289285874,0.0007596657521148306,0.0007103087224560635,0.0006637358989439295,0.0006197825041504373,0.0005783215064141399,0.0005392177486936058,0.0005023392499485697,0.0004675740155332322,0.0004348057939687917,0.0004039081464751094,0.0003748429106049324,0.0003473736980991488,0.0003215150760231881,0.00029717040687877994,0.0002742532484739249,0.0002527003542925997,0.00023242096603288116,0.00021335765194745735,0.00019544030913080972,0.00017861307944178414,0.00016284072444347345,0.00014804901686783908,0.00013419097623097384,0.000121239877252169,0.00010912708277944687,9.782415933682497e-05,8.729018221817998e-05,7.749674270643439e-05,6.840714496833647e-05,5.998873698822087e-05,5.223279471470367e-05,4.5077358188745295e-05,3.85229303127624e-05,3.254748120073364e-05,2.7120847912941436e-05,2.2229179308776892e-05,1.7884019114566064e-05
0,5.0,5.3284752817947114e-05,4.9316050194042966e-05,4.560305208445133e-05,4.210884674370852e-05,3.883648117918476e-05,3.5746864487053916e-05,3.284952567279646e-05,3.0133009176709737e-05,2.758870479082147e-05,2.5192204081128284e-05,2.294988004591438e-05,2.085441806206762e-05,1.8893803153292892e-05,1.7062517921000046e-05,1.5358222210586565e-05,1.3752517884300766e-05,1.2266088041441444e-05,1.0892866224649356e-05,9.618762898245179e-06,8.432267450204197e-06,7.35243022493332e-06,6.346878479703125e-06,5.428592664431662e-06,4.589771398165095e-06,3.831165066320619e-06,3.1382255738373816e-06,2.526660397812931e-06,1.993559409355813e-06,1.504781267212977e-06,1.0980931323352736e-06,7.55359664318347e-07,4.791295128573158e-07,2.655456106127428e-07,1.1835890587683909e-07,3.251604294881905e-08,2.3201797690262175e-09,4.308597367591289e-08,1.4445779528758289e-07,3.0258330393252464e-07,5.309045616908138e-07,8.182589718588615e-07,1.215507310368285e-06,1.5946151787071848e-06,2.0887553659258426e-06,2.645793945946252e-06,3.2760355134416765e-06,3.98727180992343e-06,4.765374067612104e-06,5.630428642389319e-06,6.580381888372503e-06
0,6.0,2.9285739751058344e-05,2.7360907257391713e-05,2.5588111437590905e-05,2.392985757249637e-05,2.2367297088795802e-05,2.089807585212613e-05,1.951952753107027e-05,1.8216908522360835e-05,1.699318034366222e-05,1.5842806493470506e-05,1.4760334471477523e-05,1.3742772098676628e-05,1.2788399554554722e-05,1.189001674518664e-05,1.1041478980007564e-05,1.0237912094476983e-05,9.48680121163165e-06,8.77771575649044e-06,8.11171226786347e-06,7.484005052358736e-06,6.895652554379846e-06,6.344456199508903e-06,5.8297409894682125e-06,5.348184393487634e-06,4.897637017734731e-06,4.477928383313808e-06,4.091131874877058e-06,3.7274977450094974e-06,3.3884350801308584e-06,3.0747299524233308e-06,2.782777036306271e-06,2.508373709635987e-06,2.2550173898597434e-06,2.0169120993162534e-06,1.7961830961379155e-06,1.5930961697356985e-06,1.4068572061203384e-06,1.2329677133853576e-06,1.0761015942694535e-06,9.306049485493226e-07,7.980233503824292e-07,6.777207602367238e-07,5.687652906988114e-07,4.6794808074014324e-07,3.8001862970742803e-07,3.0193301279291635e-07,2.3242302797906647e-07,1.7287147349852596e-07,1.2284226896988941e-07,8.150317447824534e-08
0,7.0,7.2841264463887795e-06,6.761762458497386e-06,6.315489868264448e-06,5.8877786599770275e-06,5.478479330937272e-06,5.0874339573860285e-06,4.714860620428891e-06,4.356150350126909e-06,4.015806883884531e-06,3.6913444919642596e-06,3.3784880281466224e-06,3.0842587745893655e-06,2.8058707243982937e-06,2.537868334713226e-06,2.2873173872005255e-06,2.0474118315755855e-06,1.8214796110852275e-06,1.6107510411319792e-06,1.4125819713186038e-06,1.236201155924036e-06,1.0579457414621497e-06,9.050315622898615e-07,7.579381408773524e-07,6.245624610637999e-07,5.045321061804496e-07,3.9707178509294663e-07,3.0249716261832806e-07,2.212764419010629e-07,1.537995127336814e-07,9.749527164497603e-08,5.3482304103299373e-08,2.5087186280034206e-08,1.6937549367228455e-08,1.043087582760599e-09,1.0776524811257933e-08,3.451070418851801e-08,7.327480408327578e-08,1.2789652107642003e-07,1.8988323470230782e-07,2.7119366546173713e-07,3.6829337568376336e-07,4.807564683268677e-07,6.092951012529399e-07,7.553567410532147e-07,9.150719954015861e-07,1.0946040271752255e-06,1.2931798513734397e-06,1.5051420746919172e-06,1.7485758995136687e-06,2.000465078015362e-06
0,9.0,2.9908465269629646e-05,2.9750019522031437e-05,2.9654881437173983e-05,2.961166685856129e-05,2.9619241247742922e-05,2.9675295440948212e-05,2.978193661647438e-05,2.993951083542576e-05,3.015230084441503e-05,3.041734487474187e-05,3.074051178741707e-05,3.1111642216686895e-05,3.1547257992293945e-05,3.2079780541636136e-05,3.260302803746266e-05,3.321312517834168e-05,3.3899634902738614e-05,3.465392812337046e-05,3.5481705284269254e-05,3.638401359074146e-05,3.736394579824651e-05,3.8429778678187896e-05,3.9582633754195134e-05,4.0825961158639634e-05,4.2223944513335e-05,4.360475721625879e-05,4.5155318626051125e-05,4.681516061457019e-05,4.859866592813787e-05,5.050568785600937e-05,5.254248999673864e-05,5.472014028503839e-05,5.7041746959927286e-05,5.956778520390165e-05,6.216455747623157e-05,6.498662924913343e-05,6.799511999505206e-05,7.12071474724938e-05,7.463623254073203e-05,7.828539347072497e-05,8.217810165511602e-05,8.632904304857505e-05,9.075746802207757e-05,9.546325143326885e-05,0.0001004752445476932,0.00010582653818918342,0.00011151889130183805,0.00011756534011150185,0.00012402464907018638,0.00013085478127163768
0,10.0,0.00010955346436797133,0.00010452340164837886,9.976545259123771e-05,9.5250274581236e-05,9.096891291854238e-05,8.690751716031467e-05,8.306526744991983e-05,7.941801364503835e-05,7.596453177323219e-05,7.269680329826338e-05,6.96007893054051e-05,6.666831677153804e-05,6.390290666922307e-05,6.128490109704277e-05,5.88073501922649e-05,5.6463366925946595e-05,5.4247207351998294e-05,5.214740256878348e-05,5.016906803573814e-05,4.8296265207746185e-05,4.653427390158733e-05,4.486288618171448e-05,4.329806449740228e-05,4.181496517565273e-05,4.0427098427619283e-05,3.912110869074443e-05,3.789890669493205e-05,3.6753234201012674e-05,3.5690713024763546e-05,3.4687489024691565e-05,3.3764079201401457e-05,3.290763538493613e-05,3.21132017886848e-05,3.1380443457515766e-05,3.07098204257634e-05,3.0098764038957104e-05,2.9546505361367138e-05,2.9051723532779063e-05,2.8615868246086247e-05,2.823509109634711e-05,2.7907120673756475e-05,2.7630562106434855e-05,2.740580822438679e-05,2.7231759083044093e-05,2.710876148878898e-05,2.7035769676777273e-05,2.7014091049152114e-05,2.704333924059146e-05,2.7123121164348477e-05,2.7253024014910667e-05
0,11.0,3.6879274786695757e-08,6.9524497556044905e-09,1.6637920763549119e-09,1.3015303662314347e-10,2.500675335999974e-09,8.655514568782676e-09,1.8782993915898795e-08,3.2808842551296657e-08,6.9000496265282e-08,7.56169255456194e-08,1.0199992098782919e-07,1.3549695475671208e-07,1.7164444796001862e-07,2.1525645344751102e-07,2.648138035420127e-07,3.2041260060011205e-07,3.787738022627724e-07,4.4979078410932563e-07,5.218419606612108e-07,6.039814290346168e-07,7.019032135052646e-07,7.952466231163496e-07,8.983954055972953e-07,1.0142774277660351e-06,1.1397577645598172e-06,1.2765147457577904e-06,1.4312875821215954e-06,1.582371624726473e-06,1.75246900038252e-06,1.937815657643268e-06,2.1317954036463687e-06,2.3422747096575128e-06,2.5669994520587386e-06,2.8098404811621166e-06,3.0676489243578156e-06,3.3453786022094508e-06,3.6421738547898488e-06,3.9681028245790515e-06,4.293359602927658e-06,4.654944801485328e-06,5.038375722500907e-06,5.451088582116256e-06,5.894590409844964e-06,6.36751093566909e-06,6.876023254566699e-06,7.411128308929601e-06,7.984435517513971e-06,8.596565608443322e-06,9.24726665146255e-06,9.943042855949808e-06
