,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,3,3,3,3,3,4,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,2,2
0,4,5,6,4,5,5,4,3,3,5,6,6,6,5,3,1,1,1,1,3,3,3,4,4,3,2,2,1,1,1,1,2,2
0,5,2,2,2,2,3,3,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,3,3,3,3,2,2,2,1,2,2,2
0,7,2,2,2,2,3,3,3,3,4,4,4,4,4,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2,3,2,2
0,8,4,3,4,4,4,4,5,4,4,4,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,4,4,3,3
0,10,1,1,1,2,3,3,2,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,2,2,2,1,1,2,2,2,2,2
0,13,3,3,3,4,3,3,3,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,14,3,3,4,4,4,4,5,4,4,4,3,3,2,2,2,3,3,3,4,4,4,4,5,5,4,4,4,4,3,3,3,3
0,15,3,3,3,4,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,3,3,3,2,2
0,17,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,3,3,3,2,3
0,19,3,4,3,4,4,3,2,2,1,2,2,3,3,4,3,3,3,3,2,2,2,3,3,3,3,2,1,1,1,1,2,3
0,20,4,4,3,3,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2
0,21,5,4,5,5,4,4,4,3,3,4,3,3,3,2,2,3,3,3,3,3,3,2,3,4,4,4,4,3,2,2,3,3
0,26,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,1,1,2,1,1,2,2,1,2
