,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,84,13,13,12,12,12,10,10,12,12,12,12,14,13,13,15,14,14,15,16,16,15,16,16,15,15
0,85,8,7,8,9,8,8,8,9,7,8,7,7,8,8,7,7,7,7,7,7,8,7,8,9,8
0,86,7,6,6,6,7,6,6,5,5,5,5,5,5,6,6,5,4,4,5,5,4,4,5,5,5
0,87,13,12,11,11,11,11,11,11,11,11,10,10,10,10,9,10,9,10,11,11,12,13,13,14,14
0,88,10,10,10,10,9,9,7,8,8,9,9,8,8,8,9,9,9,9,9,9,9,9,9,10,9
0,89,12,10,11,10,11,10,10,8,9,10,9,9,9,9,8,8,9,10,12,11,10,10,12,12,12
0,90,9,9,9,9,9,9,9,10,10,9,10,11,10,10,10,10,9,8,9,8,8,8,6,5,7
0,91,7,7,7,8,8,7,8,8,9,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8
0,92,9,9,9,8,9,8,9,9,9,10,10,10,9,11,11,10,11,11,11,11,10,10,9,10,10
0,93,8,8,7,9,9,9,8,7,7,6,6,6,6,6,7,5,6,5,5,6,5,6,6,6,6
0,94,10,9,8,8,8,8,9,8,8,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9
0,95,10,10,7,9,9,11,12,11,11,11,11,10,10,11,11,11,10,9,7,7,8,9,9,10,10
0,96,9,8,8,7,6,6,6,6,6,5,5,6,5,5,5,5,5,6,6,6,6,7,8,7,7
0,97,14,15,15,16,16,17,12,10,11,11,11,10,10,10,10,10,10,9,8,8,8,9,9,9,10
0,98,7,7,6,8,10,11,12,11,12,11,11,13,14,14,14,12,12,12,11,11,10,10,10,8,7
0,99,10,10,7,8,6,5,5,4,4,4,5,5,5,5,4,4,4,5,6,6,6,6,5,5,5
0,100,6,5,5,5,5,6,6,8,7,8,8,8,8,7,7,8,7,7,7,5,5,4,4,4,5
0,101,7,9,9,10,9,10,11,12,12,11,12,12,11,9,9,9,10,10,10,10,9,10,10,11,12
0,102,12,12,12,12,12,13,12,12,9,8,8,7,6,6,6,5,6,7,8,8,9,10,10,10,11
0,103,12,12,12,12,12,14,14,13,12,9,8,9,8,7,7,8,8,7,7,8,8,8,9,9,9
0,104,10,9,9,10,10,11,11,10,10,8,8,7,7,6,6,5,5,5,6,6,6,6,7,7,7
0,105,10,9,8,8,8,8,7,8,8,7,6,7,7,7,6,6,6,6,6,5,6,6,6,6,6
0,106,11,11,11,11,10,9,9,10,9,9,9,8,8,8,9,8,9,9,10,10,9,8,9,9,9
0,107,10,10,11,12,11,11,10,10,10,10,11,9,10,11,10,9,9,10,12,12,13,12,13,13,14
0,108,8,6,6,6,6,5,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,6
0,109,9,9,8,9,8,7,7,7,7,7,7,7,6,8,11,10,11,12,12,11,12,11,11,12,12
0,110,10,10,11,11,11,11,10,11,11,10,10,8,9,10,10,10,9,10,10,10,10,10,9,8,7
0,111,7,7,7,8,8,8,7,8,7,7,7,7,8,8,8,6,5,6,6,6,6,7,7,7,7
0,112,7,7,6,5,6,6,6,5,7,8,8,8,8,9,9,10,10,9,9,10,8,7,8,9,9
0,113,11,13,13,14,14,15,18,18,18,18,18,18,17,15,15,15,15,14,10,7,8,8,9,9,9
0,114,9,8,10,9,9,9,10,9,10,9,8,8,9,9,8,9,9,8,7,10,10,11,11,11,11
0,115,9,11,11,12,11,11,12,12,10,12,11,11,11,11,11,11,11,10,9,8,9,8,8,8,8
0,116,6,5,6,7,7,7,8,8,8,8,9,8,7,8,7,7,7,7,6,6,6,6,6,6,7
0,117,9,9,9,10,10,10,11,11,12,11,10,10,10,10,11,8,9,9,9,8,8,8,10,13,13
0,118,10,9,8,8,9,9,6,8,9,9,10,11,12,13,14,15,19,20,21,22,22,22,21,20,20
0,119,6,5,5,6,6,6,6,5,5,6,6,6,5,6,6,5,5,6,6,6,6,6,6,7,7
0,120,7,6,6,6,4,4,5,5,5,5,5,6,5,7,6,6,7,8,8,8,8,7,8,8,8
0,121,8,7,8,7,8,8,8,8,8,8,8,6,7,7,7,7,6,6,5,6,7,6,8,9,8
0,122,11,11,10,9,9,9,10,9,10,9,9,10,8,8,7,8,7,9,8,7,6,6,8,8,9
0,123,10,10,10,10,9,8,8,8,8,9,8,7,7,6,8,8,8,9,8,9,11,11,10,10,8
0,124,13,13,13,12,13,13,15,14,12,10,10,12,11,11,11,12,11,10,9,8,9,9,10,9,10
0,125,5,5,5,7,6,7,7,8,7,7,7,8,11,11,11,10,11,11,11,10,11,10,10,8,6
0,126,8,8,8,8,9,11,11,11,11,11,10,10,9,12,11,11,10,9,8,8,9,8,9,9,9
0,127,13,13,11,12,11,11,11,11,10,9,8,7,7,8,7,8,8,7,8,7,8,8,9,9,8
0,128,8,8,9,9,10,10,11,12,11,11,11,11,11,11,10,11,9,10,9,10,11,12,12,12,11
0,129,10,10,9,9,9,9,9,9,10,9,10,8,8,9,8,8,9,9,8,9,9,9,8,9,9
0,130,8,8,9,9,9,9,9,8,7,7,8,10,9,9,8,8,7,8,7,8,8,8,8,6,7
0,131,8,8,8,8,6,6,5,5,5,5,5,4,4,3,3,3,3,4,4,5,5,5,6,6,7
0,132,8,7,7,7,7,6,5,6,6,6,7,6,7,7,7,7,7,6,7,6,6,5,5,6,5
0,133,14,13,14,14,13,13,10,9,10,10,10,8,8,8,8,8,8,9,10,10,11,12,12,15,15
0,134,16,13,10,9,10,11,10,10,11,11,10,9,9,10,10,11,10,9,10,10,9,10,10,10,11
0,135,10,10,9,7,8,7,9,8,9,8,7,8,8,8,8,9,9,8,7,7,8,9,9,10,9
0,136,8,8,6,6,6,6,6,7,7,7,7,7,6,8,8,8,9,9,8,9,9,9,8,9,9
0,137,7,7,7,8,8,9,8,8,7,7,8,7,8,8,8,8,7,6,6,7,7,7,6,6,6
0,138,8,8,8,8,10,8,8,10,9,9,11,11,11,11,14,12,12,12,13,10,10,11,9,10,10
0,139,6,7,7,7,7,7,8,8,8,9,10,10,10,9,10,10,10,10,10,9,8,9,8,7,7
0,140,10,9,9,8,8,9,7,7,6,6,7,7,6,6,6,6,7,6,6,6,5,6,5,5,6
0,141,6,6,5,5,5,5,6,6,7,6,7,7,6,7,7,7,7,7,6,6,6,6,5,6,6
0,142,8,7,8,8,7,7,7,7,6,6,7,6,7,7,7,7,7,7,9,9,9,10,9,10,9
0,143,11,12,10,10,10,9,10,9,10,10,9,9,8,7,7,7,7,7,7,8,9,8,9,8,9
0,144,8,7,7,6,8,7,8,11,11,10,11,12,12,12,12,12,11,11,12,10,11,12,11,10,10
0,145,10,9,9,8,7,9,8,8,8,9,8,8,8,8,9,9,10,10,10,10,9,8,10,10,9
0,146,11,12,12,12,11,11,11,11,12,11,12,12,11,11,11,10,10,10,10,10,10,10,10,9,9
0,147,8,7,6,7,8,9,9,9,9,9,8,9,9,9,10,9,8,6,6,6,6,6,6,6,6
