,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,2.956099511544772e-05,2.827221692587717e-05,2.707628724654263e-05,2.595366888735461e-05,2.4910925890651835e-05,2.393845577551378e-05,2.3030919493282785e-05,2.2184754782833233e-05,2.139900383573049e-05,2.066968841524775e-05,1.9994240836539946e-05,1.9370329520233534e-05,1.8788799192513275e-05,1.8256133656589136e-05,1.7768883599910287e-05,1.7330396694214158e-05,1.6934047170029205e-05,1.657837862831281e-05,1.626168114592688e-05,1.598293247346469e-05,1.5742761522477895e-05,1.553943578990299e-05,1.536920003976055e-05,1.5230303956823168e-05,1.512572973978612e-05,1.5055488169289523e-05,1.502004394640036e-05,1.5018067811495464e-05,1.5051369031821164e-05
0,2.0,1.0659842728285332e-05,1.034101156131085e-05,1.0062780070576818e-05,9.809287268322938e-06,9.579298977761027e-06,9.371852316514343e-06,9.186219322924229e-06,9.02140826815163e-06,8.877049444021407e-06,8.768926384119085e-06,8.646873843110944e-06,8.560255907364997e-06,8.491710157703423e-06,8.441197212345198e-06,8.407112839441119e-06,8.389284078035857e-06,8.388787871996314e-06,8.423404594870047e-06,8.43822689286848e-06,8.488189863523751e-06,8.555013892743708e-06,8.639647045883514e-06,8.743510121440285e-06,8.864107807996442e-06,9.003436834937174e-06,9.160866960717294e-06,9.338027875022807e-06,9.53583581468703e-06,9.754616777696624e-06
0,3.0,3.856307225009172e-06,3.640745361342196e-06,3.458749389590962e-06,3.292211699012297e-06,3.1399207936175465e-06,3.0015276027412724e-06,2.8780695032441768e-06,2.7611073466029823e-06,2.6573130911080057e-06,2.562738307593126e-06,2.4766187061658935e-06,2.398524818869616e-06,2.3292276660706526e-06,2.26672191270153e-06,2.214665411635515e-06,2.159938711997072e-06,2.1147079279163443e-06,2.0753175576713116e-06,2.0415643934342738e-06,2.0121031616104894e-06,1.987167968653275e-06,1.966633271632934e-06,1.950693770811099e-06,1.93936486048697e-06,1.9325477662873275e-06,1.930304245471261e-06,1.9322781505888686e-06,1.938748422370285e-06,1.949524679102346e-06
0,4.0,1.0053386625639886e-05,9.616146951047667e-06,9.228497211290446e-06,8.86503690014834e-06,8.524660588248404e-06,8.206413477768465e-06,7.908521986806528e-06,7.63027885956342e-06,7.370807366564354e-06,7.129217719978904e-06,6.904178027656055e-06,6.695152956205425e-06,6.501679665853235e-06,6.322820366933022e-06,6.157918376134642e-06,6.006464580180082e-06,5.868057441513184e-06,5.742196270987856e-06,5.628113871694561e-06,5.525619088590581e-06,5.434249700452763e-06,5.353625138930005e-06,5.283767818936116e-06,5.2240703510400894e-06,5.174598897749294e-06,5.135388206946829e-06,5.1062337393467296e-06,5.085827068668548e-06,5.075716327005241e-06
0,5.0,3.229215639617652e-06,2.7129398830027527e-06,2.271694525392494e-06,1.870065765189012e-06,1.5095784698682865e-06,1.1873343098311353e-06,9.031975648607848e-07,6.590032710782817e-07,4.5358377469127544e-07,2.8440751565869615e-07,1.572052439313984e-07,6.730490442976551e-08,1.6024632485924658e-08,7.83029979477001e-09,3.1972609566183784e-08,9.933837727462683e-08,2.0809328302021582e-07,3.6113085642231685e-07,5.518923581379725e-07,7.889462721283551e-07,1.0712582834397128e-06,1.3976955055132853e-06,1.7771119254410656e-06,2.2044766036626777e-06,2.6840341661262533e-06,3.217539575981725e-06,3.806729724845504e-06,4.455922907750577e-06,5.16209877317048e-06
0,6.0,1.9770263637509995e-07,8.960024576368514e-08,3.6053579986450733e-08,7.090149268217239e-09,4.753451800065511e-09,2.887106018775108e-08,8.04230821862947e-08,1.6031553554686948e-07,2.702091242935436e-07,4.10806009373209e-07,5.829168012107797e-07,7.895030596784647e-07,1.028391124742397e-06,1.3039734850089692e-06,1.6170206199562802e-06,1.9687487863954505e-06,2.361744274214249e-06,2.7975190218476582e-06,3.2779136601277677e-06,3.8040897651056307e-06,4.381562420078157e-06,5.008705712891665e-06,5.690579671395428e-06,6.429660012592306e-06,7.2295378365739356e-06,8.09156526464525e-06,9.020459936624294e-06,1.0034175054128929e-05,1.1088225008512686e-05
0,7.0,9.459642486508381e-06,9.130974673244799e-06,8.853077414819182e-06,8.5993510164108e-06,8.36890994287536e-06,8.159109433594976e-06,7.969787603662886e-06,7.799147322758086e-06,7.646586089842891e-06,7.510731513361361e-06,7.39099517502602e-06,7.286665525121123e-06,7.197349808474041e-06,7.122906333476572e-06,7.063039717104454e-06,7.017902869379202e-06,6.987521488290473e-06,6.971983410649408e-06,6.971098213394741e-06,6.984795123309509e-06,7.012658405112416e-06,7.054852561346457e-06,7.111478422158228e-06,7.1829709828560366e-06,7.269416097738223e-06,7.370234730335865e-06,7.486787246437043e-06,7.619717777434106e-06,7.768293071897389e-06
0,8.0,2.1427078220401256e-05,2.0676434001487482e-05,1.999814373432213e-05,1.9377939333103292e-05,1.8817957901606786e-05,1.8310952682702697e-05,1.7855895148237084e-05,1.7450995829618105e-05,1.710333081437391e-05,1.6786948073489766e-05,1.6523919883296737e-05,1.6305907026178395e-05,1.6130802688299925e-05,1.599950217685139e-05,1.5911410717751158e-05,1.5866347513402098e-05,1.5872391802266195e-05,1.5905539026062854e-05,1.5990451052969925e-05,1.6120150617424845e-05,1.6295989944552743e-05,1.6518369736901604e-05,1.678923960879993e-05,1.7110106125169637e-05,1.74831319878537e-05,1.791036044985423e-05,1.8394734300227967e-05,1.8939926789845463e-05,1.9565442459841782e-05
0,9.0,4.169320080893692e-07,2.9779379714545285e-07,2.1515576863646056e-07,1.4407859403795056e-07,8.685500310209278e-08,4.3119677382134776e-08,1.4753555175043234e-08,2.357558529598478e-09,5.800976899518688e-09,2.9581909794658654e-08,7.179442364771102e-08,1.3471103291551138e-07,2.1808765399454908e-07,3.2635377362788465e-07,4.6004637256072624e-07,6.185337103655741e-07,8.090795917552464e-07,1.0176421204010003e-06,1.2617102654956754e-06,1.5370985934209707e-06,1.847640970875627e-06,2.185737368376804e-06,2.559849825009607e-06,2.9711688144434973e-06,3.4221643050469587e-06,3.915192911343258e-06,4.449767571406883e-06,5.030260543133298e-06,5.654455985849589e-06
0,10.0,2.308761120100939e-05,2.1702883681586012e-05,2.0409693615998324e-05,1.9194417596135727e-05,1.8053623153581306e-05,1.6983934814569923e-05,1.597689504676243e-05,1.503334870109894e-05,1.4143471216042304e-05,1.3311341976562408e-05,1.2524809585730871e-05,1.1784903361052769e-05,1.1090985094857124e-05,1.043954372798733e-05,9.826656596711128e-06,9.249756252527024e-06,8.706363419323646e-06,8.194860791081297e-06,7.717103923607703e-06,7.267484429857021e-06,6.842372560498401e-06,6.4417110583803565e-06,6.065456696596644e-06,5.711553086833103e-06,5.379342177283161e-06,5.073133808873497e-06,4.772669580760903e-06,4.496316051174982e-06,4.238661394384973e-06
