,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,1,7,7,6,6,7,8,8,8,8,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4
0,2,20,19,19,17,17,17,17,17,12,14,15,14,14,14,16,21,21,20,19,20,20,17,17,18,18
0,3,9,8,8,8,8,8,8,8,7,8,8,9,9,10,11,10,10,10,8,9,8,8,8,8,7
0,4,5,4,4,3,4,4,4,4,4,4,4,4,4,5,5,6,5,5,6,6,7,6,6,7,6
0,5,8,9,9,8,8,8,7,7,8,8,9,9,9,7,7,8,7,6,7,7,7,7,6,7,7
0,6,9,9,9,9,7,7,7,7,7,7,7,6,5,5,5,6,5,6,7,7,7,7,7,7,8
0,7,8,8,8,8,8,8,8,7,8,10,10,10,10,10,11,10,10,10,10,11,10,10,10,11,11
0,8,9,10,9,9,9,9,10,9,9,8,8,9,9,8,8,8,8,8,8,8,10,10,10,9,9
0,9,8,8,7,7,6,5,5,7,8,8,8,8,8,8,8,9,10,11,11,9,8,8,8,8,8
0,10,8,9,8,9,8,8,7,7,8,8,8,8,8,7,7,6,7,6,7,7,6,6,5,5,5
0,11,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4
0,12,7,7,7,7,7,8,8,9,9,8,8,9,9,10,10,10,9,9,9,8,9,8,9,7,7
0,13,8,8,8,8,8,8,8,8,9,7,7,8,7,7,7,7,8,7,7,7,7,7,8,7,7
0,14,8,8,6,8,8,8,7,7,8,8,8,8,7,8,7,6,5,5,6,6,5,4,6,6,7
0,15,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,7,8,8,8,10,10,10
0,16,12,10,10,11,11,10,10,10,10,11,9,10,12,11,11,10,10,9,10,11,11,10,10,9,8
0,17,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,7,6
0,19,16,17,17,18,16,16,15,16,17,14,13,13,14,13,10,10,11,10,10,11,9,9,8,9,8
0,20,6,7,7,6,7,7,7,7,6,7,7,7,8,6,7,7,7,6,7,7,7,5,5,5,5
0,21,12,10,10,10,9,9,9,9,9,9,10,10,9,10,9,9,9,8,8,8,8,8,8,8,8
0,22,10,10,9,9,10,10,12,12,13,10,9,8,8,8,8,9,9,9,7,7,6,6,6,7,6
0,23,9,9,9,9,9,9,9,8,7,7,6,6,7,6,5,6,6,6,6,5,6,5,5,4,4
0,24,7,7,8,8,8,7,7,7,7,8,7,7,8,7,7,7,6,6,6,6,6,5,6,6,6
0,25,11,12,9,10,10,10,8,9,9,11,9,9,9,9,9,8,10,9,10,9,9,7,7,7,7
0,26,10,10,9,10,9,8,9,8,7,7,8,10,11,12,12,11,12,13,12,13,13,12,12,10,9
0,27,6,6,5,5,6,6,6,6,7,7,7,6,6,6,7,7,6,6,5,5,5,5,5,5,5
0,28,6,6,5,6,5,6,5,6,6,5,6,5,5,6,6,6,6,6,6,5,5,5,5,5,5
0,29,9,8,8,10,10,11,11,11,10,9,9,10,9,10,10,9,8,8,7,7,7,8,8,7,7
0,30,9,8,8,8,7,8,8,8,9,9,9,10,7,8,8,10,10,10,11,11,12,11,11,11,12
0,31,11,10,9,9,9,8,7,9,9,11,10,8,8,9,8,8,8,9,9,8,7,6,7,7,7
0,32,10,8,8,9,8,9,9,8,7,8,7,7,7,7,7,7,8,7,7,8,8,8,9,9,9
0,34,9,7,7,8,10,9,9,9,11,11,11,10,11,11,11,11,9,9,9,8,7,6,7,8,7
0,35,12,12,12,14,15,14,13,13,14,14,15,13,13,13,13,11,10,10,9,10,10,10,10,12,13
0,36,6,8,9,9,9,9,9,9,9,9,8,8,9,7,6,6,6,6,6,6,7,6,6,7,6
0,37,10,11,12,12,12,12,11,11,10,10,11,11,12,11,9,9,9,9,9,11,12,12,12,12,11
0,39,10,9,10,9,9,8,7,8,7,8,7,7,8,7,7,8,8,8,8,9,9,8,9,9,9
0,40,10,10,10,9,9,10,10,10,10,10,9,9,10,10,11,10,11,10,10,10,10,10,10,10,9
0,41,9,9,9,9,9,9,8,9,10,10,10,10,10,10,11,11,10,10,11,10,10,10,11,11,11
0,42,7,7,8,8,7,7,6,7,6,8,8,9,10,10,10,12,13,12,13,12,13,12,13,12,11
0,43,10,10,10,8,9,8,7,8,8,8,7,6,5,6,6,6,6,6,7,7,7,7,8,8,8
0,44,8,7,7,7,8,7,7,7,7,7,6,7,6,6,7,7,6,7,6,6,6,6,7,7,7
0,46,13,13,13,13,14,12,14,14,14,14,12,13,14,13,13,13,12,13,11,11,10,10,11,10,9
0,47,6,6,7,7,7,7,7,8,7,8,8,8,8,8,7,7,8,8,7,7,7,7,7,8,7
0,48,7,10,11,11,11,11,10,10,10,11,10,9,10,7,6,5,6,6,7,8,8,8,7,7,8
0,49,11,11,11,11,11,10,11,11,11,12,12,12,12,14,15,14,13,13,13,13,12,12,12,12,13
0,52,11,12,12,12,13,13,12,10,11,11,12,12,12,13,13,14,14,14,14,13,14,14,14,12,12
0,54,9,11,11,12,13,13,13,13,13,11,12,12,11,9,9,8,7,7,7,8,7,7,8,8,7
0,55,15,15,15,16,17,16,16,16,16,16,15,16,14,15,13,13,14,13,13,14,14,13,12,12,12
0,56,18,18,16,15,13,12,13,11,12,12,12,12,12,14,15,15,15,16,15,16,15,14,14,13,14
0,57,10,11,13,14,14,14,13,12,12,12,13,13,14,13,12,13,13,12,13,13,14,14,14,13,13
0,58,5,5,5,6,6,6,6,6,7,7,7,6,7,8,9,7,8,8,8,8,7,7,7,7,8
0,59,13,13,13,13,14,14,13,14,12,11,10,10,9,8,9,9,8,10,9,9,9,9,9,9,9
0,60,17,18,17,18,18,18,15,16,15,15,13,13,11,9,10,11,11,10,9,9,10,10,10,10,11
0,61,9,9,10,10,9,11,10,9,10,10,10,10,9,9,9,9,10,10,9,9,9,10,10,12,12
0,62,12,13,12,11,12,12,11,11,11,10,10,11,11,10,11,11,11,12,12,11,11,12,12,11,11
0,63,8,7,10,11,11,12,11,10,9,10,9,8,9,9,7,6,5,5,7,8,7,7,7,7,7
0,64,8,7,7,7,6,7,7,7,7,8,8,7,7,7,7,6,7,7,7,7,7,6,7,7,9
0,65,7,7,7,7,7,7,7,7,7,7,7,8,9,8,9,9,8,8,8,8,9,9,10,10,9
0,66,11,10,10,10,9,10,9,9,7,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6
0,67,9,10,11,14,15,16,15,15,16,18,18,16,16,16,15,14,13,12,12,13,13,10,9,9,10
0,68,9,8,8,8,9,9,10,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8
0,69,10,10,10,9,9,9,9,8,8,8,8,7,8,8,7,8,8,8,7,8,8,7,8,8,7
0,70,7,8,8,8,8,9,8,8,8,8,8,8,8,7,6,6,6,5,5,5,7,7,7,7,7
0,71,9,8,8,8,8,7,7,7,7,7,7,6,7,9,9,9,9,9,9,9,10,9,10,11,10
0,72,18,16,15,21,27,27,26,24,24,23,24,23,21,26,26,20,15,15,14,15,15,16,15,14,14
0,73,8,8,8,7,6,8,7,7,8,7,7,7,8,7,8,8,9,7,8,8,10,10,9,9,10
0,74,9,9,8,8,7,5,5,5,6,5,6,7,7,6,7,7,6,6,6,6,6,6,6,5,5
0,75,9,9,5,7,8,7,7,7,8,7,8,8,7,8,8,7,7,7,7,8,8,8,7,8,8
0,76,7,7,6,7,7,6,6,7,9,9,8,9,10,9,10,10,13,13,14,13,12,12,12,11,10
0,77,5,6,5,5,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6
0,78,5,6,5,6,7,7,7,7,7,7,7,6,6,6,6,5,5,7,7,7,8,8,9,9,10
0,79,9,9,9,9,9,9,9,8,8,7,7,8,7,7,8,8,9,8,7,9,10,10,11,10,10
0,80,10,10,8,7,8,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,8,7,7,7
0,81,14,13,13,12,12,13,13,13,13,14,15,14,14,13,13,13,13,11,11,11,10,9,9,9,8
0,82,10,13,14,14,12,12,12,13,13,13,13,12,13,9,9,9,8,9,9,8,8,8,8,8,7
0,83,7,7,7,7,7,8,7,7,7,6,6,7,6,5,6,6,6,7,7,7,7,7,8,8,8
0,84,9,10,9,10,11,11,12,13,13,12,14,13,14,13,14,14,13,14,14,14,15,13,13,14,13
0,85,14,13,11,11,11,12,11,10,10,10,9,9,9,9,10,9,9,8,8,8,7,7,7,7,7
0,86,8,8,7,6,6,6,4,5,4,3,3,4,4,5,5,6,6,7,7,7,7,8,8,8,8
0,87,6,7,6,6,7,6,7,7,6,6,6,6,8,7,7,7,8,8,8,12,11,12,12,13,12
0,88,9,8,9,9,9,9,8,8,8,8,7,7,8,9,8,9,8,9,11,11,11,11,12,11,9
0,89,14,14,14,15,15,15,13,12,12,12,12,10,9,8,8,7,7,8,9,9,9,9,9,9,10
0,90,8,8,13,14,13,14,14,13,13,16,16,15,17,16,12,11,12,12,12,12,13,10,10,11,9
0,91,8,8,7,8,7,7,6,7,7,6,6,6,5,6,6,6,6,6,7,6,6,7,7,7,6
