,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,0.6948399365315823,0.6983280129944597,0.6599066760264091,0.6537354772909669,0.658452904231985,0.6537058695709815,0.6815011099519733,0.7038151510563697,0.6979344822042641,0.7066722513321415,0.730480158836931,0.7184845852580717,0.717048944358479,0.7360714778328433,0.7482242873932348,0.7228444070737166,0.699645914452993,0.7027672106058638,0.7015066944054337,0.7077552426682104,0.7248675576806324,0.7186680411526665,0.6982386743918069,0.7010923745900597,0.7050303312566748,0.7000745923934067,0.7264372817675326
1,1.0,0.30639784594747316,0.31088224788879687,0.31552973887272673,0.3262045730772446,0.32668492660175114,0.33012362396093475,0.34047083600533,0.3436653934882848,0.3310260181731511,0.344424900833688,0.35773977196390344,0.36400246327792835,0.36501001537107763,0.36945196798572566,0.35744013700626553,0.34639749705405376,0.3489292386895362,0.3418174820608697,0.3321502664560574,0.33261146071883163,0.33436574611609343,0.31517936687314585,0.31094662546899643,0.3129381964555809,0.3204911306804686,0.3087653813371852,0.3104252271556814
2,2.0,0.28901896451847375,0.2994401616598437,0.27629821348344086,0.27525793509993024,0.28720620214005005,0.2977796160277801,0.29143376815024297,0.28338029851955326,0.2983657993909574,0.2832671125546476,0.2879650806343332,0.28571127344285463,0.2948460434784286,0.3034276331784191,0.3038478586152135,0.3027299432574354,0.292899559975468,0.29470932195867083,0.2955711801332549,0.3022876265587611,0.29571193329215506,0.29483914570180925,0.29223782543004295,0.3021965588703825,0.285844740928845,0.2776655893061218,0.2882820430349275
3,3.0,0.2843720949270847,0.28947755821329957,0.29005717778965306,0.3003559840972586,0.3119279213224228,0.3027278552508925,0.3035076018015915,0.3050280924828992,0.30693671887551766,0.3002123447397657,0.29916223058603625,0.2885790389927466,0.29606840312197513,0.30663127151095426,0.2971601531567823,0.2874769411131938,0.29194867682143527,0.30143819736756894,0.30811914750171415,0.3105872212464782,0.31984915672923503,0.32555325530002144,0.32585630898807333,0.33256222247533945,0.32718496477041414,0.31884910589686644,0.3194155653074343
4,4.0,0.6687534979076664,0.6689575693531167,0.6392435020692755,0.6227238121776516,0.6030199734448519,0.6310726167748327,0.6049214360133793,0.6196758167098436,0.643214523932941,0.6766828646055069,0.6820475779586886,0.7227785524057275,0.7042789165803576,0.7275038752328874,0.7578303766302661,0.7759776186168529,0.7959819069693158,0.7938893697479983,0.7831820824510901,0.7792746536325259,0.7810904782604827,0.796069445167513,0.8009558046413725,0.7653447128068057,0.7870572174048981,0.7842372039074317,0.7668613194094749
5,5.0,0.26382459500614164,0.29182562919064414,0.2996479174117334,0.27534183623093894,0.2772159793222248,0.2687974281466171,0.2786253619252359,0.27714829103706656,0.2748511989855931,0.26788928587108074,0.2838629815753789,0.2715423099470216,0.2712004913370661,0.26195137526514606,0.2640962107619702,0.2666209528956619,0.271441464222045,0.2700640347334467,0.25707155088022327,0.2575029564069827,0.25825327377309776,0.2679206923177149,0.26051521982806886,0.2701442977784461,0.26976587187482054,0.2627300473426931,0.2522357364143101
6,6.0,0.4433463749838978,0.4502982375660684,0.4489609968695284,0.41686349188665356,0.4099119968610393,0.39674257239865407,0.38440408807325616,0.4004788646994789,0.3915501203831926,0.3976563263490258,0.4075161084602644,0.42180103335597013,0.4233460085490069,0.4305317750033224,0.4547091747689007,0.4380669867610088,0.4338887928916463,0.43861670533371866,0.42343703339691946,0.42129852592927214,0.4162765809674038,0.4120329959824233,0.4007747091440127,0.4037735416205681,0.39785205331962054,0.38355213007250905,0.3673394431051323
7,7.0,0.7855608673864428,0.8005969593816266,0.8459233855543198,0.8707068367530164,0.8605354831931796,0.8955616153436328,0.8407718153619236,0.8139753715288282,0.8124647898400191,0.8011347180196229,0.7602316788743316,0.6813105657806062,0.6495183987167715,0.6787269817908284,0.6298151488868053,0.5972755094921093,0.6120213278420092,0.5435468085836411,0.5654198824753189,0.5757997059272632,0.5895887229197294,0.6057473542995834,0.6077249766728525,0.6107164771636161,0.6205873040035225,0.6003714934529815,0.6008303089263171
8,8.0,0.9795750733459329,1.0652187433210072,1.0777234430929894,1.0884187776676535,1.0700345467814458,1.0746281905726496,1.0817168141219975,1.1301650573638382,1.1586359650110538,1.1965332808539646,1.2475102747287155,1.2338745810651734,1.274193633429026,1.3025111952738888,1.3422863948169503,1.3597483721358568,1.4076966420781087,1.4142457602148715,1.41783016204738,1.416667297602046,1.4158638510099821,1.4163219205127058,1.4253450623542219,1.4613778554458954,1.4336806946333096,1.3743485874610482,1.333890552647977
9,9.0,0.5563708284128915,0.59199500818182,0.6049480661828953,0.5747333994286019,0.5757441040823614,0.5695512460206272,0.5538229788077677,0.5147701384801963,0.4626959310010714,0.45361807027127965,0.45124231163360523,0.4567033934330821,0.46489746311468816,0.4481502911220091,0.4281023119952271,0.43062445752712536,0.4507300932788985,0.46458322933697294,0.47636882229967764,0.48323507168773117,0.5163278233317037,0.5438742740916566,0.5442148071906817,0.5386542473406132,0.5707085935102251,0.5699048330407033,0.5611476072471505
