,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,14,56,59,59,58,58,57,58,55,53,53,51,54,54,57,59,61,61,61,60,63,65,63
1,21,40,40,42,41,45,45,41,42,53,58,57,61,62,71,78,86,85,93,101,103,96,92
2,23,50,58,60,62,62,66,66,71,71,71,71,70,73,68,71,69,69,69,67,64,60,60
3,25,35,43,42,43,45,44,53,55,56,52,52,50,54,49,57,56,56,57,55,62,61,59
4,34,39,40,39,39,43,40,41,44,40,42,41,38,38,41,45,45,45,50,54,54,55,51
5,39,40,40,40,40,42,38,40,38,38,37,39,39,36,37,39,38,39,41,44,41,43,42
6,43,44,47,50,48,52,53,52,53,54,56,57,59,65,67,68,68,66,68,70,70,69,66
7,46,32,34,36,37,40,42,47,48,48,50,53,56,53,55,56,54,52,55,51,51,51,47
8,51,43,48,53,55,54,50,49,46,45,42,40,42,43,42,41,40,44,45,47,48,51,53
9,57,34,38,40,35,35,40,40,41,42,43,47,50,53,51,55,62,69,71,68,71,69,66
10,71,34,37,36,38,38,40,39,33,28,26,26,29,31,30,31,32,33,33,35,40,46,45
11,72,35,37,37,40,42,41,40,41,41,43,45,45,47,47,50,48,47,48,49,50,47,44
12,77,36,37,39,39,41,40,43,43,44,46,47,49,50,52,50,50,51,53,52,54,54,53
13,78,37,40,44,44,49,56,60,63,63,62,55,53,58,61,65,62,60,59,54,50,47,48
14,79,32,42,50,55,59,61,66,72,70,73,82,83,91,95,99,102,106,116,120,123,125,119
15,80,64,67,72,69,75,76,78,78,76,74,73,74,74,71,66,65,67,63,64,63,60,54
16,82,54,55,56,56,56,52,57,60,65,71,75,79,78,83,88,86,87,85,79,80,78,76
17,83,33,35,37,38,36,35,36,40,41,35,33,32,33,30,29,32,35,35,31,29,28,31
18,84,50,56,58,56,61,59,57,62,59,63,63,64,65,64,65,60,55,51,53,49,49,48
19,85,44,47,51,52,51,52,54,52,52,52,52,54,56,57,54,60,60,58,57,63,66,63
20,87,43,44,46,47,49,50,45,47,46,47,46,45,46,49,50,51,54,54,55,56,60,58
21,88,34,37,37,36,41,46,48,50,48,52,50,48,52,54,59,66,69,66,69,69,67,62
22,89,36,38,45,48,48,47,50,50,51,51,54,57,60,63,63,61,61,58,55,57,62,58
23,91,40,48,52,50,50,51,59,61,59,59,60,60,61,56,52,56,58,55,49,46,49,45
24,92,31,34,36,39,38,39,41,43,42,44,45,48,48,47,47,45,46,46,44,43,45,43
25,93,43,47,51,56,56,53,48,50,58,59,61,65,68,69,71,67,65,66,73,74,72,72
