,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,10.0,0.6770067875516352,0.6898980771498915,0.6620234059291092,0.6367704899719683,0.6258184978678825,0.5884335329890601,0.5778338331066412,0.590670239549667,0.6128707785572352,0.6302709196736678,0.6379064155564824,0.6342910694602982,0.618969245471259,0.5982122522341123,0.6209589034337026,0.6362273496347499,0.6375584401482928,0.6939829826365239,0.6908198187566928,0.6979370538812194,0.7152375041590505,0.7292701742480893
1,12.0,0.33315387387950396,0.32286626501087257,0.3158884510766516,0.31145129898108614,0.31845323641162193,0.316597148824705,0.3223944868298231,0.32432953181210816,0.3226457237653659,0.31991460803220345,0.30585566427564476,0.30193532609603496,0.2942925673771641,0.3101396180139994,0.3149539703974168,0.32808243438931933,0.34955427119372423,0.3555387238223889,0.35634406828126597,0.3821941994880086,0.38970395722508194,0.41809236306220215
2,15.0,0.3113761505773373,0.3184339608780014,0.32895375913020647,0.32201240609435533,0.32276867613223864,0.3363156472193015,0.3368479506542192,0.32680731894504733,0.33038213326027627,0.3397393064367821,0.32795147865416957,0.33173005887999596,0.31729418514144936,0.3146125989487393,0.3136577998579029,0.33444201947889973,0.3306590857543074,0.335087058062383,0.3531281199923482,0.3605162384963631,0.3475776108160838,0.3322014539404203
3,16.0,0.31101873208216835,0.3159769422977231,0.30023572595361897,0.28698890595993465,0.3003836951320432,0.30392703378979613,0.3155294204356482,0.3148576938380813,0.31612402876412965,0.3163723159381781,0.33581953053267005,0.34410919352261043,0.3436850454960146,0.35205304923107195,0.3585491690885866,0.36913352285716006,0.3747131356017332,0.3786035076327502,0.3708335876716372,0.38854104588257465,0.4004972766708808,0.42141450695485355
4,18.0,0.6546517625073104,0.6402987843120406,0.6104484539958962,0.5693711604748493,0.5707847431000899,0.5618628049459807,0.5463628464718554,0.573674311767114,0.5575449246252172,0.551377766048669,0.5429654149335829,0.5136254444964073,0.4817003610906105,0.4726645229579232,0.4693534824347227,0.4964932574302609,0.47743911212498763,0.4855913595098282,0.5000997498834956,0.45022092801072416,0.45347907602485915,0.46462495499222206
5,22.0,0.2554965989407037,0.2592262295794283,0.24947564629533747,0.24846683040655534,0.24804301220401434,0.2456621434431924,0.2448372039828748,0.246336790255386,0.2445685218631934,0.2492781297738383,0.2452246880244397,0.23049932544178106,0.2223636651389683,0.21524292937786266,0.22630675857485721,0.2238782121506689,0.2222575045722387,0.23220575911451458,0.22426956621099825,0.22127957426685793,0.22650597492713118,0.22723383856362264
6,26.0,0.5117275912824684,0.5170299755343857,0.526463482141247,0.5291380144371072,0.5345277348194429,0.5467734318275475,0.54338647941995,0.5558699482129533,0.5241116081735722,0.5127034193409896,0.47685958821145263,0.46725452594363936,0.4661632024468845,0.44403462869663296,0.4451451191101863,0.45097983541360265,0.4421807845206204,0.45239065770735865,0.4568292459114038,0.4609005474324766,0.4610988995352828,0.4678936301073073
7,27.0,0.4780545485516298,0.5123073807316568,0.5317646374678038,0.5579505202801964,0.5883050183271407,0.6089042202819979,0.6033522533287585,0.5641203797081451,0.5535348623621805,0.5426257781859081,0.5491383331988798,0.5339907015131257,0.5351775569824604,0.5404923705906667,0.5373073871898195,0.5164864990074819,0.5078559034485456,0.48944624771576967,0.48384814182661845,0.5022768931924247,0.5079505005366346,0.4897512204121761
8,29.0,0.6894710431646939,0.7117144752435535,0.7120672207256933,0.685277143920213,0.6963810134229321,0.7368568210723841,0.7759758630846207,0.8011111855007245,0.7996541707070713,0.8020700485111443,0.8140925145153624,0.8346100887259363,0.8363849309390268,0.870799787340241,0.8449380507973862,0.8707615323057378,0.8913736089850469,0.9148750658915883,0.9126558272949961,0.9081854561187817,0.9684891703503605,0.9916804500922668
9,31.0,0.6405586964763419,0.6584055675103354,0.6512989474785366,0.6445576062118351,0.6776193151374652,0.7538743095377737,0.7864500696069439,0.8070746253923171,0.8385732594920822,0.8616631898616826,0.810536622564691,0.7864852375667677,0.7996319981437627,0.7985129859496971,0.7940875025186684,0.7781597457335611,0.7430776051587121,0.6760597681160736,0.6554325763270711,0.6531852281875438,0.634075941473602,0.6429093202846237
10,32.0,0.2512980294090042,0.26491909281002773,0.24114545254838768,0.23539573291494498,0.23662759015196702,0.22527890176690002,0.2180326067376039,0.2260197496589364,0.2225348705934203,0.22374865062800542,0.22610266318330874,0.22830359603644085,0.23288038628637606,0.22952776011113601,0.24672950813860806,0.24563817445417935,0.259424249316326,0.26637064852829256,0.27641598714224136,0.30119879400600147,0.31369164318497783,0.3168107131334236
11,33.0,0.6189766200922262,0.6315429743631207,0.6187808748394867,0.6297244013535472,0.6298647169480989,0.6594376070954858,0.663798051850749,0.6075618515212234,0.5534555365950877,0.5087483833787969,0.48763209558161513,0.4483644665422527,0.4545053330088783,0.4508224978565629,0.4379761476239581,0.4542522029894823,0.4867120317022089,0.5014711283408833,0.553992929004748,0.6151100646106711,0.6343726189386613,0.6755271800200063
12,35.0,0.4056849539191054,0.3887485621180233,0.34170177689265163,0.3229317899494797,0.3205359825461202,0.32777618926409513,0.3502587317772145,0.349096897004737,0.3596746009776119,0.37587242379738894,0.3712533647563325,0.3970424989569413,0.42361129482386606,0.4735231054656993,0.4786807792890427,0.5035626473827493,0.5353063623364659,0.5839311410604626,0.5937204898920154,0.5928976074440664,0.6060954728427448,0.6569290492415237
13,4.0,0.3427389914565997,0.33395195312507037,0.31403804957106757,0.2892867954208647,0.27819374844230915,0.28113075308375196,0.2756122101781773,0.27022071619708443,0.2690451705267159,0.2561200444703801,0.2647244174776081,0.25277789873635237,0.26158021259875225,0.2747307402078796,0.26881836528077063,0.269964306184997,0.25922311672124526,0.2735289079120286,0.27887546525754514,0.2725000737562307,0.29090409996491023,0.3003675361454959
14,42.0,0.37028423710371233,0.37665161208848,0.34663452227225405,0.32019395802464945,0.3039911152977643,0.2996558812426191,0.2916575356782893,0.3017947345813229,0.2864156388011551,0.28051915714076564,0.29106566631921715,0.28974892279187114,0.28666313071240584,0.2848596080939031,0.29367202260930686,0.3120625156774031,0.3266920364880586,0.32312212907944926,0.34709785171075863,0.3662103456470468,0.39550210992948664,0.42222714452863197
15,45.0,0.4022295545784514,0.4270093594819036,0.4158428721942253,0.4092992329337522,0.4437737886682177,0.4762864133890691,0.47257184506860145,0.4723751619394412,0.4975740232403035,0.4898797548674338,0.49495023878593203,0.5038448512418505,0.49570338243051615,0.49007034100848773,0.5179047295390344,0.572182957800062,0.5817258836362623,0.5563095062239173,0.5640662569322303,0.593683643462507,0.5992760848944368,0.6169453796453795
16,47.0,0.5382497936723137,0.5606614856723863,0.5187775410526371,0.5155516722622391,0.4961111721019427,0.501891535349517,0.4991859380104951,0.4936162972555061,0.486402570231209,0.4768201105690511,0.4657940200657634,0.4535290053937053,0.4333794221400384,0.40869765751546855,0.3827511575212523,0.3456196625560846,0.3437843765568858,0.3418023014536804,0.36870266217230496,0.38256879630378154,0.4260711359303813,0.45517387341596477
