,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0,17,19,22,24,24,26,25,23,21,18,15,14,12,10,10,13,12,15,17,18,20,22,22,24,26,27,28,29
1,1,52,53,53,53,52,50,50,48,48,51,49,51,52,51,50,49,50,50,51,52,52,52,48,47,45,44,49,49
2,2,28,29,30,32,36,35,39,38,39,40,39,38,38,41,43,42,47,45,45,45,48,49,49,50,48,46,46,43
3,3,50,51,50,51,51,51,50,52,52,49,48,45,47,49,49,49,50,49,48,47,47,48,49,48,49,50,49,48
4,4,18,18,19,19,19,18,18,19,19,21,19,21,22,23,25,25,24,24,23,22,20,21,19,17,18,17,18,17
5,5,52,54,54,54,54,54,53,50,50,48,46,46,46,48,48,48,50,51,51,51,49,49,53,53,51,51,50,48
6,6,33,34,36,37,36,34,35,34,35,33,31,30,30,29,29,30,33,34,35,32,33,35,37,37,36,37,39,37
7,7,36,37,40,43,47,49,46,49,47,50,51,51,50,46,43,42,42,43,43,46,48,48,49,48,51,51,47,46
8,8,8,8,9,9,10,14,15,15,16,20,24,28,32,31,32,30,29,29,30,31,28,26,23,21,19,18,18,16
9,9,18,16,19,18,16,17,16,19,20,20,23,23,25,21,21,23,22,22,18,17,17,17,17,17,20,20,17,18
10,10,24,22,20,21,19,20,22,23,25,25,25,22,26,28,31,34,35,34,33,34,36,35,37,36,38,36,34,35
11,11,18,19,17,16,15,12,11,10,9,9,7,5,4,5,5,5,4,2,2,2,2,2,4,5,4,4,5,6
12,12,11,11,10,13,11,12,11,10,11,12,12,12,12,13,12,14,15,16,17,16,14,15,15,15,13,13,12,10
13,13,29,32,36,37,38,39,38,38,36,38,37,39,37,35,34,35,35,36,36,40,40,42,41,42,41,43,40,38
14,14,28,30,30,31,30,30,29,30,29,30,33,31,32,32,30,32,34,36,36,36,37,37,42,42,42,44,47,47
15,15,52,55,56,56,58,58,58,59,58,57,58,58,62,62,63,64,67,69,67,70,71,73,73,70,72,72,76,72
16,16,17,15,12,9,6,4,4,3,3,3,3,4,6,8,9,11,14,14,18,20,22,22,21,19,17,16,15,13
17,17,8,5,4,4,4,4,3,5,6,8,9,11,14,18,21,22,21,23,23,26,27,30,33,32,33,35,39,41
18,18,35,34,36,38,36,33,33,31,33,35,34,34,36,36,34,35,37,38,40,39,40,42,43,45,46,49,52,51
19,19,19,19,20,19,20,18,18,20,26,23,23,21,19,18,18,16,15,14,12,7,7,8,8,9,10,10,9,8
20,20,12,15,13,16,18,21,23,25,28,30,33,34,35,36,38,37,39,40,42,40,38,36,34,29,29,26,29,25
21,21,61,65,67,71,69,72,72,72,72,69,74,78,78,76,73,74,73,71,72,71,75,76,70,64,63,62,59,59
22,22,30,28,24,24,22,20,18,18,18,18,16,17,18,20,20,21,22,24,24,24,22,23,23,23,23,22,21,22
23,23,30,32,37,39,40,44,46,46,41,41,40,41,38,35,36,37,35,34,33,38,42,43,46,51,53,49,45,41
24,24,50,53,53,55,56,57,56,55,56,56,56,55,55,54,56,52,50,49,51,49,50,51,54,51,52,51,51,53
25,25,55,58,58,61,64,66,69,74,72,74,71,69,68,69,66,64,67,66,64,63,63,69,71,73,70,71,70,65
