,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.0,0.4165908879177137,0.29114422561092806,0.337731950933283,0.2942543623460965,0.29650639552961694,0.3202488123015924,0.29483548721129244,0.3944374127144163,0.23502343637360767,0.27244913825257255,0.2549830604683269,0.22261364903639663,0.23864225250753487,0.240440967340361,0.23520123904401607,0.20851245424286885,0.2674649290401827,0.2549671080979434,0.2369455510242419,0.35949086689136245,0.2156064670194279,0.21615170382640578,0.2601873570883816,0.22541927810419687,0.21865983146496795,0.22445808389986105,0.2118311887437647,0.20743573053408437
1,1.0,0.7657761423425241,0.7611833429472012,0.7685861953280189,0.65118180567568,0.6260966862467202,0.6260495321317152,0.6091578797860578,0.5964786855334585,0.6788923546671868,0.6895492026074366,0.7057203107936816,0.6555020068179477,0.6567714126949961,0.5925434017045932,0.5930898913944309,0.5691083383492448,0.5619663676754995,0.5878880060531876,0.593766654011878,0.5804039906371723,0.5205596732145006,0.4436487805521624,0.4338635669513182,0.4946603179655292,0.45813746018843216,0.4784495668316429,0.6047793030061505,0.6615213842340149
2,2.0,0.4958889155733314,0.5548456145958467,0.6358154287392443,0.6882560741495003,0.5495265363630923,0.5499168383126909,0.5308978877961634,0.5429357515140013,0.5699544226920062,0.5196145466105504,0.49078463993289245,0.5974460025402633,0.4389184401793913,0.41875075081532653,0.4111970874396237,0.40503924922509627,0.38948297480290583,0.36479971632361413,0.4884427787905389,0.3622847271321171,0.3594410642981529,0.32970430871302436,0.47938856238668615,0.3823077781633897,0.37984078282659706,0.35641406937078995,0.3684496040371331,0.40753308611101546
3,3.0,1.5654990998858755,2.452732553265311,2.4165660545907235,2.425539884784005,2.438696736368266,2.419854532588612,2.4237045591527764,2.3763323388316415,2.268690412152897,2.1901573582129044,2.1776510753414846,2.180026324228807,0.5470750559460033,0.4828981425951827,0.4202035287225788,0.4977027993310581,0.5962202711538835,0.544235013899478,0.514712556925687,0.49228777160698717,0.5552503675222397,0.5713290746916424,0.5564499510960146,0.5428894246166402,0.5479206529530611,0.42597271637483075,2.1516383322802457,2.069902574329608
4,4.0,0.27228569886223836,0.20312935772605917,0.21673841447654096,0.47607458017089155,0.2204329492354935,0.23555215241556815,0.2016998345878991,0.2363367495211688,0.2201553474265066,0.23200736296447838,0.2649325594644655,0.2970122629945928,0.2810756570913575,0.2408930883488872,0.28925831517712636,0.19874313294210216,0.23769558857787737,0.29022540551694953,0.27419705553488294,0.27094228122044695,0.22900296314196153,0.2163447265259244,0.2793123277242888,0.25726730712604795,0.30550873692740094,0.28671309598298234,0.3829693715003404,0.3227038433660463
5,5.0,0.23661395241929722,0.21303831159391184,0.25802854651754553,0.2220610362562266,0.22870851631530303,0.22295520078729497,0.2176510367881168,0.22022956342182376,0.18960781395435333,0.16187968944961373,0.23048543166369198,0.265928708829663,0.23990619034421712,0.20767662748694418,0.20879374205304138,0.22972192263061347,0.22902055907655844,0.22501034448769958,0.21463757243684745,0.2522747617553581,0.2518936598842794,0.2909058649262244,0.2992938856170936,0.2998202087696303,0.2928464247421785,0.2972286487675526,0.3047136825255372,0.32655735072905356
6,6.0,5.185679044506767,0.6508992902257226,0.6232685474509543,0.6496016799048945,0.6298898845911025,0.5864997928792779,0.15688023757485842,0.2230147176845507,0.1929145561023192,0.2726097681305625,0.22110343626277013,0.2557113662192767,0.29171259064566,0.23661752402443778,0.26868712482127277,0.2828470190140334,0.31611047417602756,0.30054455224255266,0.27799888490275904,0.20320116379721598,0.2173882125622847,0.3221756065433675,0.22950614914298056,0.20989491692320866,0.705111362310973,0.662483947114511,3.578367772969332,3.861958246186094
7,7.0,0.5643033763224428,0.5124323252927172,0.5019663455472752,0.5160979089411822,0.5473035298965194,0.5054341825571927,0.42959785410626367,0.49902435784990135,0.4629174184900793,0.46175090040672906,0.45798796469515013,0.46373171616684306,0.4687481228431517,0.45580319660631086,0.46311661333523013,0.5031945761631835,0.4867744382809509,0.5185052092441104,0.489100002057173,0.3974164871498942,0.38433168681169094,0.3743444997139952,0.35425711280920286,0.29323206755586645,0.3738661366430196,0.3426589418541301,0.48033141249960115,0.421782850524217
8,8.0,1.8203979484059594,1.311307635090568,0.6881167096170512,0.5399094649336555,0.52477022301067,0.8901917018673637,1.1864102347330614,1.2137556080113758,1.8800257361748,1.8633115322752432,1.923539465259422,1.9402556855570186,1.9445523466576229,1.9431686534122987,1.9501186015931045,1.936592915383252,1.8286127491430804,1.8015153695236552,1.3094879169355738,0.7461389093236489,0.605748886005445,0.4314064624634656,0.44091266522353345,0.5310511586340991,1.7372352573004635,1.7131835852156985,1.962516340613365,1.920241209674908
9,9.0,0.2571184764192863,0.33754044513810766,0.29474377151240005,0.31766867183826186,0.3143738391047174,0.30641144480217586,0.3223935632881793,0.3164188585836779,0.32391570318828933,0.317354492707686,0.311761853556064,0.2910533727570013,0.27073989236219365,0.3120614166964184,0.27323126850480384,0.28984908657995134,0.26513266265392305,0.2692638731476935,0.2759837322614409,0.2592773608524691,0.28778641728514975,0.3145039492032744,0.28742639673027126,0.294904647428881,0.2530879406427795,0.2321390145542947,0.2670110533860597,0.24357870476687685
