,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,0.0,38.28663822623588,33.469631253066055,81.3805128933695,33.77605539147843,71.6737522428077,102.18675713287575,33.101862988861114,32.09686830866651,69.55895169706075,35.62875875896079,21.826999575016288,104.20839616129055,39.00611391919122,35.88340908580242,88.5405476119759,62.16201365809336,31.012945956509977,43.70754175596251,26.761735298565302,28.8927958286084,26.947978558457717,29.680054925443763,38.07775588132455,48.439167428605444,47.12919785358733,42.47979912068009,98.28529900244492,36.09079459565076,43.04719763805532,44.06739706257868,36.533090023520685,36.0,,,,,28.118217339324044,,,,,,,,,,,,,,,,,,,,
1,1.0,2.8284271247461903,329.81004633980854,256.44521471095567,305.45465367963453,177.16884601983497,381.3869426186481,397.4156514280735,,,320.5869616812262,274.0726657055689,244.80849658457527,317.0092382610594,282.33531619198965,320.9174348644835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,27.29361054295654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,25.157283018817612,23.342855200015464,19.785516588319513,22.145194479936656,33.75333570527329,19.3290038442334,18.143869488066763,17.985749344611126,18.199471948954432,18.201831409686957,17.67484087622856,23.175718414984097,29.39865135944821,22.538855339169288,96.04165762834376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,41.05281151557507,30.281438493595036,41.78290704049584,265.63132345414385,257.63614061769545,31.584255846723767,16.363788831003056,35.02625743178137,31.591596754631546,65.42070660317738,22.46973272847029,15.47279572047041,26.7132925713024,252.69744755339337,214.64016399546475,92.79983579624223,20.243416667335257,35.265578358353245,26.811885293325723,24.66272491027705,39.40309345197285,185.56000681459423,183.65563237850296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.0,33.78520386204588,33.5297613764128,52.30910460180354,35.20416642008916,33.70819520891654,29.92908284595437,35.64056677439347,25.21136456492997,29.595117295627254,29.111716945107574,27.593102586422347,27.21274211345364,35.43303543305315,45.79595878753759,39.73359561743255,37.50333318519835,32.56518429350854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,45.71339284842338,18.873009198071095,25.141527112372643,26.89092693120697,27.93765953892381,24.117854093512328,18.730051116182647,25.26184711259709,23.244196758047572,19.68141317820847,22.00871558369174,26.206282276760103,22.252628770091125,27.029513399145657,28.06941203324166,27.349588662354687,22.31355500233222,33.57755284106512,24.64911656365033,26.026959050234765,18.84454518201177,20.945231025288376,25.31053884498267,34.300429742489825,31.329645173009325,26.946340440918775,36.681241984337355,29.15181935023218,26.090397865105345,44.13796551722791,35.28979828525092,31.46856002854707,45.14265338822672,49.33783763220904,306.7265641987749,,,,,,,,,,,,,,,,,,,,,,
7,7.0,34.3979579654828,32.76821779653229,37.53385303238651,40.11834345385514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.0,225.93804460515275,265.6380160209671,361.59424774185777,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.0,23.46060527778429,31.4767831709004,84.083824557633,46.722909830513586,46.574057769780566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10.0,29.10081000345425,37.55222352305418,34.3487991056456,29.038389593354495,24.751068353010233,26.78569924811608,27.47119703738202,17.497252531578955,69.15966182341707,45.997101357947905,308.9595442772403,23.704057731560994,20.250603855730798,25.792695824491414,51.864291780614934,196.7275127828192,158.2234706567476,26.05123157677323,26.526442918586795,26.11972434770321,25.439804902345216,25.55837962842655,34.848242423399206,305.9150208799823,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.0,42.43136873389284,35.93048844644336,27.054325124395692,31.925694980689144,38.88286155977879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.0,11.012899282990103,29.97509005985446,29.46507213957699,11.648871298612823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13.0,277.38469725323756,295.6912077194394,293.58659865377183,331.18982121197297,338.3971267381202,35.28584573296932,33.713554745605,34.39588526374809,41.8350981664498,28.010023268622465,34.74543542710133,36.23135535846142,319.79014858252714,33.0965952234458,327.65957944183475,28.434720560141493,40.21397314819361,38.63446935344424,38.47688381658907,37.05924655335077,39.13055072446592,38.86573625374225,31.265147272358465,48.25891707159494,331.69624658714486,33.750621884817775,38.70599238042924,39.58480165087518,36.82709999603074,42.03097874905097,43.077097901743144,37.96721525161233,39.54021461029987,152.97730924178637,336.3732262954664,74.07840276421706,44.732776312182374,28.554509276119596,234.93023691346377,26.235199909391092,64.10061535499398,232.27761168241955,220.2766588897083,49.92438727159748,46.99234726797956,32.66923152638565,35.12833614050059,333.9890217756666,39.63095059291361,49.09952786294016,363.2900168785764,34.87617849029559,285.44281388747555,264.3289486670884,280.72259700741625,228.62770735724175,
14,14.0,225.38348272602914,32.18909646191522,22.945382237777952,149.24020905908702,381.25407101651604,,34.78390432369547,39.01219321586772,90.77624430770555,182.7785545407338,58.29346155079889,304.4591674024361,266.1943436127608,300.36244771941784,358.7199464763564,179.7614580998436,116.36723479284593,,22.090722034374522,,,,,28.68991305513335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.0,40.81697338676272,16.230053424013782,27.512767598923613,27.251314580061333,31.122586406264254,19.580408705215813,15.16330854153954,14.680533787609926,17.31769150390404,15.203043449272975,19.858032717634295,10.024688624714083,12.5625706691816,14.329456840136451,16.39632599617486,13.047880709572569,13.232192149863495,15.965872694879254,20.248456731316587,22.134841754848736,19.981386687452108,162.70665181686502,84.75342386678462,28.455479010452198,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16.0,24.262134341205385,13.579396157414365,19.756659165844532,18.577305484643553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.0,14.015864027752427,11.2006493318265,62.90310008258734,212.0,202.22759455623262,252.14810462636174,55.340841118040245,33.01178240837319,10.80466291657175,11.90029500796496,9.156418513807678,7.659416862050705,,9.764575708934322,11.06429413253113,413.58916813669094,12.393546707863734,11.981968434592355,42.079290234825336,13.945927322659074,11.88836966675134,12.211964439503502,63.72133208953895,12.618957771468104,11.855337178159175,156.13669224966523,187.79421361337697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18.0,33.523843772244,33.78862065956451,61.82001525165038,45.55105433164679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19.0,84.59166625619808,61.72494820386025,53.38740848379311,47.98412435875214,49.0157085283859,54.67667200496443,37.78481583509846,46.52532708757737,50.56528932823864,42.25996642100845,41.51541173786797,30.64889620703619,38.81633280344361,40.5927101330033,34.40930106817051,44.288177010922674,56.142675390472796,45.513734190901104,43.389706920727946,49.60846701924985,51.494042020765505,37.96592899832536,43.87683295986887,30.852721289359618,40.99911628598699,37.91270412841002,68.83111997434793,33.24627901725471,45.926571829388706,40.346194177584884,45.336349824226204,28.440972010268723,141.29873790424787,41.80123543128946,,,,,,,,,,,,,,,,,,,,,,,
20,20.0,30.527725578324816,27.51547654094623,29.894500487887232,23.664319132398465,30.454035461036504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21.0,46.5095996235493,20.966796545420312,19.314933773292278,17.636633677026552,25.25866188063018,28.135266487790428,48.175604707039106,35.9526875863384,42.36350630751268,44.86099743551286,36.9939417220973,23.87799677859787,58.03837377277795,36.804502830108014,25.970805890859253,36.40823151478108,46.90099896274816,38.253081517886045,24.250544094697933,38.47076812334269,251.4358765172544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22.0,13.059305285713116,16.24807680927192,13.856406460551018,13.732813402010029,20.498700478602917,14.224392195567912,14.869126036553363,13.381962601835466,17.5824587911605,57.255164362298764,14.349032609974278,18.081939103401783,19.48948434412773,17.593387187442694,17.4928556845359,13.584304668746698,13.543580450847235,17.393833808147487,13.53936060950759,13.888444437333106,59.799665550904216,17.776388834631177,16.922391879955253,15.203238521396075,17.593705167998625,393.7370563780064,189.60108498785397,218.3758228376026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23.0,18.67522543220885,18.50599659873414,21.955967665512542,24.54100384184024,17.28361664280133,35.575272310974654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24.0,26.34809712715934,23.052404068411896,27.712812921102035,32.379506364866536,34.167942224577544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25.0,80.47324811371683,12.24646494358506,36.48004455580682,15.981001378614893,14.355486755941088,14.40899190155396,16.88865496914028,22.40878948434846,18.962567003663324,18.125891569947104,17.16958125721024,16.327724721913786,16.76381940446869,17.900007162296234,25.650457031911653,18.42442562088326,14.837789592793126,18.796677059872863,20.406534901022923,20.437873340117036,19.045898998385884,18.34983427474068,34.38715153187583,16.812693617224657,178.12355262569855,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,
