,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,14.0,0.7330101693218404,0.7968151176517659,0.7475881304930556,0.8076179422438144,0.9049684099175713,0.6700978244570168,0.6495991337028417,0.6773255980827592,0.6463647789575837,0.6803547696633773,0.8154974109747193,0.8577890817414631,0.8319978594779969,0.8194228418171405,0.8070271311835808,0.778534476052631,0.7896423759785566,0.8155692135745829,0.7738852609287609,0.7435035492886196,0.7007063590667464,0.7043108613653617,0.677401704679836,0.7559309440580281,0.674501658976078,0.74538378380239,0.6340010687708855,0.6173063893209804,0.5634812355041504,0.5853052860633894,0.6533541079271923,0.5394837912666358
1,21.0,0.4302886659448797,0.4986249413002621,0.4161669576032595,0.49161592274904253,0.49449811736968424,0.5414347967810251,0.5463244732130657,0.6422300241210244,0.589886338128285,0.6328439598733728,0.6414774096824907,0.6613985955715178,0.6655728969384324,0.6321429617025636,0.6183525369925932,0.7521290333433585,0.7253924211317843,0.6957873265851627,0.6676732064648108,0.6620363293723627,0.6229868330061435,0.6064700043336911,0.5918649098412556,0.6376022292809053,0.6125633632594889,0.5892597115513952,0.5493204596367749,0.5657159148969433,0.5248632693155245,0.5430580939081582,0.5138753557408398,0.4684951567345995
2,23.0,0.5231159893626516,0.45768116956407373,0.5432287050919099,0.4506183041090315,0.43106409792195666,0.48810822069644927,0.47105450068007815,0.48370289260690863,0.42719841645183887,0.432185402106155,0.422369864650748,0.40238758853890677,0.26041925261643795,0.28396640870381484,0.31138270534574986,0.3080573918805881,0.527248812974854,0.3317617692391981,0.4685257572003386,0.30868971652605315,0.33067298016764896,0.3738865765319629,0.3514524650167335,0.3856205913153562,0.3218928766182878,0.29707645567303353,0.3140945311635733,0.2899722104722803,0.3096389066427946,0.43184430199590595,20.237002606825392,19.139706111946396
3,25.0,1.2390912338413975,1.2571347298947249,1.3591631122610786,1.1238527555357325,1.0678485576402057,1.0413342196833004,1.0287011925469747,1.0238878978077661,1.0358608440072699,1.0756214397874744,0.9415671321478757,0.974804216352376,0.9828363540497692,0.8680568375370719,0.9547979398207231,1.0747239585627208,1.0890730937773532,1.0636425229636106,1.017347104711966,1.0306157507679679,0.9489986831830306,0.9824661649086259,0.9996886253356934,1.0432667695663191,1.1033634042198006,0.998242338001728,1.0237862584265796,1.0537718125364997,5.600582486932927,5.671119531718167,5.7565517967397515,5.582612044819868
4,34.0,0.2794463007880205,0.28875466178764,0.25927898253906856,0.2579747798429294,0.26063424892384895,0.2591763629154726,0.29164264608513224,0.2689388306303458,0.2561342691155997,0.23533779929646034,0.27742578397420314,0.28241095312617037,0.27882559671998025,0.3195187892426144,0.3080902745269916,0.2612476832487366,0.282624510337006,0.2981715902347456,0.3520367301323197,0.33244093410162767,0.3136585938405584,0.36176707170565015,0.29833020693199197,0.3089258007366549,0.2973234583708373,0.3416926599192348,0.29239729514176194,0.302634509280324,0.253426336446269,0.28528867729685525,0.24659209788184275,0.21021163707169205
5,39.0,0.3426780452105132,0.36086388806050473,0.3644685145128857,0.4233106779103929,0.4521796497431668,0.4357038557529449,0.4878438232974572,0.6096624331040816,0.5015783095563,0.4872218795798042,0.5010813383216207,0.4952205638316544,0.507458963312886,0.6058054746551946,0.5476146339692852,0.5245146540755575,0.4985275378958745,0.5595728753642603,0.4022087401287122,0.4216896833343939,0.4000262569974769,0.5033661587671799,0.5688414007425309,0.553908484429121,0.5426509350538253,0.5293027968569235,0.5457287396896968,0.5562169191512194,0.543236774883487,0.5530726671218872,0.5621259672397917,0.5013238949247456
6,43.0,1.0517332465811209,0.9395765393972395,0.5787829160012982,0.5153932039710608,0.5187811348925937,0.4981881329959089,0.49866183975880796,0.46604143184694374,0.4742617676542564,0.46490850258957256,0.42669404037296765,0.681648392568935,0.980350987613201,1.3197298483415083,1.3519782773473046,1.3280334973877128,1.323250864039768,1.3456809024919163,1.3329269413243638,1.3480363736098462,1.3758843554691835,1.3387055371295322,1.3919762322848492,2.1106250101869755,1.9467932999134063,1.9325887251983986,1.9024384639479894,1.9058544852516868,1.9039710532535208,1.8791382935914125,1.963223070448095,1.932852788836981
7,46.0,1.2053414951671253,1.2920388200066306,1.3077192656018517,1.0276686952872711,1.1433851526542143,1.0293568810956044,1.0041971426118503,0.9545753156596964,0.9158340582793408,0.8936444400386376,0.9057742702690037,0.8559764054011214,0.9166333160617135,0.8374005943536758,0.9852607147260146,0.9585479749874635,0.9472243682904676,0.9346019032326611,0.9536424273794347,0.9291701406240463,1.0544857902960345,1.0688414481553163,1.047354338114912,0.9021581587466326,0.8426989742300727,0.830096053399823,0.8747803541747006,0.9261179116639223,0.8962102789770473,0.972947327115319,0.9712032580917531,0.7063409597254716
8,51.0,3.4821164380420333,3.539710636166009,3.5388089136643837,3.5782348634167147,4.446457150307569,4.14497600197792,4.081901337883689,3.7726286584680726,3.9393939267505296,3.7071178327907215,3.96694793917916,4.110260070995851,3.705881215767427,3.7855657024817035,3.8976716586134645,4.062997432188554,4.106889026273381,4.077745566584847,4.053429195013913,3.990695252201774,4.051243212006309,2.9267315723679284,2.937017699805173,3.057963003353639,2.4544348987666043,2.3937140077352526,2.4774652930823238,2.661521419340914,2.369595762816342,2.36082585318522,2.09257704551247,1.99509578844454
9,51.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
