,0,1,2,3,4
0,0.0,303.53846153846155,434.46153846153845,421.04347826086956,388.2
1,1.0,648.780487804878,642.9873417721519,657.8947368421053,653.6
2,2.0,666.2716049382716,722.72,713.0526315789474,723.2432432432432
3,3.0,646.258064516129,637.1076923076923,649.9692307692308,635.2727272727273
4,4.0,956.5,965.9285714285714,958.7636363636364,972.5090909090909
5,5.0,670.4444444444445,712.8358208955224,714.9538461538461,709.7971014492754
6,6.0,440.9230769230769,449.864406779661,459.5897435897436,454.017094017094
7,7.0,555.0769230769231,579.1688311688312,593.8823529411765,591.7590361445783
8,8.0,704.972972972973,716.5866666666667,740.9577464788732,748.8333333333334
9,9.0,0.0,,,
10,10.0,720.4444444444445,736.5185185185185,715.2982456140351,698.9830508474577
11,11.0,774.8125,813.0370370370371,779.5223880597015,782.2608695652174
12,12.0,563.5813953488372,598.1408450704225,575.9512195121952,584.1951219512196
13,13.0,544.3298969072165,602.047619047619,589.4831460674158,609.0574712643678
14,14.0,849.0612244897959,406.1666666666667,721.6140350877193,755.04
15,15.0,581.3333333333334,709.560975609756,508.57142857142856,524.3076923076923
16,16.0,368.0,403.86206896551727,730.7796610169491,706.5230769230769
17,17.0,512.0,435.0,572.0,396.3636363636364
18,18.0,412.5,362.2857142857143,254.66666666666666,123.0
19,19.0,657.0909090909091,706.8936170212766,422.8888888888889,659.7714285714286
20,20.0,381.6,376.41379310344826,297.6,544.0
21,21.0,509.6448598130841,529.7647058823529,554.8979591836735,582.6666666666666
22,22.0,649.8181818181819,644.0493827160494,663.5675675675676,688.9577464788732
23,23.0,349.14285714285717,767.5121951219512,408.0,552.0
24,24.0,551.7979797979798,577.1182795698925,558.6666666666666,586.4782608695652
25,25.0,0.0,,,
