,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0,17,18,17,17,16,16,16,18,17,17,18,17,18,18,18,19,19,17,15,15,16,14,15,12,10,11,11,11
1,1,49,51,52,50,53,55,53,52,53,51,48,46,46,49,51,46,45,48,49,48,47,47,50,49,47,46,50,49
2,2,36,40,41,43,42,44,45,44,46,47,48,49,48,50,51,52,53,53,51,51,52,52,52,50,50,49,49,46
3,3,42,44,44,44,46,49,50,51,52,52,53,53,52,53,54,53,50,51,51,50,49,50,48,48,47,47,48,48
4,4,18,17,17,18,18,19,22,21,21,22,23,25,28,29,28,27,27,26,29,30,28,26,25,24,24,25,25,23
5,5,50,50,51,50,51,50,49,50,48,47,47,46,47,48,49,49,51,53,54,56,57,56,58,57,56,56,54,52
6,6,22,21,23,23,23,25,26,27,30,33,34,34,36,36,37,38,39,39,41,40,36,32,36,35,36,39,41,41
7,7,30,32,35,34,34,38,39,36,32,30,30,31,29,29,33,36,34,35,37,38,42,45,47,49,50,48,49,46
8,8,15,16,16,17,18,20,19,16,16,15,14,12,11,13,13,14,12,13,15,17,19,21,23,25,24,25,24,26
9,9,17,17,16,17,19,19,19,19,21,22,23,25,24,24,25,24,26,29,30,28,27,29,29,31,32,31,30,29
10,10,28,29,31,27,23,21,23,24,28,30,32,33,35,36,38,40,39,37,36,36,36,34,36,34,36,37,37,37
11,11,11,11,10,10,9,8,8,7,4,5,5,5,3,2,2,2,3,3,4,4,4,5,6,7,9,10,12,14
12,12,15,15,15,15,15,17,20,19,18,16,16,15,15,14,16,19,19,16,15,16,17,16,16,16,18,17,14,12
13,13,39,41,40,40,40,38,37,37,34,36,34,35,33,33,32,33,33,31,32,32,29,27,28,27,29,31,30,30
14,14,43,45,45,46,45,45,46,43,45,44,47,48,48,49,51,53,53,54,55,51,47,43,41,43,42,44,44,43
15,15,30,32,36,36,36,37,36,38,37,42,44,42,42,44,46,47,48,50,48,51,51,52,54,53,54,55,55,56
16,16,23,23,26,27,28,26,28,25,24,25,23,21,19,16,13,12,12,11,13,13,13,16,20,21,23,26,26,26
17,17,28,30,30,34,31,28,26,26,24,27,26,27,26,26,25,23,28,32,35,38,38,40,42,44,48,50,55,54
18,18,26,26,28,26,27,27,28,28,30,29,31,32,34,34,38,37,38,37,36,37,35,34,35,35,37,34,36,37
19,19,14,14,14,13,11,10,9,12,13,16,17,16,17,18,18,17,17,18,17,17,16,15,13,11,11,10,12,12
20,20,14,12,14,15,18,21,22,23,24,28,29,32,35,35,37,37,38,37,37,33,29,26,23,21,21,18,16,13
21,21,70,74,75,72,74,77,79,80,81,79,79,76,77,80,79,79,77,71,67,70,74,76,80,77,74,77,76,79
22,22,19,18,16,16,18,18,17,17,17,16,17,16,17,17,17,15,15,15,16,16,16,14,13,13,14,14,14,14
23,23,51,51,54,54,55,52,52,53,52,50,46,45,45,47,48,51,55,59,60,61,61,65,65,67,67,67,64,63
24,24,49,52,51,55,53,54,55,57,57,57,58,58,56,58,57,59,58,56,55,54,52,51,51,51,49,49,49,49
25,25,58,60,62,62,64,68,69,73,73,74,78,78,77,78,79,77,74,73,69,70,72,66,66,67,65,64,65,63
