,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,10.0,0.9137592950647264,0.9562759022709302,0.9292068986818413,0.8933506935763381,0.8572780797223377,0.8043617353902139,0.78154180654178,0.7504192815849893,0.7173515387492732,0.7083821344363221,0.6865085917498446,0.661898609917197,0.6149452658904475,0.5767424367356271,0.5797492259763172,0.5801211676995262,0.6197604619821889,0.6615865405942034,0.7093495592438819,0.7720232872539633,0.7914775939806359,0.7897763082177017,0.8045405489940272,0.8256476518630551,0.8711693334523728,0.9049385442342336,0.9020915009418935,0.9104066772970156,0.892583908557332,0.8592177004563389,0.8038219288547943,0.7505517524910711,0.7420334610482011,0.767888400908139,0.7727028366887284
1,12.0,0.3375756846863136,0.36944066342926496,0.37914169195644293,0.38973496650557576,0.38433519086734813,0.4034079724747846,0.4111195249173459,0.39676613564012253,0.39381402190549414,0.38691043512082784,0.4006994364213707,0.40496536493451873,0.3991604330883173,0.35866469186716743,0.3550082083894904,0.32742832975571,0.32708382772534506,0.32809729533208853,0.3407735711450619,0.36164605314575315,0.35931358465760443,0.3465165660055218,0.3380790426536276,0.3452101246935604,0.3520672906839602,0.36411214261765634,0.37205666129862286,0.38229139444546534,0.3993360720751721,0.4014539040454423,0.4065042754351259,0.39835100561544967,0.4214231880924722,0.43281199164925493,0.4385937850412601
2,15.0,0.34897361412320516,0.36256561823338673,0.3801808039612933,0.36741362075367845,0.40001020109651547,0.42279897469490485,0.4264688323464046,0.4517457129837168,0.46022311157605345,0.45039733488883016,0.4582380554723042,0.46905683852556734,0.4805449500654935,0.46327295163633486,0.4266450437387255,0.41408036148294664,0.3752294520700945,0.35278685966433293,0.33788814925300975,0.31483215398451664,0.29737847339083684,0.3103020873985594,0.30970731360252945,0.30048699719961036,0.29965135373417645,0.3157754422129723,0.3279397226005489,0.3511546006538326,0.393865930393791,0.3931208654482314,0.4013714924457304,0.4038191356206946,0.4210098490107537,0.4391269344492939,0.45398440582002525
3,16.0,0.34464502572752265,0.3676914554979107,0.33444805263240523,0.3465016226042456,0.34838967361147977,0.36346177262571516,0.3623701891772122,0.3472769663283814,0.3447329238838817,0.3481921952421521,0.37801008047709644,0.38574699825636766,0.40658674700281167,0.39335167936525295,0.38239053448891364,0.3636391020979006,0.36693946355195284,0.35297270631733046,0.35776537411724446,0.3548789705026244,0.36901040223007625,0.36836171527406003,0.34533322593193294,0.34241588011426394,0.32341189779196916,0.33054756951626746,0.34389785648552257,0.3528277205301068,0.35092398040227957,0.3700054716505238,0.37514077013838565,0.38338055054495845,0.36632088409407176,0.3877733380685447,0.38301486455570566
4,18.0,0.4847902412977511,0.4893097983401183,0.46885747366973357,0.446679743884505,0.43847863457601843,0.4296052928274709,0.4463928963321858,0.4382876628260303,0.4383067014226561,0.42904175729026267,0.43617164032090805,0.39485203332974256,0.3833524482417318,0.39263579824403194,0.3935947089126717,0.4016418328066428,0.421420686395906,0.4325176801871545,0.4380295196087443,0.4505828818185579,0.4520485416972791,0.47822081145219847,0.4730190314392318,0.48693666463364865,0.4913828711204903,0.4755383977961497,0.47585604869213566,0.49427658000064073,0.48834604901395173,0.4811489344403561,0.48277092260497,0.48302938799830586,0.5081148846979437,0.4818757514078293,0.4969368691062732
5,22.0,0.24420301538234745,0.2564066701101508,0.25878848963306456,0.26219873957827444,0.2628095806786658,0.2659516041783512,0.2638229486176445,0.2762577407972211,0.26758007444277365,0.25543432866449456,0.2548681062643514,0.2514203745242438,0.2501051293993599,0.24073462882392443,0.23326132661114107,0.22368770437448854,0.22683542292071338,0.22792540787992668,0.2254313761530973,0.22242654887209312,0.2225248666675508,0.23008460516089865,0.2359585827206748,0.23736951616469582,0.23465383649827765,0.24133417194271514,0.23618260495229257,0.24037258870990377,0.2462067365129487,0.23922866088395608,0.24327596197854232,0.24176108886468378,0.24302390800631596,0.23366091739101785,0.22572490640198292
6,26.0,1.1920271516569065,1.2480453994034073,1.2776868796292435,1.27452788839446,1.2842278261972446,1.3171986877861628,1.3001785412728546,1.3169551453234616,1.3122671952399112,1.3041855017349602,1.266448049022084,1.232924779110127,1.1924368321740857,1.181739757082318,1.1454751598963564,1.1365798833530998,1.1284057335692521,1.1170933337680031,1.1430148181891546,1.1125407120271982,1.1104546523628613,1.1182593814486081,1.1315402667369483,1.1586417039815655,1.1628473868465192,1.162777911417585,1.1942883306760677,1.2202833399046025,1.1936541489231642,1.2258850982225566,1.2394068998789045,1.2711197841518482,1.2897404208280245,1.2927733436857403,1.3111511422100612
7,27.0,0.5110627673065058,0.537942635794775,0.5389144892672627,0.5185679333277083,0.5637710394254377,0.5900373724364748,0.6330225445616166,0.6482378727200175,0.6436123152243926,0.6923103015969653,0.7231294480875294,0.7568198075577593,0.7800326347928519,0.7465175367579463,0.7693567580476183,0.7980903570704129,0.7680114698817341,0.7445300239481709,0.7376782843508142,0.7334976903168917,0.7501856461769755,0.7311298316954483,0.7377678659162183,0.6955314764249206,0.7063661221140208,0.707969487953152,0.6807616367583375,0.6574785049742952,0.6772091158549379,0.7100100587637105,0.6947401089729486,0.7281839759042397,0.7671245745752124,0.7668594799212445,0.7624252437723446
8,29.0,0.7278616715112535,0.7757855893939377,0.7666268636100438,0.7625994108328852,0.7729462720021845,0.7907830407295978,0.7860982399898249,0.7908685816106896,0.794177090689301,0.7878757439752868,0.79307294965248,0.7928934442106608,0.7883335007111625,0.790047525205382,0.7856160030441488,0.7853803606988894,0.7867215798532795,0.7831491303545928,0.780412642936824,0.7765760596584937,0.7837411114124846,0.7939169453729071,0.8153410213275369,0.8510102110865349,0.8799877989780216,0.8519131660973517,0.8577369282406611,0.897175764142251,0.9309524734998916,0.9167315092213822,0.9469217043091306,0.9818037725093087,0.9759615201460637,1.0051550579549873,1.0171931625557242
9,31.0,0.6092130651869262,0.612540362983314,0.6022750148545039,0.5848377992204103,0.5632785235262687,0.5875775810578338,0.6024858655174535,0.6168384948367399,0.637369164374735,0.6513728319162613,0.663759722904875,0.6579628258338872,0.6544532223739307,0.6537559835564823,0.6397355169205048,0.6145828963346899,0.6228050655475754,0.6285976384701414,0.6521318512804892,0.623196319915205,0.6184377295741097,0.6186306533649854,0.6146750314006184,0.6209236895004242,0.6082506963075627,0.5960042157617189,0.5765989347981657,0.5937338918221439,0.5924257072436049,0.5749682990673136,0.5429094216597101,0.5553770562481136,0.5505783833320173,0.571054962658768,0.5668403332202638
