,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0,38,44,44,38,44,48,47,49,50,54,57,60,59,55,59,63,59,61,59,57,55,51,51,52,55,59,59,53
1,1,51,57,57,59,61,62,64,65,66,66,66,64,63,60,61,59,58,60,61,59,58,58,58,57,57,59,59,58
2,2,45,48,51,49,50,51,53,56,57,58,56,58,59,60,60,60,60,59,58,58,60,58,61,60,62,63,64,61
3,3,53,58,61,63,64,64,64,65,67,66,64,64,64,62,62,63,61,61,62,63,64,63,65,66,68,69,70,67
4,4,40,41,43,44,46,47,47,45,43,44,41,40,39,42,45,45,46,49,51,53,53,49,48,48,46,43,42,41
5,5,51,54,56,56,55,54,53,56,58,58,60,60,61,61,62,62,64,65,63,63,62,63,62,61,59,59,58,55
6,6,43,45,49,50,49,50,50,49,49,47,44,41,39,38,38,38,37,37,37,37,37,40,42,44,46,48,49,48
7,7,37,39,41,40,41,38,39,38,41,42,35,34,38,41,37,34,32,33,33,34,35,34,39,43,43,42,46,47
8,8,38,42,42,40,42,39,41,41,41,43,45,43,44,44,47,49,53,55,51,52,51,52,51,53,52,53,53,53
9,9,37,39,42,41,41,41,38,38,32,30,30,29,33,34,36,37,38,43,47,47,49,55,54,51,50,50,50,49
10,10,34,38,42,39,40,45,47,46,45,47,50,52,50,47,46,50,53,52,48,47,46,45,44,40,39,41,41,37
11,11,64,75,79,82,82,82,83,83,82,83,87,87,87,81,79,83,85,84,78,74,81,76,77,83,87,87,88,81
12,12,49,52,55,47,46,42,45,45,46,44,42,40,42,42,41,45,45,49,48,51,47,49,52,54,53,54,54,52
13,13,35,38,40,42,46,47,48,48,48,50,50,53,55,57,56,56,56,58,59,60,63,62,61,55,51,47,46,45
14,14,34,36,40,43,44,47,48,52,55,58,53,53,54,56,58,59,63,60,58,61,68,68,70,71,67,76,75,76
15,15,35,38,40,37,37,37,37,39,40,41,43,45,45,46,47,48,47,45,46,48,50,51,50,48,48,47,46,46
16,16,42,46,50,46,51,51,50,45,43,45,47,46,46,48,52,53,52,54,59,60,61,59,60,61,65,61,56,54
17,17,32,37,40,44,46,49,52,56,57,57,61,60,60,59,60,58,58,58,58,58,58,57,56,56,55,53,51,51
18,18,36,39,43,42,39,41,46,49,50,49,48,48,50,51,50,50,49,49,48,47,45,46,47,46,43,42,42,39
19,19,36,41,46,48,53,59,62,61,65,67,68,68,68,64,61,58,58,57,56,57,56,54,52,51,51,53,52,52
20,20,28,30,31,37,40,45,50,54,57,59,59,60,63,68,71,68,67,64,64,64,63,58,55,53,53,51,52,51
21,21,34,36,36,33,31,26,24,21,21,24,27,30,29,30,33,37,40,42,44,50,55,56,53,55,56,56,54,54
22,22,6,6,6,7,6,11,17,27,37,41,41,43,39,39,39,38,38,33,27,17,7,3,3,1,1,1,1,1
23,23,57,60,65,66,67,69,69,63,61,57,53,53,48,48,45,44,46,47,46,47,42,42,41,42,45,46,48,48
24,24,47,52,55,55,56,56,58,58,59,61,63,60,60,59,58,59,61,62,61,63,64,64,63,67,68,68,69,66
25,25,28,31,29,29,33,35,35,34,35,39,41,45,46,48,49,47,43,41,43,40,39,37,35,35,35,36,37,39
