,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0,30,32,33,34,36,40,40.0,43.0,44.0,45.0,45.0,44.0,46.0,48.0,49.0,49.0,48.0,48.0,48.0,50.0,51.0,52.0,53.0,53.0,54.0,56.0,57.0,57.0
1,1,17,16,19,18,19,20,19.0,16.0,18.0,19.0,21.0,20.0,21.0,21.0,20.0,20.0,20.0,20.0,21.0,23.0,25.0,22.0,23.0,23.0,23.0,25.0,25.0,24.0
2,2,28,26,23,20,21,19,19.0,18.0,17.0,15.0,12.0,11.0,13.0,15.0,17.0,17.0,19.0,17.0,17.0,18.0,20.0,23.0,24.0,26.0,30.0,30.0,30.0,28.0
3,3,7,6,7,8,9,12,13.0,13.0,14.0,16.0,16.0,13.0,15.0,18.0,18.0,19.0,18.0,19.0,20.0,20.0,19.0,19.0,22.0,20.0,17.0,19.0,18.0,16.0
4,4,20,21,25,25,28,29,28.0,29.0,28.0,27.0,28.0,29.0,28.0,26.0,27.0,27.0,29.0,31.0,30.0,34.0,36.0,34.0,32.0,31.0,30.0,28.0,27.0,26.0
5,5,26,28,31,29,31,32,35.0,36.0,37.0,35.0,33.0,33.0,34.0,32.0,35.0,34.0,34.0,35.0,37.0,39.0,43.0,45.0,44.0,42.0,42.0,40.0,38.0,39.0
6,6,30,27,24,24,24,23,23.0,23.0,26.0,26.0,26.0,24.0,26.0,28.0,29.0,29.0,29.0,26.0,27.0,25.0,24.0,23.0,27.0,27.0,26.0,25.0,25.0,24.0
7,7,30,30,30,32,31,30,32.0,31.0,31.0,36.0,39.0,38.0,39.0,40.0,39.0,38.0,36.0,34.0,33.0,33.0,29.0,29.0,28.0,27.0,28.0,27.0,26.0,27.0
8,8,19,17,18,20,24,27,30.0,31.0,33.0,34.0,33.0,33.0,35.0,34.0,32.0,30.0,31.0,28.0,28.0,28.0,27.0,29.0,28.0,29.0,32.0,33.0,30.0,27.0
9,9,36,36,37,35,32,32,,,,,,,,,,,,,,,,,,,,,,
10,10,18,19,23,26,28,31,31.0,32.0,31.0,35.0,36.0,37.0,37.0,34.0,31.0,30.0,28.0,28.0,27.0,26.0,26.0,26.0,25.0,24.0,25.0,27.0,27.0,27.0
11,11,12,11,10,12,14,16,17.0,17.0,19.0,17.0,17.0,17.0,20.0,22.0,20.0,21.0,18.0,15.0,15.0,14.0,15.0,14.0,14.0,10.0,9.0,9.0,7.0,7.0
12,12,22,25,26,25,26,27,27.0,27.0,29.0,30.0,28.0,30.0,29.0,30.0,29.0,28.0,27.0,27.0,26.0,23.0,23.0,23.0,21.0,21.0,20.0,20.0,22.0,22.0
13,13,38,39,39,41,42,43,41.0,39.0,42.0,40.0,39.0,41.0,42.0,41.0,37.0,37.0,35.0,35.0,33.0,33.0,34.0,31.0,29.0,29.0,27.0,29.0,29.0,31.0
14,14,26,26,28,28,29,31,31.0,30.0,34.0,35.0,35.0,38.0,38.0,40.0,41.0,42.0,42.0,43.0,43.0,42.0,44.0,45.0,43.0,43.0,40.0,40.0,40.0,40.0
15,15,22,21,22,23,25,23,26.0,26.0,26.0,24.0,24.0,25.0,26.0,26.0,28.0,26.0,28.0,26.0,26.0,25.0,24.0,24.0,24.0,23.0,23.0,22.0,24.0,22.0
16,16,31,31,34,34,34,33,34.0,33.0,34.0,32.0,32.0,33.0,33.0,32.0,32.0,32.0,31.0,29.0,29.0,27.0,28.0,25.0,24.0,24.0,24.0,25.0,25.0,25.0
17,17,39,42,43,43,45,46,47.0,47.0,48.0,46.0,51.0,51.0,50.0,48.0,50.0,48.0,46.0,46.0,47.0,46.0,44.0,41.0,40.0,38.0,38.0,37.0,37.0,36.0
18,18,31,33,34,33,34,32,29.0,26.0,22.0,21.0,24.0,25.0,24.0,24.0,25.0,24.0,25.0,27.0,29.0,30.0,29.0,27.0,25.0,26.0,26.0,24.0,26.0,27.0
19,19,34,33,33,30,27,24,19.0,19.0,19.0,17.0,19.0,19.0,19.0,18.0,20.0,22.0,23.0,23.0,22.0,23.0,25.0,24.0,24.0,25.0,26.0,26.0,24.0,24.0
20,20,28,26,30,31,28,29,32.0,32.0,33.0,33.0,33.0,35.0,36.0,35.0,36.0,36.0,35.0,30.0,29.0,26.0,23.0,23.0,20.0,20.0,19.0,16.0,15.0,13.0
21,21,23,22,24,23,25,25,26.0,26.0,26.0,24.0,24.0,22.0,25.0,25.0,24.0,23.0,22.0,24.0,22.0,22.0,22.0,21.0,22.0,20.0,19.0,20.0,19.0,18.0
22,22,25,24,22,20,19,15,17.0,17.0,15.0,12.0,13.0,10.0,11.0,12.0,12.0,12.0,12.0,10.0,8.0,8.0,8.0,6.0,6.0,5.0,5.0,6.0,8.0,10.0
23,23,16,18,20,21,23,23,24.0,24.0,24.0,24.0,23.0,21.0,19.0,19.0,20.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,23.0,22.0,19.0,16.0,15.0,17.0
24,24,50,50,49,50,51,50,44.0,42.0,41.0,42.0,40.0,40.0,39.0,42.0,40.0,40.0,41.0,41.0,39.0,38.0,36.0,35.0,36.0,38.0,37.0,36.0,35.0,36.0
25,25,23,23,25,24,26,28,28.0,27.0,23.0,19.0,19.0,18.0,17.0,16.0,16.0,16.0,14.0,12.0,12.0,15.0,20.0,21.0,21.0,24.0,24.0,24.0,26.0,28.0
