,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
16,82.0,33.0,39.0,45.0,46.0,48.0,49.0,52.0,52.0,56.0,58.0,57.0,58.0,61.0,61.0,67.0,72.0,73.0,73.0,72.0,75.0,76.0,78.0,76.0,74.0,76.0,79.0,77.0,83.0,86.0,86.0,84.0
17,83.0,27.0,29.0,35.0,32.0,31.0,36.0,41.0,43.0,44.0,48.0,55.0,57.0,58.0,58.0,55.0,59.0,63.0,62.0,63.0,67.0,68.0,69.0,62.0,67.0,71.0,74.0,73.0,78.0,83.0,92.0,94.0
18,84.0,43.0,45.0,47.0,49.0,51.0,47.0,46.0,53.0,53.0,56.0,57.0,58.0,65.0,67.0,72.0,68.0,65.0,65.0,62.0,62.0,62.0,58.0,58.0,57.0,56.0,62.0,62.0,65.0,68.0,71.0,74.0
19,85.0,55.0,61.0,67.0,70.0,81.0,85.0,86.0,88.0,86.0,87.0,86.0,85.0,87.0,89.0,93.0,92.0,93.0,90.0,92.0,91.0,95.0,98.0,102.0,111.0,116.0,114.0,113.0,119.0,114.0,111.0,106.0
20,87.0,42.0,45.0,51.0,50.0,54.0,53.0,57.0,58.0,55.0,56.0,57.0,59.0,59.0,60.0,57.0,58.0,59.0,60.0,60.0,63.0,62.0,62.0,61.0,61.0,59.0,59.0,60.0,58.0,55.0,55.0,53.0
21,88.0,40.0,42.0,47.0,49.0,54.0,57.0,60.0,58.0,64.0,64.0,64.0,64.0,62.0,65.0,67.0,69.0,64.0,66.0,67.0,64.0,63.0,63.0,64.0,63.0,62.0,59.0,54.0,53.0,57.0,57.0,53.0
22,89.0,40.0,40.0,42.0,41.0,43.0,43.0,47.0,43.0,38.0,34.0,32.0,35.0,39.0,41.0,42.0,42.0,43.0,45.0,47.0,52.0,64.0,75.0,81.0,81.0,85.0,89.0,92.0,97.0,101.0,97.0,90.0
23,91.0,41.0,47.0,52.0,52.0,49.0,53.0,59.0,61.0,59.0,54.0,56.0,52.0,53.0,53.0,53.0,54.0,51.0,48.0,41.0,39.0,40.0,40.0,42.0,47.0,49.0,47.0,46.0,47.0,51.0,53.0,54.0
24,92.0,48.0,48.0,52.0,52.0,48.0,42.0,36.0,31.0,29.0,33.0,31.0,36.0,43.0,45.0,48.0,51.0,55.0,57.0,63.0,66.0,62.0,54.0,52.0,51.0,50.0,52.0,51.0,50.0,53.0,54.0,50.0
25,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
