,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,10.0,40.0,43.0,48.0,45.0,51.0,55.0,62.0,67.0,73.0,73.0,78.0,81.0,83.0,83.0,81.0,81.0,72.0,62.0,58.0,60.0,59.0,64.0,60.0,58.0,60.0,69.0,76.0,81.0,91.0,95.0,92.0,84.0
1,12.0,48.0,50.0,49.0,48.0,44.0,45.0,45.0,43.0,45.0,45.0,48.0,50.0,52.0,54.0,56.0,56.0,60.0,61.0,64.0,67.0,67.0,66.0,63.0,62.0,60.0,61.0,62.0,65.0,66.0,67.0,67.0,61.0
2,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,35.0,37.0,44.0,44.0,49.0,50.0,53.0,55.0,55.0,55.0,56.0,52.0,53.0,55.0,54.0,52.0,49.0,45.0,41.0,43.0,40.0,38.0,38.0,42.0,43.0,42.0,42.0,44.0,46.0,49.0,49.0,45.0
5,22.0,48.0,51.0,52.0,50.0,52.0,52.0,54.0,54.0,52.0,52.0,52.0,50.0,50.0,53.0,54.0,55.0,56.0,56.0,57.0,59.0,59.0,59.0,57.0,60.0,58.0,59.0,58.0,58.0,59.0,60.0,60.0,53.0
6,26.0,35.0,38.0,41.0,45.0,45.0,49.0,49.0,52.0,53.0,54.0,53.0,60.0,61.0,65.0,64.0,63.0,63.0,60.0,60.0,60.0,59.0,63.0,65.0,67.0,70.0,67.0,67.0,68.0,69.0,75.0,76.0,71.0
7,27.0,44.0,51.0,56.0,59.0,59.0,58.0,61.0,65.0,63.0,60.0,56.0,59.0,64.0,59.0,57.0,59.0,59.0,57.0,53.0,52.0,56.0,59.0,61.0,60.0,59.0,60.0,61.0,56.0,54.0,57.0,58.0,53.0
8,29.0,34.0,37.0,38.0,40.0,38.0,35.0,34.0,32.0,36.0,41.0,42.0,41.0,44.0,43.0,51.0,55.0,62.0,65.0,63.0,66.0,64.0,64.0,67.0,72.0,73.0,74.0,71.0,68.0,67.0,71.0,78.0,73.0
9,31.0,32.0,35.0,41.0,46.0,53.0,53.0,56.0,56.0,60.0,63.0,63.0,65.0,67.0,73.0,73.0,75.0,75.0,76.0,75.0,74.0,67.0,63.0,75.0,80.0,74.0,67.0,71.0,65.0,61.0,65.0,73.0,72.0
