,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0,15,13,14,15,16,18,18,18,20,21,22,24,26,27,26,26,24,25,25,25,23,24
1,1,38,38,36,35,33,35,38,37,38,38,38,38,38,40,41,43,41,42,45,46,47,43
2,2,40,40,42,42,42,42,45,43,45,44,42,42,42,42,43,43,43,44,45,43,45,45
3,3,40,42,42,44,45,43,44,41,41,40,41,41,39,36,34,33,33,35,38,38,38,36
4,4,17,19,21,19,21,25,24,25,24,26,26,25,24,23,24,24,24,25,25,26,27,29
5,5,45,46,47,47,48,48,46,47,47,46,46,46,46,46,45,46,48,50,49,50,48,46
6,6,32,33,36,37,38,38,35,36,38,34,35,30,29,26,26,24,28,31,30,30,35,34
7,7,42,43,44,43,39,39,39,40,43,45,45,45,45,44,45,49,50,49,51,48,48,48
8,8,11,10,8,10,10,12,10,10,12,13,14,15,14,14,14,13,11,13,12,10,10,9
9,9,22,21,23,26,25,27,27,27,25,24,24,26,27,24,20,17,15,17,15,14,14,13
10,10,25,27,25,23,25,27,28,25,24,24,20,22,21,22,24,20,22,22,22,22,22,23
11,11,23,22,21,19,20,21,20,21,19,17,15,14,13,13,15,13,13,15,12,14,15,14
12,12,18,19,19,19,21,21,18,17,19,20,20,19,17,17,18,14,14,16,16,13,11,10
13,13,33,32,33,35,33,34,33,33,36,36,35,36,37,36,34,39,40,41,44,42,42,40
14,14,46,47,49,51,56,55,51,49,49,47,45,47,50,52,50,49,52,55,58,62,66,68
15,15,38,38,40,39,36,35,34,33,36,34,35,35,35,36,39,42,42,45,46,45,45,44
16,16,14,12,11,10,9,7,6,7,7,9,11,11,13,13,14,14,14,16,15,14,11,9
17,17,102,106,108,107,106,104,102,99,94,89,86,82,77,72,68,64,61,59,59,59,59,56
18,18,31,31,33,37,38,37,37,39,39,38,38,37,35,35,34,32,33,35,31,29,30,29
19,19,23,23,21,19,18,16,15,14,14,13,14,13,11,13,13,15,18,19,21,20,21,19
20,20,17,16,17,16,15,16,15,19,20,17,17,15,18,20,23,25,28,30,28,30,34,35
21,21,69,75,79,80,81,78,72,68,68,64,61,65,62,64,61,59,59,63,64,66,72,73
22,22,17,15,14,15,14,16,18,20,21,22,25,25,28,28,28,31,30,29,28,26,25,20
23,23,34,36,34,32,30,26,26,24,23,21,21,26,25,25,26,25,28,30,34,34,36,35
24,24,59,58,58,60,58,57,55,53,51,53,53,53,55,56,57,57,59,58,59,60,60,58
25,25,46,49,51,52,52,49,48,49,47,46,48,50,49,47,47,46,49,48,52,52,56,54
