,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.011760040423165188,0.012012412228492747,0.011492479852728986,0.010012237320882165,0.008833711438381242,0.008825087378960525,0.010643241867553744,0.009706711844318757,0.009378813275966246,0.00734131966921041,0.007319696649876366,0.006779243614183571,0.00758749953366196,0.006726623615856966,0.006851777219411883,0.0067438216540336,0.006021708273457998,0.006648486894467328,0.006894890785707584,0.006691369908731545,0.006781362970542205,0.006610261737817795,0.006626647025043913,0.005967337393744926,0.005303950905331524,0.005311794158139825,0.007578746362332527,0.009141454038367537,0.009324150314701476,0.008514160676290435,0.00675085138528014,0.0068798655585905755,0.006944560886646614,0.008242880364507755,0.008223692342939721,0.00881188621937582,0.0090003534099103,0.010010703473678662,0.009597218782607516,0.007840193333919061,0.007650605279524477,0.008023218086950744,0.007658835465107077,0.007764270537677828,0.007825491973194288,0.006751164756554906,0.008181925687220861,0.007357513190272797,0.007075434566330525
0,2.0,0.007770041975840218,0.005155383964031724,0.004442208634662178,0.0023498623057811967,0.0022197253327705803,0.0021066466429706097,0.0026912730604395753,0.0027054301527223478,0.00274460837046352,0.0026304280360463415,0.0025369281717379697,0.0025376276309777086,0.0022894075386747335,0.002693028399345557,0.002601412786022818,0.003009403162966442,0.003259519395177699,0.0032591682572804424,0.006323207845439385,0.008087271753520909,0.00787347962644456,0.007769217570872526,0.008304433913263538,0.008848013303112428,0.008958937645646599,0.008504743651077815,0.008542960186411099,0.00821292070675185,0.008098140139814835,0.008152360150498009,0.004369917110043329,0.0025406940628424214,0.0023313758202335067,0.0026931480085890104,0.002222094187023782,0.0028961694214072195,0.0027470697540018674,0.002822320415770384,0.00301186904769394,0.002947167052927936,0.0025699011291843332,0.002614643392460593,0.002487068722083186,0.002576339205031029,0.0027148978324821917,0.0030308514355941764,0.00412425733196,0.003094784911270762,0.0036086985970478825
0,3.0,0.04425436589220919,0.03530336112633675,0.03253670076896977,0.03196356835338487,0.03206806864049998,0.03164305696957271,0.03782556106675805,0.039924314141965775,0.039772304335971176,0.04118562913267195,0.03384832910043763,0.031214239692234,0.033831754280263436,0.0379909509398589,0.04008350780073009,0.04508053772335446,0.04541276243676983,0.043561331139497464,0.03781675686666243,0.03627429675484662,0.030891693084308034,0.026142298448909126,0.02674323754736843,0.026324126257548437,0.0208620806921615,0.015474020557874914,0.013623722491140891,0.010239575012005056,0.011853942482950236,0.012680835861033513,0.011739910306802302,0.010642523877467863,0.011505035447190781,0.011408662165306614,0.011438457700737707,0.011191832651844943,0.011005315962085363,0.012672705007326843,0.014402734195340015,0.012606589848706861,0.010625986574648685,0.011315905323330454,0.011459446695396608,0.013573995661057176,0.014220859903853373,0.014021822105846338,0.014212377383109102,0.014557623202773054,0.018986444519852968
0,4.0,0.030311133835838593,0.018523852934964245,0.014493696415797933,0.013287793341498235,0.011103806815553254,0.010970972416622371,0.009557589385954057,0.006979598861352094,0.006772036339454386,0.007079594831964688,0.007178011802373718,0.007060176608424941,0.006769167389642983,0.006763986303337803,0.00747916488900274,0.007620303675764994,0.007363865451188171,0.007535016572095125,0.005044687566886122,0.0048492326619725586,0.0049209834884125295,0.004436751423138757,0.004517557002738041,0.00476179232544798,0.0048685769650103445,0.005072379491308747,0.004498843301070134,0.0046151697495286975,0.004414699019579403,0.004549772999707388,0.004862114163864248,0.004555926851158889,0.004929734232628899,0.00634980305119222,0.006164275137465005,0.009130588154043535,0.009117971644716649,0.009260840589973847,0.009619353130146549,0.009824849846230214,0.010029305646885341,0.009522926516967853,0.009163358163046288,0.00949828428397339,0.009127422574417588,0.007622638374446018,0.008672186055376414,0.006220634243909522,0.005848022173957581
0,5.0,0.05698178145738401,0.05294256183594421,0.05675910521140536,0.06394264495070716,0.061523712274872466,0.0594976554297883,0.05434175861845106,0.05450609032304112,0.04406895126431265,0.04354733496422975,0.043739077475304415,0.0427206539863149,0.047699459558885646,0.05019023501999449,0.045396116645397284,0.04150299800654599,0.038650002958053084,0.03707714300627175,0.03695824426848823,0.033656881032838315,0.03348077605319067,0.03391246528660459,0.036079519038164344,0.041423927599834244,0.03987945889895589,0.041039107886447275,0.050113191295083286,0.049426424619699816,0.047374849811037886,0.04899120955458105,0.05218332681162475,0.05318121559595411,0.05577004195398614,0.05852860774991052,0.05818170363071014,0.06532624841217946,0.0618859068254666,0.05601081709450153,0.04663111046948613,0.0445434947011046,0.04416803938883528,0.04181667836505336,0.03977431539943349,0.04090018853748632,0.04034868995616022,0.03967766997649528,0.03928554006685972,0.03055061328163261,0.032417142318967154
0,6.0,0.05441155787241982,0.038355481971640244,0.03357655026490941,0.03430403654136456,0.035163651726309184,0.03528075336792099,0.03526850035345403,0.03317228591572778,0.032926399755274574,0.013561914278886169,0.00938580946884108,0.013678800960854665,0.012941199452756924,0.01170322147280427,0.017652609066172182,0.019133803492390553,0.01879211656922162,0.018718673585428343,0.0179164916870014,0.017437683138237927,0.016718828774213074,0.016262409649610798,0.016814901667703677,0.012881386850231883,0.012146207871674895,0.012234364360686126,0.006360291740319842,0.0029481788908335463,0.0023704980699843113,0.0025971645791353264,0.002426663704795635,0.002286045186154491,0.0020323070116816957,0.0022329802197189725,0.0016680811951503352,0.0037229641082482,0.0045324523162181855,0.004438947369873531,0.005583391450189999,0.0061191226868967845,0.005890331890995928,0.005805572316298353,0.0059728102636472154,0.005969935543923051,0.008146883009932882,0.010248876062034189,0.010346016436181583,0.008027158068572847,0.00818151879802038
0,7.0,0.19402304865271502,0.18860517165027366,0.18034888672265068,0.16733332203661389,0.14626504202701987,0.13294279206693002,0.13835401510876236,0.14842986974715303,0.15888300108821368,0.1488932735494021,0.14231946065562207,0.1418904038099164,0.14014283630560842,0.13735918114617665,0.14320264333840624,0.14901286441296552,0.14343625505407703,0.14530575501863185,0.13079344205813007,0.12706690727673375,0.12168744871834145,0.13168935464884451,0.1311354500690809,0.12663860597879767,0.1251625524572325,0.11435569475686583,0.10448238483327525,0.10786464552551683,0.13758797999716796,0.1423344280886519,0.14526103782404026,0.13315865955277056,0.12865183865481683,0.1163579731355378,0.12247945584124194,0.12891544400906604,0.13296116630510846,0.14742103886950897,0.15490378310395214,0.13824899460604345,0.10227396969527625,0.09746905757301841,0.11823141151664292,0.12998088854960105,0.13547742731961793,0.1375891926426007,0.126801585050321,0.11805920121779634,0.10584361186317383
0,8.0,0.008244644248681928,0.005162753333368424,0.004751358670828745,0.004202453033167141,0.004143104015747197,0.004174778122339279,0.004400158402692315,0.004592012918430506,0.0038699609589529765,0.0035657952946359936,0.0036418680163886764,0.003491814772878863,0.003657484924309485,0.004884842768395331,0.004427444765220544,0.004246888351351618,0.004344265134415353,0.004813107404436863,0.004595312451513112,0.0038920703008066405,0.005931719855519975,0.005896472448113028,0.005642049204159707,0.005859548941313052,0.00549691394065256,0.004434197979617579,0.0049012425918251975,0.0049011936565983225,0.007889793330136138,0.008191716797952484,0.008159463246943771,0.008159719569533633,0.006727064082756175,0.007605975291339612,0.00808818094572087,0.009562712176458517,0.010094721917160734,0.010818206080537789,0.010118105495987016,0.011007820781737,0.00793931109761578,0.007011663048862011,0.006983653188843323,0.006988842961855003,0.007128554600069304,0.007865571734999676,0.00845504879794078,0.006763155084419064,0.0062350526804727255
0,9.0,0.02768735170175605,0.023396578458114093,0.02066561062370434,0.018592593585471044,0.021450479330613302,0.0264450308016492,0.029474978358297182,0.030684930937342272,0.03127612982014714,0.03143556492025593,0.03159068880495092,0.030165474522583568,0.030908069722826743,0.03162808207238419,0.030537080466229397,0.02793156150868702,0.02608248816790545,0.022869708688123925,0.019885269365411847,0.02006464021436575,0.01989752078868394,0.019415532916116876,0.023742955204260358,0.024817322004539264,0.027093597293576827,0.029434334338734956,0.03322103579000947,0.03530241817575276,0.04045724288792462,0.04231242132602711,0.04296123914745822,0.042077705150059944,0.041700738601296465,0.04180826523048768,0.038155132315438385,0.03810633487843831,0.03693324526707201,0.037045815949239204,0.03621557190415409,0.03756898023207268,0.033315311242195896,0.03173580270882257,0.04359521904072151,0.04897172098430565,0.0502403796923669,0.05204550847339559,0.05040673920451497,0.04761733612318369,0.04604060655194097
0,10.0,0.026107957553529945,0.020047364438116645,0.013366807649285113,0.006426584706536937,0.004416833152867546,0.004600338750602927,0.0041948699848096275,0.004195034037107949,0.004200889724527698,0.005150476700804895,0.005401935185714872,0.0052983584482987345,0.005751806884035231,0.005883439663674099,0.006328400249552079,0.006183273256967254,0.00623596031213683,0.006442815918385293,0.006008395386381787,0.004842682496342684,0.005052275626209622,0.004854220469163147,0.004629942030412554,0.004864063234567758,0.004019251837155755,0.0039885875967289215,0.004190063581076043,0.0036372502929847427,0.003392941209686573,0.005066166329675848,0.005932483113932235,0.0059282425691951435,0.006484992572230853,0.007165507957599544,0.0077822573305236535,0.007577930097465823,0.007416848279819154,0.007824316784033735,0.007195832607591096,0.008358754195130859,0.009798987013306034,0.008306963945090342,0.011216613080479085,0.011909583050592221,0.011524581457258314,0.010365991691481285,0.009877916878082881,0.009845032268990486,0.009936148736335951
