,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2.0,1.9329483045488107e-05,1.7620074323266248e-05,1.650403853391217e-05,1.5482936241585315e-05,1.450446473463082e-05,1.3610478031536908e-05,1.2786588776108908e-05,1.1998195895135895e-05,1.1267804638562526e-05,1.0589717467217473e-05,9.958067587682953e-06,9.373777259874532e-06,8.81481961861677e-06,8.303757756245766e-06,7.829217456834663e-06,7.374848728753653e-06,6.952614125498346e-06,6.568868422858661e-06,6.204371765459832e-06,5.8623622261402364e-06,5.545839609151243e-06,5.25306538406321e-06,4.975195888690552e-06,5.157156970387832e-06,4.484692243543763e-06,4.262324733753873e-06,4.055666419271193e-06,3.863039984869526e-06,3.6824421558759754e-06,3.521542092212175e-06,3.3548851611232748e-06,3.245586726591309e-06,3.065014255134275e-06,2.9355533025253465e-06,3.460039828375398e-06
0,3.0,2.0387025568186003e-05,1.89021912425227e-05,1.78966467371498e-05,1.6972747131173185e-05,1.6542316784196997e-05,1.5164060104622033e-05,1.4338869805499067e-05,1.3559545238337373e-05,1.2795877263893299e-05,1.218281479593523e-05,1.1407474447334658e-05,1.0758022354356626e-05,1.0144335707650985e-05,9.559001014967991e-06,9.005450592961307e-06,1.098656510495666e-05,7.974274659361264e-06,7.498947830597313e-06,7.040251287550916e-06,6.6112506389271585e-06,6.197586823194813e-06,5.804796621857685e-06,5.4420631846522325e-06,5.085907643263866e-06,4.756112599184892e-06,4.454363371408056e-06,6.585857092512114e-06,3.867489506980895e-06,4.038357590249241e-06,3.3640889745306697e-06,3.120239711099112e-06,2.895070758176251e-06,2.6859896400027134e-06,2.49012602828465e-06,2.3283033277759513e-06
0,5.0,0.00024649072184160985,0.0002317951994704775,0.0002186815197316726,0.00020636660037722985,0.00019483021336393476,0.00018399316219197873,0.00017378291734735963,0.0001642035553887242,0.00015520585221271912,0.00014681490662193746,0.00013881410687601657,0.00013136439037662813,0.00012436838619939064,0.00011794382724495156,0.0001116056408923717,0.0001057837324770105,0.00010030995316989186,9.517521757632377e-05,9.035880479952767e-05,8.58268402581599e-05,8.157635602274197e-05,7.758188431345592e-05,7.38359471935325e-05,7.034340862893787e-05,6.725976975900992e-05,6.395150275296935e-05,6.107370963677274e-05,5.836430894288569e-05,5.583772183925647e-05,5.347414158287438e-05,5.127197731393127e-05,4.9208579920714796e-05,4.7287053712342106e-05,4.549783247379388e-05,4.1334696932334686e-05
0,7.0,3.474352879191571e-06,3.730289733981172e-06,5.167570902300927e-06,5.9862381242782395e-06,7.339746055534053e-06,8.842891326017078e-06,1.0466643459308627e-05,1.2243982444060987e-05,1.4183153542636922e-05,1.6268706798356273e-05,1.849691502845201e-05,2.09110969910805e-05,2.3515794040402973e-05,2.6558225854364598e-05,2.928404952473981e-05,3.240021796807798e-05,3.579369077152664e-05,3.9405551268893394e-05,4.3277502090707267e-05,4.737868981964199e-05,5.1773167843911635e-05,5.6449883920442755e-05,6.14266884228668e-05,6.673520867198805e-05,7.238178637861638e-05,7.839953756854098e-05,8.485910891932843e-05,9.163274127412889e-05,9.890021502566298e-05,0.0001066253925772444,0.00011486258089686961,0.0001236519179171115,0.00013296456721342934,0.00014288080049233996,0.0001383057919788921
0,8.0,0.00141312350915997,0.0013148083920026877,0.001222915344271584,0.0011365950759247064,0.001055584222553703,0.0009795534625614763,0.0009081950064241312,0.0008411053274422309,0.0007780973272472462,0.0007190294960827989,0.0006635867496859976,0.0006115800849317359,0.0005627868486850958,0.0005170576166964604,0.00047427844783441686,0.0004341770090509344,0.0003966481405685598,0.00036147561512667333,0.0003287082421894204,0.00029800749926324173,0.00026936296509746786,0.00024267252189011466,0.00021779374022985284,0.00019469193499617877,0.0001732900376818732,0.00015330220689607977,0.00013487764310379552,0.000117872641816242,0.00010221310430832289,8.784618655202026e-05,7.473314238683112e-05,6.286590874167192e-05,5.202797982639235e-05,4.235460153653957e-05,3.480427173003626e-05
0,11.0,0.00038500800328378486,0.0003515419979272393,0.0003208578251467485,0.00029208167080693325,0.0002654064439291,0.00023992319292277055,0.0002163382190698895,0.00019432942358346076,0.0001737887581385981,0.00015471914187720307,0.00013692517341016674,0.00012044582871821997,0.00010521366862757438,9.117649775183779e-05,7.82436990516566e-05,6.643904875963303e-05,5.5680528524230514e-05,4.597687440336652e-05,3.7210205190811436e-05,2.9465897417359842e-05,2.2637295118494767e-05,1.672371409585969e-05,1.1735039090616488e-05,7.641980191854414e-06,4.431366216837956e-06,2.1174253151957128e-06,6.202870303043703e-07,1.7391248242688108e-08,2.89914448262539e-07,1.4339649723616072e-06,3.4778426489644034e-06,6.370921863271931e-06,1.0191821311724288e-05,1.493381037356667e-05,1.6929191467434274e-05
0,14.0,2.235202185286307e-06,1.785338835718112e-06,1.8153840953994567e-06,1.9521079852405887e-06,1.7110857281460966e-06,1.812865293047701e-06,1.6622514349765447e-06,1.6267353469968885e-06,1.6136034980399845e-06,3.017657121450253e-06,1.5933329052796317e-06,1.5427937826058047e-06,1.5230881536922832e-06,1.5236253165065717e-06,1.4712450403668325e-06,1.4677668568858703e-06,1.5231608355036936e-06,1.479681927709728e-06,1.4556563657391028e-06,1.4099178323573093e-06,1.5781536041938183e-06,1.4074313413606331e-06,1.7672096636803201e-06,1.3863269831848528e-06,1.401458602097884e-06,3.467492710692881e-06,1.375801115768895e-06,1.4024344311887384e-06,1.4480153781790408e-06,1.4827872564760655e-06,1.3926254479739239e-06,1.494867337794687e-06,1.4780550082107246e-06,1.7924680609898401e-06,1.4107725930399602e-06
0,15.0,1.7067241456753708e-05,1.5040297587997452e-05,1.3406554981420935e-05,1.1879067937079721e-05,1.0489749700110701e-05,9.24426133041961e-06,8.08100166622432e-06,7.035961885559178e-06,6.0894666227614345e-06,5.23938008072341e-06,4.474480981917568e-06,3.791463947194076e-06,3.1855441474108635e-06,2.64770291998023e-06,2.1716669850314367e-06,1.7612309279417878e-06,1.4026966626851233e-06,2.0806834985289207e-06,8.373336226317699e-07,6.338621400441656e-07,4.45351114867532e-07,3.1095656634692326e-07,1.9456562692605306e-07,1.1293995667885414e-07,2.903705409987643e-07,1.981917346272118e-08,2.8493759197497427e-09,1.8066998229309784e-09,8.69232781404416e-07,3.369391495062513e-08,6.442957405478236e-08,9.207463289794843e-08,1.2687010538355622e-07,1.6147466991980398e-07,1.7556466999211983e-07
0,16.0,2.8472668238406952e-05,2.6439929611491662e-05,2.479666243673458e-05,2.3320537863668325e-05,2.1889084753784753e-05,2.049197141285939e-05,1.924646522753917e-05,1.7951220303663514e-05,1.681183551776338e-05,1.5730417426998146e-05,1.4673340791817407e-05,1.3789434360410107e-05,1.2771905424293382e-05,1.190252237003649e-05,1.1094924782471317e-05,1.0333714726388761e-05,9.554056020049863e-06,9.051385462631498e-06,8.240775218360902e-06,7.583731728232697e-06,7.017693512367563e-06,6.4899705704448645e-06,6.0221825958217365e-06,5.4289560318568715e-06,4.970100855828419e-06,4.535872140919462e-06,4.143260305435639e-06,3.801029277787343e-06,3.415235313981455e-06,3.0550061594012225e-06,2.7820523825831477e-06,2.4504540018035624e-06,2.1822566024693754e-06,1.9330010915409904e-06,1.6916332310818219e-06
0,18.0,0.00030118807747167955,0.0002854879306694397,0.000270508033970869,0.00025629700755356525,0.00024276713530658534,0.00022993938760290655,0.00021775414552995377,0.00020619650380666906,0.00019521006160663616,0.00018507935841927358,0.0001749033260988789,0.00016551659569231293,0.00015661033583666485,0.00014816133386183692,0.00014014686334309746,0.00013254857588796028,0.0001253473780375309,0.0001185141449908058,0.00011203427968915986,0.00010589971179918675,0.00010027447162373418,9.45757515678454e-05,8.935781373985935e-05,8.439598318718814e-05,7.971381649713743e-05,7.527975455021672e-05,7.107123850557644e-05,6.710605068082987e-05,6.331793928883946e-05,5.976089709042931e-05,5.639618059760465e-05,5.32196149468714e-05,5.0223291787284205e-05,4.739846875649382e-05,4.250935818027985e-05
0,21.0,1.9697091590127665e-05,1.8689571883533978e-05,1.8318341491603668e-05,1.8019295645569954e-05,1.774128290279233e-05,1.7522488723941876e-05,1.73609325840307e-05,1.7236111187810135e-05,1.7171204019940735e-05,1.713056864696067e-05,1.7134923484530548e-05,1.7219763415467122e-05,1.726889349641871e-05,1.7411008624991705e-05,1.7581760770952494e-05,1.780393138763374e-05,1.806501849970777e-05,1.838475926209141e-05,1.8730196345150782e-05,1.9136614478982984e-05,1.958326899585742e-05,2.008034230155785e-05,2.066004005687064e-05,2.123695440011534e-05,2.190459377061431e-05,2.2624185659266304e-05,2.3394947452225887e-05,2.423570015802702e-05,2.513338269039467e-05,2.6147701001744864e-05,2.7140532990581643e-05,2.826902052092228e-05,2.9447022220974228e-05,3.0719898409529464e-05,2.9336871281940105e-05
0,22.0,0.0006980194666507025,0.0006406687873651976,0.0005881721011568972,0.0005390468817693327,0.0004931571225181113,0.0004502056974312982,0.0004102615241886009,0.0003727582139041283,0.0003378987281167023,0.0003054547631612458,0.0002751808888484097,0.00024723029277846605,0.00022092975220364136,0.00019671622683028794,0.00017425018741435273,0.00015354484062988735,0.00013441588889221274,0.00011680113032261043,0.00010099809951245761,8.594125191199067e-05,7.254580681987124e-05,6.043012714140926e-05,4.95239789654569e-05,3.984357203558561e-05,3.1242401132394143e-05,2.3797601437778554e-05,1.7346458842762288e-05,1.1967118946860298e-05,7.6142967074239435e-06,4.313846320824132e-06,1.998344354455418e-06,4.628870574441002e-07,2.5668605718481033e-09,5.056899658462734e-07,1.2956972988297072e-06
0,27.0,0.0005018794378530655,0.0004656064800221877,0.0004323166918318214,0.00040110369456285887,0.00037184273595767414,0.0003443901838876518,0.00031864089053227577,0.0002945141136922101,0.00027192877103207256,0.000250742691273802,0.00023087060847947727,0.00021225677674841656,0.00019488359042224337,0.00017857607679090784,0.00016332691154922436,0.0001491023220368966,0.0001357746310077949,0.0001233503212604195,0.00011184039925324125,0.00010092820684143347,9.084604801812087e-05,8.148093789823762e-05,7.278594711800282e-05,6.471485337528803e-05,5.722712581777383e-05,5.0313036018247796e-05,4.394145527989841e-05,3.809497021623703e-05,3.273291822819128e-05,2.8073696151718296e-05,2.3385876064667805e-05,1.9369609261412544e-05,1.5752570722674762e-05,1.2564747275786979e-05,1.0071882199214883e-05
0,29.0,0.00016651933439471017,0.00015308322539349888,0.00014108378765491941,0.00012985015965446625,0.00011929111052668505,0.00010945456521173656,0.00010028875358769259,9.171778170722108e-05,8.370790429992649e-05,7.621448852025359e-05,6.925169561363984e-05,6.274214141742114e-05,5.668913763149965e-05,5.1048230863560775e-05,4.581241216351976e-05,4.0965786887453856e-05,3.647232285454006e-05,3.2313854918108556e-05,2.8500300231946456e-05,2.4915270047403494e-05,2.1664523323233877e-05,1.870739454174899e-05,1.5944748761151417e-05,1.3463247605627394e-05,1.1227265076213615e-05,9.203100786882444e-06,7.405722471158771e-06,5.81143695348049e-06,4.422440537758494e-06,3.245277193854603e-06,2.2382343229694743e-06,1.4273207812178202e-06,8.019107844519537e-07,3.5597108387754634e-07,1.6907953625290682e-07
0,31.0,7.164186432254108e-05,6.477428416138819e-05,6.0134101579122355e-05,5.5761386561720456e-05,5.1645963718979264e-05,4.776730564843846e-05,4.4127914382201466e-05,4.071550975694918e-05,3.751306212592513e-05,3.4518295859232374e-05,3.1707565554832254e-05,2.926281412938946e-05,2.6597680286957933e-05,2.4300109371638544e-05,2.21297171970918e-05,2.01174799641847e-05,1.8241093171387174e-05,1.6494475946647506e-05,1.4845806448920261e-05,1.3326753504154987e-05,1.1900657213875198e-05,1.058469152038094e-05,9.356585895949137e-06,8.228910058394993e-06,7.173356453898127e-06,6.207331529859446e-06,5.324119003650916e-06,4.524471872935001e-06,3.7791261445634306e-06,3.1325857689413347e-06,2.5415399463935404e-06,1.999545847702387e-06,1.5390941110304285e-06,1.1372809807090298e-06,8.846196315929327e-07
