,0,1
0,1.0,709.6341463414634
1,2.0,731.25
2,3.0,742.1025641025641
3,4.0,708.1904761904761
4,5.0,619.2340425531914
5,6.0,624.1739130434783
6,8.0,749.5897435897435
7,9.0,634.1521739130435
8,10.0,632.6304347826087
9,11.0,556.8679245283018
10,12.0,725.2
11,13.0,608.9166666666666
12,14.0,524.3636363636364
13,15.0,707.829268292683
14,16.0,805.6944444444445
15,17.0,601.5531914893617
16,18.0,610.1333333333333
17,19.0,1104.0384615384614
18,20.0,653.7045454545455
19,21.0,526.9818181818182
20,22.0,731.95
21,23.0,589.6734693877551
22,24.0,640.3333333333334
23,25.0,744.7435897435897
24,26.0,693.8809523809524
25,27.0,707.7073170731708
26,28.0,916.258064516129
27,29.0,753.2307692307693
28,30.0,626.2978723404256
29,31.0,726.15
30,32.0,329.4
31,33.0,704.4878048780488
32,34.0,664.8139534883721
33,35.0,720.85
34,36.0,581.1176470588235
35,37.0,509.0
36,38.0,746.1282051282051
37,39.0,613.0833333333334
38,40.0,629.5531914893617
39,41.0,690.3571428571429
40,42.0,800.6666666666666
41,43.0,564.6346153846154
42,44.0,612.5833333333334
43,45.0,610.6041666666666
44,46.0,492.18333333333334
45,47.0,526.8363636363637
46,48.0,571.7333333333333
47,49.0,669.775
48,50.0,721.15
49,51.0,596.0416666666666
50,52.0,833.2857142857143
51,53.0,771.5263157894736
52,54.0,601.6744186046511
53,55.0,579.3333333333334
54,56.0,591.204081632653
55,57.0,549.7547169811321
56,58.0,540.9444444444445
57,59.0,816.4166666666666
58,60.0,626.5581395348837
59,61.0,566.9807692307693
60,62.0,483.03333333333336
61,63.0,467.57142857142856
62,64.0,542.8679245283018
63,65.0,768.2571428571429
64,66.0,657.1111111111111
65,67.0,714.0
66,68.0,602.3541666666666
67,69.0,608.4375
68,70.0,736.9487179487179
69,71.0,757.3684210526316
70,72.0,754.3421052631579
71,73.0,578.52
72,74.0,614.0208333333334
73,75.0,537.8518518518518
74,76.0,606.8958333333334
75,77.0,642.9782608695652
76,78.0,606.6530612244898
77,79.0,755.8684210526316
78,80.0,711.2439024390244
79,81.0,686.425
80,82.0,693.7142857142857
81,83.0,448.24242424242425
82,84.0,632.5217391304348
83,85.0,489.3333333333333
84,86.0,902.65625
85,87.0,539.8888888888889
86,88.0,659.7045454545455
87,89.0,790.3513513513514
88,90.0,615.0416666666666
89,91.0,590.24
90,92.0,655.8409090909091
91,93.0,1041.75
92,94.0,770.2368421052631
93,95.0,586.52
94,96.0,605.5
95,97.0,569.8627450980392
96,98.0,821.7575757575758
97,99.0,584.48
98,100.0,962.0967741935484
99,101.0,667.3409090909091
100,102.0,650.8888888888889
101,103.0,626.7826086956521
102,104.0,785.6
103,105.0,531.3818181818182
104,106.0,703.7619047619048
105,107.0,725.35
106,108.0,667.175
107,109.0,623.9787234042553
108,110.0,746.8205128205128
109,111.0,641.6
110,112.0,613.6382978723404
111,113.0,731.9
112,114.0,539.6666666666666
113,115.0,630.2127659574468
114,116.0,817.7428571428571
115,117.0,757.2105263157895
116,118.0,640.4347826086956
117,119.0,643.6888888888889
118,120.0,730.05
119,121.0,588.469387755102
120,122.0,545.9245283018868
121,123.0,616.6170212765958
122,124.0,813.9285714285714
123,125.0,627.8695652173913
124,126.0,665.2954545454545
125,127.0,749.9230769230769
126,128.0,671.046511627907
127,129.0,590.8
128,130.0,600.1836734693877
129,131.0,863.8235294117648
130,132.0,661.8421052631579
131,133.0,659.4545454545455
132,134.0,605.265306122449
133,135.0,630.6046511627907
134,136.0,579.18
135,137.0,500.5689655172414
136,138.0,726.4242424242424
137,139.0,577.5098039215686
138,140.0,798.5
139,141.0,777.027027027027
140,142.0,536.6
