,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,0.00013071833760643016,0.00012275324884920374,0.00011517437492534194,0.00010801449558202201,0.00010120514819767178,9.477486244668287e-05,8.868016708932863e-05,8.291718528142347e-05,7.745717535769363e-05,7.230096695813209e-05,6.742095821760444e-05,6.280489530230505e-05,5.845204606020362e-05,5.433020858847904e-05,5.045849353060909e-05,4.678630241668144e-05,4.333352095751344e-05,4.0065507297197444e-05,3.7001302693931396e-05,3.410222703655448e-05,3.1384651030531035e-05,2.8825145104637784e-05,2.6412255125074987e-05,2.4162451775809813e-05,2.2039834570730032e-05,2.0048392479669914e-05,1.818033967237087e-05,1.6442054359955796e-05,1.48146429358298e-05
0,3.0,1.8650386973880574e-06,1.7540103098782445e-06,1.6491929244182424e-06,1.5450823891423128e-06,1.445193096746934e-06,1.345403131830965e-06,1.248168644301259e-06,1.1544173595848736e-06,1.0627505385662588e-06,9.784050742555903e-07,8.972713959775365e-07,8.102449130656808e-07,7.339620270708379e-07,6.601454796275753e-07,5.90813663969745e-07,5.25062737102218e-07,4.640901741561507e-07,4.0618104308605566e-07,3.538894517380488e-07,3.035488227011855e-07,2.572888270407286e-07,2.1415339163832087e-07,1.7564893045168977e-07,1.4089952787417122e-07,1.0993561625479616e-07,8.425258551127472e-08,5.947691409836708e-08,4.048744559806165e-08,2.6447777146161304e-08
0,6.0,0.00010137502501372651,9.401473715105902e-05,8.711899431726993e-05,8.067227209006135e-05,7.456564841704693e-05,6.885884066355454e-05,6.353132926726983e-05,5.852797094360605e-05,5.386170029771991e-05,4.944355441491054e-05,4.5345661859212544e-05,4.1488049197324904e-05,3.789131505033122e-05,3.4540445093239295e-05,3.1407746663770844e-05,2.8465218807764333e-05,2.5720416544441315e-05,2.3166456757095777e-05,2.079495536991453e-05,1.8585524502595963e-05,1.6547548928287627e-05,1.465056246037781e-05,1.2901799802968287e-05,1.1291852638769299e-05,9.815486396656516e-06,8.457406880800896e-06,7.22458917889544e-06,6.107082322172927e-06,5.075452112048599e-06
0,7.0,6.034269366473049e-08,3.250150752025241e-08,1.350914281505447e-09,1.200697832195022e-08,3.242235626201088e-08,6.419106323541857e-08,1.0802129468755138e-07,1.6615840048232414e-07,2.3061815239735978e-07,3.5197221008292385e-07,4.0188119527365934e-07,5.084212347965886e-07,6.295702988089977e-07,7.669744618842793e-07,9.217418949669484e-07,1.1053827280378713e-06,1.2967035619680959e-06,1.4967829692921268e-06,1.7282580327300251e-06,1.982507635799259e-06,2.2570036706634323e-06,2.5571553457444513e-06,2.87913448079818e-06,3.2307425055348617e-06,3.6059618084372585e-06,4.025096350309109e-06,4.4451016757897865e-06,4.910652015471832e-06,5.420471182705183e-06
0,11.0,7.285496751662486e-05,6.813787605459732e-05,6.372964117698786e-05,5.959220552537936e-05,5.5701097665904465e-05,5.206646001448052e-05,4.867151538868947e-05,4.548055798092968e-05,4.2491020090583016e-05,3.9683686933086605e-05,3.705339867130251e-05,3.459021881899944e-05,3.228317678216195e-05,3.0111412959713646e-05,2.809172828033345e-05,2.6167428706750345e-05,2.4372852256106233e-05,2.2697270026537622e-05,2.1117545386281334e-05,1.9639695414668866e-05,1.8258933058944578e-05,1.695854367761215e-05,1.5732097218427578e-05,1.4587399388890384e-05,1.3512604724677516e-05,1.2504025714056787e-05,1.1562496976043714e-05,1.0668276539438714e-05,9.835317326715216e-06
0,14.0,0.0006253240717216419,0.0005813888241172662,0.000540050992711005,0.0005011901927589478,0.0004647810622541138,0.0004306249093224007,0.00039864926248554637,0.00036849536555679137,0.00034027269111177856,0.00031379114774996987,0.00028893461524160497,0.0002657501831416753,0.0002438523439655607,0.00022343147902257287,0.000204285219437036,0.00018639907431473944,0.00016964964035948274,0.0001539652302653284,0.00013936567939997732,0.0001256996639125297,0.00011305993774459805,0.00010117439050690659,9.019335180597505e-05,7.9934823538806e-05,7.052065962867926e-05,6.178426822519777e-05,5.370550630063659e-05,4.631796821508867e-05,3.9520550037408674e-05
0,16.0,2.108348586480458e-06,2.2303569344794216e-06,2.406575824384801e-06,2.573752478595807e-06,2.750897342535966e-06,2.9542249398705834e-06,3.1718398352493255e-06,3.4107202781673605e-06,3.6632579634890296e-06,3.945714414487777e-06,4.239463358770848e-06,4.548171247296204e-06,4.8895706844147375e-06,5.256457589549128e-06,5.650530332260285e-06,6.072139791468395e-06,6.524397475803711e-06,7.009147286303836e-06,7.527461007859838e-06,8.083738993089438e-06,8.673106362688845e-06,9.306446943666974e-06,9.98316246224623e-06,1.0708318693715577e-05,1.1485007466622804e-05,1.231034511200575e-05,1.3196625534993e-05,1.4144467405660383e-05,1.5153810265049919e-05
0,17.0,0.00021777046289082864,0.0002045701010009019,0.0001922066723203429,0.00018060375416650224,0.00016979898307345058,0.00015966303315997075,0.00015019578288752355,0.0001413080696508262,0.0001330078528597124,0.00012523637969368646,0.00011797252551282435,0.00011114351021739255,0.00010474235628404385,9.875531347233392e-05,9.314692050915781e-05,8.791636478361837e-05,8.300817453415119e-05,7.841085125170726e-05,7.40914423402103e-05,7.006673043529855e-05,6.62847842681523e-05,6.275279633124239e-05,5.9436709701244256e-05,5.633303861747878e-05,5.341453471058754e-05,5.0689322364861275e-05,4.8136394324943454e-05,4.573859187746927e-05,4.34957450438444e-05
0,22.0,8.405652739616859e-05,7.527977220238793e-05,6.705996177225583e-05,5.945042212078806e-05,5.243927091848514e-05,4.5918083609113065e-05,3.99467706942517e-05,3.442718180589212e-05,2.9416252170205376e-05,2.484228309335717e-05,2.072678371336084e-05,1.700312766857459e-05,1.36556504396176e-05,1.0717551660372647e-05,8.155719603411715e-06,6.013284954981899e-06,4.110345495902409e-06,2.6105290348346306e-06,1.4498114502380534e-06,6.372263673031049e-07,1.7252340577209708e-07,5.319869860809041e-08,2.2240450463261464e-07,7.822960678835274e-07,1.6715598915522224e-06,2.894908969860089e-06,4.4867126804573885e-06,6.431936217425381e-06,8.817683190311504e-06
0,26.0,0.00015606706952391153,0.00014832692435691846,0.00014108848441490233,0.00013431051702985188,0.0001279479760737951,0.00012201578037761809,0.00011644580965796772,0.0001112420175709679,0.0001063805341046687,0.00010182712242454722,9.756963307870112e-05,9.359528056028589e-05,8.989055562292684e-05,8.643182194119258e-05,8.321455460366176e-05,8.022287180706399e-05,7.744075699941093e-05,7.485767146062043e-05,7.24651539381233e-05,7.02562531334679e-05,6.822060641710405e-05,6.634652189204938e-05,6.462947880048843e-05,6.305110135901828e-05,6.162195242598049e-05,6.032969776606244e-05,5.916754234721969e-05,5.812647183676052e-05,5.720984316996299e-05
