,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1.0,0.00033828429702096723,0.00031740506641588927,0.0002976800032568536,0.000279130010798828,0.000261700476420748,0.00024521737288056935,0.00022977514099275896,0.00021520916701029297,0.0002015117788275032,0.00018859841216346964,0.00017645448991554272,0.00016502205696304674,0.00015429803549636237,0.00014413539995079437,0.00013458170628698028,0.000125618289386998,0.0001171590640228585,0.00010921721616568983,0.00010174513710186824,9.471632410352163e-05,8.808040505845066e-05,8.186383163702651e-05,7.602022196303413e-05,7.050730341669969e-05,6.534161320212486e-05,6.04856696829662e-05,5.59267267330234e-05,5.1627562870197716e-05,4.759655185371195e-05,4.382770468198419e-05,4.027210985146843e-05,3.694702664270322e-05,3.382558451669522e-05,3.0902067966458596e-05,2.8159245888080438e-05,2.5606352948600375e-05,2.3218223078565986e-05,2.098407106007691e-05,1.88945451423767e-05,1.6968018364188436e-05,1.515598323223086e-05,1.3487794545403273e-05,1.1931699061253081e-05,1.0493161461608673e-05,9.165601960036726e-06,7.947001836692928e-06,6.853265803435755e-06,5.800726425179368e-06,4.8761226423322135e-06,4.032049497387019e-06,3.2756134138440436e-06,2.609963116739976e-06,2.0216953354665154e-06
0,2.0,0.0002549567566458143,0.00023558867047554423,0.00021736364459624025,0.00020021130268904066,0.0001840539830587602,0.00016890417243759474,0.00015469005778951352,0.0001413919393804805,0.00012885705712638402,0.00011712496087692712,0.00010614162629404332,9.587672408886794e-05,8.626600669323301e-05,7.728927283707503e-05,6.892388672300118e-05,6.112792971390588e-05,5.3922496338885177e-05,4.7224060444946e-05,4.103839058239826e-05,3.534879372316733e-05,3.015782786485056e-05,2.539782591705065e-05,2.108690729638551e-05,1.7205236832089586e-05,1.3744183994413427e-05,1.069311135615074e-05,8.044184357863722e-06,5.7696044102215215e-06,3.871409554675674e-06,2.3724266841539103e-06,1.2374750628739525e-06,4.7565805044483145e-07,8.786325962953094e-08,5.731244726402672e-08,4.287182294297353e-07,1.1931108900261403e-06,2.3008270150249946e-06,3.821096891417394e-06,5.740225794140451e-06,8.057448067680832e-06,1.0841822569051586e-05,1.4075565529916023e-05,1.7662607394751663e-05,2.1760453665435735e-05,2.6360028576256255e-05,3.144392736636036e-05,3.7065419062646236e-05,4.323427918460185e-05,4.9935075544136175e-05,5.724188917172323e-05,6.515516711305279e-05,7.36797434450714e-05,8.288979698766054e-05
0,3.0,0.000286653921426696,0.00027461478889981446,0.00026335466755814455,0.00025286692492979977,0.0002430941857377172,0.0002340055179061242,0.00022555497798633275,0.00021771011625571965,0.0002104429540538356,0.0002037157193541029,0.00019751285425366878,0.00019180453573707873,0.00018655803991440275,0.0001817462612992503,0.00017737452581669075,0.00017340575129457355,0.00016982184917494592,0.00016661406652527166,0.0001637625907227444,0.00016126263104708505,0.00015910338323477937,0.0001572767569030136,0.00015577300606372185,0.00015459102836658353,0.00015372695755398697,0.00015317371188905882,0.00015292985863431222,0.00015298755809170985,0.00015334900425221913,0.00015401794566242955,0.00015499682492569637,0.00015628888133121475,0.0001578843512416556,0.00015981693213960657,0.00016206942889659064,0.00016466094431616987,0.00016759026273942322,0.00017087496076805583,0.0001745323708195041,0.00017857197628212096,0.00018300624967101885,0.00018783920532916,0.00019311824036194323,0.00019884400530564858,0.00020505977617865824,0.00021177636871461342,0.0002190235180938579,0.00022686516016103486,0.00023521619153544945,0.00024426748326112594,0.00025393690348689436,0.00026432837384973435,0.000275422230863111
0,4.0,4.7296792181088143e-07,4.921771185445668e-07,5.642871600088126e-07,6.317938574389968e-07,6.045918695990963e-07,6.454325091629059e-07,6.885588569033309e-07,7.344762821947607e-07,7.817881266088442e-07,8.31268152192131e-07,9.300393029417947e-07,9.413413571574375e-07,1.0061403273760687e-06,1.0682018306154972e-06,1.1359905540683277e-06,1.2092908472091824e-06,1.2883670560638097e-06,1.3746353712835481e-06,1.4816621383810304e-06,1.5614597783871853e-06,1.6689264244708046e-06,1.77386987270253e-06,1.8834500062855907e-06,2.003537042104126e-06,2.1300170039558588e-06,2.267505639365512e-06,2.429584057092537e-06,2.5580623424659766e-06,2.7116157706158042e-06,2.8832401251029953e-06,3.0496902893995243e-06,3.238900788502811e-06,3.4383842764890363e-06,3.6555290548956638e-06,3.881505016107494e-06,4.142747775924964e-06,4.393137293056865e-06,4.6771079973748584e-06,4.982763181612839e-06,5.301435380502149e-06,5.645756098194648e-06,6.015599998946341e-06,6.403217670251098e-06,6.826293982746074e-06,7.248326174833022e-06,7.710798472275099e-06,8.197294248563086e-06,8.710201870161154e-06,9.251517606246847e-06,9.823672853717173e-06,1.0433617179611667e-05,1.1086271747798709e-05,1.177488389962087e-05
0,5.0,0.00015220480259518548,0.00014621756350483543,0.00014059067430746783,0.00013537972847146463,0.0001304911067812051,0.00012592261898296655,0.00012168975029847669,0.00011774683164030746,0.0001141113227552863,0.00011077854810063114,0.00010774253124145789,0.00010486435755974489,0.00010230360843491374,9.998986367899094e-05,9.7906276302062e-05,9.603378786476455e-05,9.435406011333323e-05,9.285074201380272e-05,9.156056905226706e-05,9.040671756982814e-05,8.944878523347468e-05,8.867488330176448e-05,8.805820063278892e-05,8.760687978412525e-05,8.73409780611704e-05,8.720886791161578e-05,8.727090455251154e-05,8.750539994377475e-05,8.790299355783083e-05,8.846676311136203e-05,8.922084369526373e-05,9.015340700262814e-05,9.126919538354815e-05,9.256936243744681e-05,9.406142043593213e-05,9.574713566282158e-05,9.766836064739692e-05,9.975124146918384e-05,0.00010207081331398336,0.00010462703705714038,0.00010741831588427405,0.00011044774028816705,0.00011375039371699434,0.00011731540543461524,0.00012114266530139742,0.00012527092263522215,0.00012972379148010302,0.00013451440021101528,0.00013965787249479382,0.00014518835807938234,0.00015106282424761521,0.0001573759562945718,0.00016411030377676413
0,6.0,3.2976710198786394e-05,3.03435062790106e-05,2.7921089210615453e-05,2.563752211709777e-05,2.351071538117678e-05,2.1469129579521687e-05,1.957543434446471e-05,1.7785467396757745e-05,1.6120576442279392e-05,1.454270412071594e-05,1.3071187053841721e-05,1.1696117671890204e-05,1.0411537422578001e-05,9.228570567989564e-06,8.099337690834593e-06,7.073334232980309e-06,6.112646977245515e-06,5.2378869617102235e-06,4.43571982284342e-06,3.698170981960154e-06,3.037299185736867e-06,2.4370947920143493e-06,1.913494609361647e-06,1.4496031051353512e-06,1.052805152430075e-06,7.18799714199497e-07,4.490772298723692e-07,2.487328023496979e-07,9.965599755944645e-08,2.639510913149393e-08,1.158162905652919e-08,5.821558620869701e-08,1.7560496660519106e-07,3.5215778321861847e-07,5.931278002986628e-07,9.122851377998739e-07,1.2960252362792604e-06,1.7495548273046158e-06,2.2810138820670287e-06,2.892959153907785e-06,3.583965869253351e-06,4.354820752901674e-06,5.220586817241713e-06,6.153172466440644e-06,7.19910597874359e-06,8.332846646600746e-06,9.576939656181035e-06,1.092799124109364e-05,1.2388451532153248e-05,1.3975646974359978e-05,1.5689757425312837e-05,1.755568411462246e-05,1.9520213524864632e-05
0,7.0,2.836536375330434e-05,2.6428378891806193e-05,2.4635434594398097e-05,2.2954621455306155e-05,2.1375701744787504e-05,1.9906430243504664e-05,1.8529270753391825e-05,1.723804473486085e-05,1.603148408989917e-05,1.490277268527341e-05,1.384342225346108e-05,1.2857182594492605e-05,1.193578888499448e-05,1.1076258456594848e-05,1.0268498441681112e-05,9.51638515449086e-06,8.816576200919885e-06,8.16198640185733e-06,7.557141280785394e-06,6.987105769267926e-06,6.454499392318377e-06,5.9589408190010586e-06,5.4935006516159165e-06,5.058584415954486e-06,4.648105327953134e-06,4.2664233887086134e-06,3.9021021938403e-06,3.5642243505236283e-06,3.243841389634822e-06,2.945942821224363e-06,2.668522126871704e-06,2.412481179690315e-06,2.17340802137807e-06,1.9528364382685946e-06,1.749361770649297e-06,1.563376822783775e-06,1.385677115494593e-06,1.22376592526095e-06,1.0755172254261252e-06,9.349131283094306e-07,8.10630020634963e-07,6.913574343102695e-07,5.832136469697005e-07,4.85959474365069e-07,3.984765748991615e-07,3.219173501775374e-07,2.613774093137667e-07,1.9211896963903378e-07,1.4059140570397404e-07,9.770548899257222e-08,6.230805966647503e-08,3.484912989252276e-08,1.7902754823454425e-08
0,8.0,0.00032433016690148895,0.00030495936280510317,0.0002867031897128798,0.0002695678981915718,0.00025348931292202447,0.00023838006522789958,0.00022420518672975603,0.00021090558164157204,0.0001984101162287679,0.00018666244716042613,0.00017566718024535647,0.0001653424316090641,0.0001556374571689966,0.00014652431376872946,0.00013797076690429637,0.00012992964914175552,0.00012238665673674993,0.00011529164792311686,0.00010863810284126351,0.00010238298222238056,9.649676588637115e-05,9.097356824471341e-05,8.57774265094728e-05,8.090150751246885e-05,7.632002844775393e-05,7.201042890743115e-05,6.795926225527859e-05,6.415006352378327e-05,6.058292273316615e-05,5.723145187738569e-05,5.408496371310394e-05,5.1126248448952124e-05,4.834739406633008e-05,4.574229579244633e-05,4.329494717779461e-05,4.1002629510882324e-05,3.8846394900749003e-05,3.68243032406636e-05,3.492256119915476e-05,3.314787804521637e-05,3.147883850847714e-05,2.99109929727453e-05,2.844055475468016e-05,2.7060626189518358e-05,2.5763952334126266e-05,2.4547379530678167e-05,2.3408056123517306e-05,2.2333757478191985e-05,2.1328186523502515e-05,2.038725485224501e-05,1.9503628017676708e-05,1.8676284495581785e-05,1.790668501666082e-05
0,9.0,2.1037827271824593e-05,1.9689248271019558e-05,1.8455022781807133e-05,1.7311053900015816e-05,1.623716105159059e-05,1.5239051708324191e-05,1.4304931027101369e-05,1.3431861133391693e-05,1.2623639615786809e-05,1.1860740829462095e-05,1.1154138185633568e-05,1.0489643497957647e-05,9.872127090811204e-06,9.299006620571298e-06,8.761821741940664e-06,8.261453649767654e-06,7.796861202489438e-06,7.364426662659971e-06,6.96153410597462e-06,6.588154869104378e-06,6.239989628824699e-06,5.91514400897331e-06,5.613904988625507e-06,5.332148461776861e-06,5.070689360798666e-06,4.82904750560808e-06,4.60362843653968e-06,4.393817207790702e-06,4.200316546853367e-06,4.021078268487982e-06,3.856146203412887e-06,3.7056499378091396e-06,3.5646473577357534e-06,3.43566621914415e-06,3.3175659152419252e-06,3.2096591977813198e-06,3.1099131810027485e-06,3.0191024489155613e-06,2.9362008533083314e-06,2.859506928017261e-06,2.791204486119329e-06,2.7300489287395184e-06,2.6752988041884643e-06,2.627340569062764e-06,2.5858577780154702e-06,2.5508985572469475e-06,2.522594050236502e-06,2.4981947625138304e-06,2.48125438628922e-06,2.4690564733993906e-06,2.462804101141649e-06,2.4619689941022897e-06,2.4698170119027872e-06
0,10.0,6.333459259709814e-05,6.084813952564986e-05,5.852363567228237e-05,5.632837178160505e-05,5.4264338660443995e-05,5.2316655969037415e-05,5.0478414970586214e-05,4.874554542658192e-05,4.7115400799740306e-05,4.5584996852920714e-05,4.4155087595851545e-05,4.2787697946469854e-05,4.153183135433469e-05,4.033542162435429e-05,3.923081373057735e-05,3.820531332956762e-05,3.724988347907602e-05,3.637014779971994e-05,3.5552615042726006e-05,3.480165649856086e-05,3.411059273848255e-05,3.3477468214614776e-05,3.289950437971673e-05,3.237893500459135e-05,3.191278255054836e-05,3.14964634210537e-05,3.113656754001791e-05,3.082063965206491e-05,3.0558250128264205e-05,3.0350980611288865e-05,3.019314900201509e-05,3.0084384143416036e-05,3.0032710712352627e-05,3.003636453158124e-05,3.009244000242305e-05,3.0201365544194358e-05,3.0361910567456108e-05,3.057605686141925e-05,3.084182597478655e-05,3.117296203844941e-05,3.154754704084278e-05,3.198859708417893e-05,3.249276096102246e-05,3.3055924233784064e-05,3.3687033923836536e-05,3.439407161096115e-05,3.5160062433657245e-05,3.600377506397083e-05,3.692515742386039e-05,3.792419082959041e-05,3.901062725959963e-05,4.018526439513908e-05,4.1451119278235516e-05
