,0,1,2
0,1.0,0.003206893048372369,0.0008582222380003209
0,2.0,0.02024259089307673,0.017301859299794824
0,3.0,0.02306927696857278,0.019546475066285332
0,4.0,0.022263446805541334,0.02705030466761617
0,5.0,0.02091967165888065,0.01818063475585331
0,6.0,0.08153617191867767,0.08186980549507455
0,8.0,0.0028498021227967947,0.0020927871874947728
0,9.0,0.03272097605959114,0.02747468683198208
0,10.0,0.015695066850436926,0.01552121259754264
0,11.0,0.018060591264465173,0.015544890754369984
0,12.0,0.0339258211311944,0.028144941278638955
0,13.0,0.015173644025121847,0.01608832822519334
0,14.0,0.0515689192394223,0.041105304827268034
0,15.0,0.01883901005640137,0.010859507337473782
0,16.0,0.006216761035503466,0.004315324117314994
0,17.0,0.015315460397840064,0.019698193480469386
0,18.0,0.023125126850898972,0.023031583603811308
0,19.0,0.017442180588021314,0.013371592656984921
0,20.0,0.012021961566095949,0.007984009561343989
0,21.0,0.0869259032574846,0.07601528551568759
0,22.0,0.0053879898462897285,0.003034745227776396
0,23.0,0.008726941397327,0.008392120240637489
0,24.0,0.026703624551784575,0.023738001910002575
0,25.0,0.006977359979641362,0.003503331400280778
0,26.0,0.05351271416782072,0.044322228046732956
0,27.0,0.12940461417148974,0.114376705220378
0,28.0,0.023985076354113177,0.018763093601425928
0,29.0,0.006450278301278742,0.007001161503547536
0,30.0,0.0005644992450753749,0.005910453094587223
0,31.0,0.002927202657928337,0.005708132699343697
0,32.0,0.14191549299570752,0.12030606582023176
0,33.0,0.04128616780300795,0.03659564598018907
0,34.0,0.016700530259274846,0.014335595091280465
0,35.0,0.03833439060546168,0.0357266037035613
0,36.0,0.04675972741359888,0.042297263040771055
0,37.0,0.02835091654186739,0.02635341980990314
0,38.0,0.025966226687193263,0.024248822050446935
0,39.0,0.009689983547337903,0.007873331044675164
0,40.0,0.030628618797868285,0.025747943002129965
0,41.0,0.03444997898927012,0.030099081898933924
0,42.0,0.03469742731682823,0.02899390023920047
0,43.0,0.021689508552776824,0.01722104412736076
0,44.0,0.004159101908640213,0.0028475509793552496
0,45.0,0.03489833832282947,0.03026192418599013
0,46.0,0.0337140007391742,0.0316416684467024
0,47.0,0.004951943778383467,0.003621753707737681
0,48.0,0.1443968447507586,0.12003783103895284
0,49.0,0.016871345342989823,0.013130668680544817
0,50.0,0.03940481844962166,0.034696514269492496
0,51.0,0.05923168317934628,0.05294330457423501
0,52.0,0.032245572708350594,0.029851866930751054
0,53.0,0.00535732308753957,0.004793218831760903
0,54.0,0.017151291600639357,0.015502360160087002
0,55.0,0.031628937622234614,0.028494732475490288
0,56.0,0.05152071272829966,0.0378423234381232
0,57.0,0.01833853298551559,0.016066359842499607
0,58.0,0.03268221227201633,0.022924452067891947
0,59.0,0.0023834737997955723,0.0005468714343686346
0,60.0,0.0636921934865794,0.06322378416457092
0,61.0,0.01237015751199017,0.011423452699131607
0,62.0,0.017669980258093056,0.014327444676138792
0,63.0,0.029095604969500283,0.0252514772241169
0,64.0,0.027095768560776633,0.024605277479222632
0,65.0,0.03182858433157006,0.027289350291587074
0,66.0,0.034776108778654675,0.03135754517928602
0,67.0,0.1583926618457617,0.143551488743954
0,68.0,0.13359853011127562,0.1176229170153427
0,69.0,0.026560807259068363,0.02404507736646194
0,70.0,0.007539463059162436,0.007278629332687888
0,71.0,0.014065476220721553,0.012360741495591973
0,72.0,0.009934662679355293,0.012939168763058515
0,73.0,0.026775823764534808,0.020825505230100093
0,74.0,0.04180326685055097,0.03694883614206031
0,75.0,0.016448475159869767,0.013681744307820605
0,76.0,0.037371612502654805,0.027404161587748083
0,77.0,0.004223637818606343,0.003687902966070131
0,78.0,0.12795131127117784,0.11156970739032197
0,79.0,0.08302547869395542,0.0712386462884094
0,80.0,0.017308196974098064,0.01631348218501446
0,81.0,0.0586922869254519,0.05124127671393744
0,82.0,0.004043004379288985,0.001967656353545667
0,83.0,0.03085015458731047,0.031171590900421133
0,84.0,0.04343866394812987,0.042823890708437076
0,85.0,0.08336001902297105,0.07189146228915878
0,86.0,0.006930243885089237,0.009757247384360587
0,87.0,0.017452186975868693,0.015465048673797586
