,0,1
0,1.0,28.44775913846291
1,2.0,32.620191953404
2,3.0,58.46478922349219
3,4.0,39.73509844936197
4,5.0,17.66475242568855
5,6.0,23.16798557396727
6,8.0,36.24478183858079
7,9.0,20.32404159281974
8,10.0,14.069667926271592
9,11.0,17.931493566863345
10,12.0,52.17549282260831
11,13.0,22.96945242448873
12,14.0,11.892601156355617
13,15.0,43.406796702820635
14,16.0,37.72039993728289
15,17.0,29.470889591821507
16,18.0,18.227399574215056
17,19.0,93.42547832363505
18,20.0,22.006869963295447
19,21.0,7.305502745901228
20,22.0,21.31810353810907
21,23.0,15.879100520285567
22,24.0,32.825987487742914
23,25.0,63.26094662918863
24,26.0,55.965363853186126
25,27.0,31.795439924618123
26,28.0,51.25561365386705
27,29.0,22.80062326017935
28,30.0,11.144310304990302
29,31.0,26.088114987283838
30,32.0,422.0
31,33.0,30.8188254156449
32,34.0,8.539822681330769
33,35.0,20.58503314895533
34,36.0,35.21789317946205
35,37.0,14.730324373222434
36,38.0,21.000626557069047
37,39.0,18.996080222766675
38,40.0,21.866690968526616
39,41.0,35.060574759108334
40,42.0,44.70826066208091
41,43.0,12.162301123860194
42,44.0,17.736847089628164
43,45.0,12.293399024454876
44,46.0,10.449231583134049
45,47.0,18.539247657434853
46,48.0,12.151010609143974
47,49.0,14.347991666601457
48,50.0,16.0751440556611
49,51.0,12.132249971118389
50,52.0,33.342253708364424
51,53.0,45.284386665556994
52,54.0,24.87918174318694
53,55.0,17.426416728633573
54,56.0,10.854146673046206
55,57.0,21.279730333745377
56,58.0,13.254404750233745
57,59.0,35.33715163555611
58,60.0,23.54726489872075
59,61.0,26.127140122493167
60,62.0,15.933122944974127
61,63.0,18.25668238242927
62,64.0,30.80488884041928
63,65.0,29.19889993776748
64,66.0,27.086981106327546
65,67.0,36.58665512633443
66,68.0,23.91830065834483
67,69.0,11.17367727428116
68,70.0,37.39757943194213
69,71.0,81.48984350576819
70,72.0,15.29970852928516
71,73.0,20.898198340468277
72,74.0,31.322278116110564
73,75.0,11.802622030398704
74,76.0,17.433155010411088
75,77.0,27.16697341340114
76,78.0,11.862054347090698
77,79.0,31.042690744338653
78,80.0,37.31286641361127
79,81.0,19.31176958345466
80,82.0,36.757942562981064
81,83.0,5.5052422569485815
82,84.0,25.95166447241658
83,85.0,178.5294093419905
84,86.0,72.98165920726358
85,87.0,14.783340955660893
86,88.0,36.000322995967046
87,89.0,27.48737083745107
88,90.0,18.066661432571014
89,91.0,17.07127913861675
90,92.0,31.043854951222762
91,93.0,84.16298121744148
92,94.0,41.07014434789287
93,95.0,29.38589138081229
94,96.0,19.265226086662278
95,97.0,34.91017043785378
96,98.0,57.20494952362077
97,99.0,17.98638941204245
98,100.0,32.13513134665341
99,101.0,37.00942683180334
100,102.0,33.418829749382034
101,103.0,16.753109164172084
102,104.0,51.61864826285989
103,105.0,9.006170724070865
104,106.0,27.954230885328325
105,107.0,25.759240313690572
106,108.0,34.22218424847897
107,109.0,16.71305139573626
108,110.0,44.25375392937988
109,111.0,41.75415058301499
110,112.0,55.7014557611652
111,113.0,40.36944770110569
112,114.0,14.683452372821103
113,115.0,18.603412496682942
114,116.0,37.05044256304703
115,117.0,42.81192720622503
116,118.0,14.509766825601758
117,119.0,20.491683457175764
118,120.0,31.1950028871325
119,121.0,19.677080576142387
120,122.0,13.389146005971806
121,123.0,15.586365278944788
122,124.0,16.757372222682285
123,125.0,15.682261741640882
124,126.0,25.06967036267177
125,127.0,23.712643751471713
126,128.0,15.781242633190171
127,129.0,18.251642363896785
128,130.0,26.81534075860309
129,131.0,56.244865085488904
130,132.0,22.648079032689896
131,133.0,14.986040015589083
132,134.0,12.68857754044952
133,135.0,26.385602134497518
134,136.0,14.632226105973299
135,137.0,11.895008535943782
136,138.0,16.208463397690902
137,139.0,14.974645237867907
138,140.0,29.035446317512374
139,141.0,44.81319250201019
140,142.0,16.697194264195897
