,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,2,2,2,3,12,14,15,15,14,6,3,3,3,4,3,4,5,5,6,9,8,8,7,6,3,3,2,2,3,4,3,4,4
0,4,3,3,2,4,6,7,8,9,7,5,5,4,4,3,3,4,4,4,4,4,3,2,3,2,3,3,3,3,3,2,4,3
0,9,6,6,5,4,2,2,2,2,5,5,5,5,5,4,4,5,5,6,5,5,4,4,3,3,5,5,5,4,5,4,3,4
0,15,12,11,13,12,10,11,9,8,4,5,5,7,7,8,8,9,8,8,7,6,5,5,5,6,7,7,6,7,7,6,5,6
0,18,2,2,2,4,3,3,4,4,3,4,4,4,3,4,5,4,5,5,4,4,4,3,4,4,3,4,4,3,2,3,3,3
0,23,4,4,4,4,5,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,4,5,4,4,5,4,3,4,4,4
0,27,4,5,4,4,4,4,3,3,4,4,3,4,5,4,3,4,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3
0,29,4,4,4,4,6,6,5,7,8,6,7,7,6,5,6,4,4,4,4,3,4,4,4,5,5,5,5,5,5,3,4,4
0,32,4,4,6,5,5,5,6,6,5,5,5,4,3,5,5,5,6,6,5,6,5,4,3,3,4,4,4,5,6,5,6,5
0,33,4,4,3,4,4,2,3,3,3,4,4,3,3,2,2,3,2,2,2,3,2,3,4,3,3,3,3,3,3,4,4,3
0,41,3,3,4,3,3,2,2,2,3,2,3,3,3,3,4,3,4,3,3,3,3,2,4,5,5,5,6,4,3,3,3,2
0,42,13,13,12,7,5,6,6,7,8,9,8,10,9,8,7,7,7,7,7,7,9,6,5,6,7,5,5,6,6,5,6,6
0,46,3,2,2,2,2,2,2,5,5,6,7,7,5,4,4,3,3,2,5,4,4,4,4,2,2,2,2,3,3,4,3,4
0,47,5,5,5,5,5,5,5,8,8,8,8,8,5,4,8,7,8,8,8,4,4,4,3,3,5,5,5,5,6,5,4,5
0,51,3,3,4,3,3,3,2,3,4,4,5,5,3,3,4,4,4,5,4,4,3,4,4,3,5,7,8,7,7,6,4,3
0,59,3,4,5,5,4,5,4,6,6,6,5,8,6,6,6,6,4,4,4,4,4,3,3,3,2,2,3,4,5,5,5,5
0,61,6,5,5,5,4,3,4,4,4,4,4,4,4,5,6,8,7,7,6,4,2,2,3,4,4,4,5,5,4,5,4,3
0,62,9,7,7,7,6,4,5,5,5,4,5,4,4,5,7,6,6,6,6,5,4,4,6,5,5,6,6,5,5,5,5,5
0,64,4,4,3,4,4,4,4,4,4,3,3,4,5,4,4,4,3,2,3,4,6,6,6,5,4,3,3,3,4,4,4,4
0,68,5,6,6,5,5,5,4,4,3,4,3,3,4,4,3,4,5,4,4,4,4,3,3,3,4,5,4,3,6,5,4,5
0,77,3,4,4,3,4,3,3,3,3,2,3,3,4,4,4,4,4,4,4,3,3,3,2,2,3,3,3,3,3,3,3,3
0,79,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,4,4,4,7,6,6,8,8,5,6,5,4,3,3,2,3
0,84,3,3,2,3,2,3,2,2,3,2,2,3,3,3,3,3,2,3,2,3,3,2,2,2,1,2,2,2,2,3,3,3
0,93,3,3,4,4,6,7,7,7,7,5,5,6,5,4,4,3,5,8,12,12,12,9,6,2,3,3,4,4,5,5,5,8
0,94,4,4,3,4,3,4,4,5,3,4,4,4,4,4,4,4,3,4,3,3,3,3,2,3,3,4,3,4,3,3,2,3
0,95,3,2,4,5,5,5,5,3,3,6,6,5,6,5,2,4,4,15,16,17,17,17,9,8,8,7,7,4,4,3,3,3
0,98,6,6,7,7,4,5,4,3,2,3,3,3,4,4,3,5,6,6,6,7,4,3,3,4,4,5,5,5,5,5,5,5
0,103,3,4,4,4,3,3,3,4,3,3,4,4,3,4,5,3,4,4,4,5,5,6,5,5,4,3,2,3,3,3,3,3
0,106,6,4,4,4,4,4,5,4,5,4,3,2,3,2,5,5,6,5,6,4,4,4,4,3,3,2,3,3,3,4,4,4
0,107,4,5,4,4,5,5,3,4,5,3,2,2,4,4,5,5,6,3,5,5,6,6,7,5,5,4,4,3,3,3,4,3
0,111,3,4,3,3,3,2,2,1,2,3,4,4,4,3,3,3,3,2,3,4,3,3,4,3,2,3,3,2,2,2,2,2
0,117,2,2,3,4,4,4,4,3,2,2,3,3,3,3,3,4,4,4,4,7,9,9,8,9,7,4,4,5,5,6,5,5
0,118,4,4,5,4,4,4,4,3,3,3,8,21,21,21,22,17,4,4,4,4,5,6,7,7,7,5,5,4,4,4,5,4
0,121,4,4,6,6,6,7,6,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,5,6,5,5,4,4
0,122,6,6,2,2,3,3,3,3,3,2,2,4,4,4,4,4,2,2,3,4,4,4,4,3,2,3,2,2,2,2,2,3
0,125,4,3,3,3,4,3,4,5,4,4,4,3,4,4,4,4,4,2,2,2,4,3,3,4,4,3,3,3,2,3,2,2
0,132,5,4,4,4,4,4,5,6,5,6,5,4,4,4,4,3,3,3,3,2,3,2,3,2,3,4,5,4,6,6,6,4
0,139,3,3,4,4,4,3,3,2,4,3,4,4,4,3,4,3,3,3,3,2,3,2,2,1,3,2,3,3,4,3,3,3
0,140,4,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,2,3,3,2,3,2,2,2,2,2,2,2,1,2
0,141,4,4,5,5,5,6,6,5,5,5,4,3,3,4,4,3,4,6,7,7,8,7,4,3,2,2,2,3,4,4,3,3
0,142,7,4,5,5,6,7,6,5,6,5,4,5,6,6,5,6,7,5,5,7,6,6,8,7,6,6,5,4,3,3,4,5
