,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,0.000359315220088373,0.00033763020434603836,0.00031675457061022854,0.00029711089162859827,0.0002783545444561403,0.0002606657521864236,0.0002439353981569123,0.0002280313406188285,0.00021303121826323553,0.00019883875496013158,0.00018541493072088752,0.00017271660869969276,0.00016077465380720047,0.0001494166098071898,0.00013880818200143202,0.00012865800869216334,0.00011917936791481834,0.00011021593439125437,0.00010175830536718488,9.378537312129353e-05,8.630558841930523e-05,7.924956806093381e-05,7.26702855650901e-05,6.647297452967767e-05,6.063031929263754e-05,5.5140475106674675e-05,4.999863242784924e-05,4.521059667502122e-05,3.7142098768145285e-05
0,3.0,5.280716658361695e-06,4.841400756517758e-06,4.576178200439205e-06,4.2470541395169384e-06,4.043491703163186e-06,3.700621427995025e-06,3.4329095265362064e-06,3.1754944395444645e-06,2.9340193048079834e-06,2.735442456923984e-06,2.567057273970255e-06,2.2443585849977207e-06,2.0234587380261634e-06,1.8162583524989922e-06,1.6271508427110366e-06,1.4426885798087813e-06,1.278286453942023e-06,1.1405142514658296e-06,1.0438303639280262e-06,8.432881429521574e-07,7.131501764356035e-07,5.915252307166293e-07,4.835084223858662e-07,3.9021699098551605e-07,3.10852128423959e-07,2.4405571640234187e-07,1.6472688426678308e-07,1.1149395292406177e-07,8.175614641e-08
0,6.0,0.00028037751950663937,0.000258544161827955,0.0002396350447738563,0.0002222207630698077,0.00020507593792583009,0.00018954224836033803,0.00017472195989136352,0.00016097266382843512,0.00014835243192105128,0.00013596624532827796,0.00012469750709924663,0.00011441843825569207,0.00010430713040118834,9.500711317143401e-05,8.642682113083178e-05,7.823051017335675e-05,7.087631839366613e-05,6.373143400413827e-05,5.7182844319755674e-05,5.1102495039538895e-05,4.551307667154902e-05,4.029038088348043e-05,3.5469913370851536e-05,3.108766572726732e-05,2.6971622118955086e-05,2.3259134881614957e-05,1.9861630787171183e-05,1.687679578658871e-05,1.2661320935056264e-05
0,7.0,1.5512174246254053e-06,1.0336427635378782e-06,5.391474806320727e-09,3.212948996643461e-08,8.693006202108377e-08,1.7410796428337473e-07,2.953527851162668e-07,6.306296194521588e-07,6.332242530584647e-07,1.7496664883496246e-06,1.1060923712628342e-06,1.3991211858265527e-06,1.7474905593680942e-06,2.1087958791035456e-06,2.5398023601833165e-06,3.2098301979424626e-06,3.725093104202417e-06,4.243019245161646e-06,4.75467089612867e-06,5.461724066547748e-06,6.204054505797423e-06,7.0351466971843805e-06,7.91626016654604e-06,8.895936938075256e-06,1.0065936116647948e-05,1.125958433540864e-05,1.2223157931715014e-05,1.3514732793077391e-05,1.3650389149486896e-05
0,11.0,0.00020169601940977854,0.00018741241769425752,0.00017529367473095002,0.00016393596358682056,0.00015321632959039558,0.00014320990277958014,0.00013387225591693217,0.00012509713944052606,0.00011686018901691619,0.0001091526189915949,0.00010190638047225563,9.513204907315135e-05,8.878998490135194e-05,8.281754760328931e-05,7.830695308954493e-05,7.197188058475265e-05,6.708308502655774e-05,6.242473182935974e-05,5.811355489782875e-05,5.402917551016188e-05,5.0237388059556454e-05,4.666594592370539e-05,4.329816581842834e-05,4.011905386333464e-05,3.717565771415554e-05,3.438870096191071e-05,3.182688502411303e-05,2.933975298764066e-05,2.4577774845950452e-05
0,14.0,0.0017193678605781659,0.0015990993340264598,0.001485301480611163,0.0013786044475492224,0.0012784622182976319,0.0011845559168328728,0.0010965043703026296,0.0010133684060297944,0.0009357564562399173,0.0008630038584862612,0.0007948145025269398,0.0007311305735212799,0.0006706151140669349,0.0006144457626871399,0.0005617749363327676,0.0005126208383210769,0.00046657889153668453,0.0004234181319921205,0.000383188170542313,0.00034574561143066825,0.00031109563795600606,0.0002781497861530656,0.00024802825403806377,0.00021982864077967312,0.00019392981912578033,0.0001699694572154519,0.00014764959489666244,0.00012742791657737799,9.871991998906094e-05
0,16.0,6.374276215648956e-06,6.274000044801375e-06,6.954268665685895e-06,7.27381775523573e-06,7.5719621549543396e-06,8.131758985745659e-06,8.727168781159377e-06,9.403233973612992e-06,1.0143446177062779e-05,1.0980369260389366e-05,1.1995193196415864e-05,1.2539033777629305e-05,1.3452375777599937e-05,1.4473003059311703e-05,1.554362116007876e-05,1.6719812714520922e-05,1.797524559023871e-05,1.9280457938069177e-05,2.069960630732396e-05,2.2237064679203556e-05,2.385004487057444e-05,2.5661413172858283e-05,2.7500820144959874e-05,2.947342902511781e-05,3.158298225247667e-05,3.389242841311781e-05,3.629522530950556e-05,3.8917341606441167e-05,3.788624774112906e-05
0,17.0,0.0005986668450203784,0.0005627231395879461,0.0005289158180943745,0.0004967405171988162,0.0004671088021798734,0.000439198339423189,0.00041311028224629394,0.000388739085013871,0.00036584753906501174,0.0003444690361181845,0.0003245266095107211,0.00030571785950186145,0.0002880673783008608,0.0002715950862758723,0.0002563978334696518,0.00024182476048926663,0.00022832944819658818,0.00021569876397788625,0.00020384505140792455,0.00019273507590287405,0.0001823347676022781,0.00017262957899926926,0.0001634652109128967,0.00015498831350282656,0.0001469745156642658,0.0001394451999171277,0.0001323932782060134,0.0001257999315717604,0.00010886393616178251
0,22.0,0.0002318220993454771,0.00020703906749983494,0.00018436701898914845,0.00016344250043574793,0.0001442244398062519,0.00012623104114068282,0.00010979950147946437,9.530863423604811e-05,8.08621668744615e-05,6.831796532097894e-05,5.6963566171832565e-05,4.672973842189014e-05,3.749354879561804e-05,2.940631873678614e-05,2.2357462253661092e-05,1.694269191149126e-05,1.1238636759530832e-05,7.107753688021176e-06,3.907843171962743e-06,1.6751137792820806e-06,4.014039960507522e-07,1.4591547724852405e-07,6.618845458017445e-07,2.073239182181172e-06,4.522194404556319e-06,7.903636936573866e-06,1.2264783390520165e-05,1.7623970962107432e-05,2.2395703778597677e-05
0,26.0,0.0004308929136450265,0.0004079914249367101,0.00038809074111439284,0.0003694939321467584,0.00035199122564638164,0.00033563750530286147,0.00032029924951522144,0.00030599422800803294,0.0002926761383338307,0.0002801220569569781,0.0002683842225251268,0.00025742848474725446,0.00024727570133406475,0.00023777858165039418,0.0002289706428099062,0.00022068189148441886,0.00021301417953358548,0.0002059133248764749,0.00019934469134114395,0.00019329743504059512,0.00018766115496042672,0.00018250943621660984,0.00017780755964847856,0.0001734392287408635,0.0001695254917057324,0.0001659614782318694,0.00016278128218795676,0.00015990197246761173,0.0001430487403873025
