,0,1,2
0,1.0,0.07474629302147169,0.0776837503344169
0,2.0,0.14303097714121554,0.1243198944523837
0,3.0,0.03323997692641754,0.036691930946480364
0,4.0,0.10960897268153454,0.11324417848071547
0,5.0,0.0857038659191103,0.1302167651891626
0,6.0,0.050649825687904666,0.06376798407952573
0,7.0,0.06129360452344794,0.06339370328160486
0,8.0,0.06812544618591575,0.08676169916506886
0,9.0,0.058350321969535934,0.06029381820254032
0,10.0,0.008992004681122661,0.011866194259929954
0,11.0,0.11444008531082386,0.11309961086170642
0,12.0,0.03806276418862912,0.0550204153793056
0,13.0,0.09903958132690044,0.08648729193513888
0,14.0,0.35282401743368813,0.32409595358604865
0,15.0,0.29166319949751485,0.27310880712539426
0,16.0,0.20692497729383635,0.21341760172275476
0,17.0,0.06901161056732467,0.062148354084694254
0,18.0,0.03868998304951406,0.04145548673987618
0,19.0,0.0007164138558402492,0.0006918902051475126
0,20.0,0.07812051371598365,0.08332811824477537
0,21.0,0.16696510914208673,0.1609802659619597
0,22.0,0.0051157497209911185,0.004263577324248738
0,23.0,0.08763083563623303,0.07959768916263722
0,24.0,0.4477734207167114,0.4330114364578027
0,25.0,0.07254188440921493,0.14134724056776166
0,26.0,0.18658490726601504,0.20805665013073224
0,27.0,0.01709959746454276,0.019081897813615724
0,28.0,0.002909002531802004,0.0066042752627986446
0,29.0,0.19290422234383783,0.16239608390162605
0,30.0,0.20791110490315773,0.209295183594653
0,31.0,0.08985907365285338,0.09677409792348303
0,32.0,0.06510975837598552,0.08084326604607482
0,33.0,0.011129697307619408,0.010768967838309199
0,34.0,0.03615685240033785,0.03024496274628682
0,35.0,0.10618379099487114,0.10623296401914493
0,36.0,0.12216694265979688,0.12463566952749108
0,37.0,0.11690829884089284,0.07377986996117372
0,38.0,0.12390679523516432,0.12821955235097604
0,39.0,0.30994791263060956,0.318030008111413
0,40.0,0.16380471873491956,0.1300028456162006
0,41.0,0.0726837432696483,0.0709862504258514
0,42.0,0.12210650145984658,0.09415069418985964
0,43.0,0.11660109541329566,0.08835685106742174
0,44.0,0.0288489660494269,0.02864081661861422
0,45.0,0.03435181344023353,0.04444697022556907
0,46.0,0.10858511349179571,0.15939888937429889
0,47.0,0.35453702850467117,0.3298683914492429
0,48.0,0.3418290582165659,0.349108007929261
0,49.0,0.01985628271605147,0.015301361782813338
0,50.0,0.26729764338478634,0.23081911447154393
0,51.0,0.2513416466029248,0.24462727004306312
0,52.0,0.19826933209199563,0.1518164319967265
0,53.0,0.01547793074968442,0.018213719351501165
0,54.0,0.07580398268092696,0.06529197024546622
0,55.0,0.023520238835197778,0.0315085376313895
0,56.0,0.0867158677583956,0.07682546371275115
0,57.0,0.17539151081791374,0.13937463492560198
0,58.0,0.549478631525643,0.4758747356457244
0,59.0,0.31016771129962595,0.2818386831444563
0,60.0,0.17373408104736562,0.17515036255326755
0,61.0,0.1066699281166758,0.1481592171179893
0,62.0,0.29957363551304356,0.38964527532831017
0,63.0,0.047732582529930026,0.060302020536299
0,64.0,0.24984104737270776,0.23457688800984317
0,65.0,0.1654337475205859,0.14805921708845807
0,66.0,0.23568864599047265,0.24088711956382583
0,67.0,0.03949765665196442,0.01893136415260902
0,68.0,0.11616420089602827,0.09730819804095438
0,69.0,0.1421791315131037,0.12733087664935597
0,70.0,0.1693906254639857,0.14443351191511541
0,71.0,0.11294698461447304,0.12028177618210946
0,73.0,0.16703281922194327,0.1703320224828102
0,74.0,0.35082660115982567,0.3457756784279378
0,75.0,0.18449798213799165,0.15717330886537706
0,76.0,0.18984407866323877,0.17576684388897004
0,77.0,0.006100022592935633,0.0093014371708905
0,78.0,0.07253250638034714,0.04655961039573148
0,79.0,0.08848220355396734,0.07552827994443802
0,80.0,0.24568132317395242,0.21796737909983513
0,81.0,0.4749365606444844,0.46309264578046755
0,82.0,0.023866262482642397,0.023179080551538417
0,83.0,0.024389139357538326,0.01583869537693861
0,84.0,0.03256377182891792,0.02054991431575272
0,85.0,0.10186320340622676,0.09184022187425289
0,86.0,0.14673293201930257,0.14493584697382536
0,87.0,0.11954833200807784,0.11747180814753007
0,88.0,0.24718415055974627,0.20206566182470978
0,89.0,0.08113913598154382,0.06171149780111484
0,90.0,0.05941885161664244,0.06398357925239388
0,91.0,0.08338734519757608,0.06995866519863635
0,92.0,0.15196155926441623,0.13954760883024495
0,93.0,0.21654717753773542,0.231669724897187
0,94.0,0.47024989177672055,0.48535692157479937
0,95.0,0.9368633381085955,0.9475760917533215
0,96.0,0.09492999629486647,0.09235238034128088
0,97.0,0.08485734294332307,0.08405780718826085
0,98.0,0.11438300423256102,0.1109026074571241
0,99.0,0.14409629134386456,0.14716477758642685
0,100.0,0.03205414287220779,0.03135723445995732
0,101.0,0.41971686541138564,0.3931456790780249
0,102.0,0.19509810156704435,0.25189445344718353
0,103.0,0.018192143761307126,0.027204255998310067
0,104.0,0.16925057786824246,0.20003193552376963
0,105.0,0.2468753870146294,0.16535835883591268
0,106.0,0.4662236906597459,0.49761919937015203
0,107.0,0.08709162960983527,0.09599205933653542
0,108.0,0.2810389156899267,0.28238957383913404
0,109.0,0.3632464320342776,0.344708592781803
0,110.0,0.12275951585876811,0.12431308360084797
0,111.0,0.022410352975637815,0.03036583218006846
0,112.0,0.3267363105127309,0.2678550095322011
0,113.0,0.06798088108591364,0.13536117651740612
0,115.0,0.21601295282071406,0.23547326469299443
0,116.0,0.0035331978678401197,0.007036274630708601
0,117.0,0.00914367276431678,0.006304795121504453
0,119.0,0.10842596666160204,0.11789935590725122
0,120.0,0.18723827895724574,0.1677435738365889
0,121.0,0.04940119331804637,0.04776283161009096
0,122.0,0.11554228170116576,0.09519665337713207
0,123.0,0.3471238525487423,0.349948203816694
0,124.0,0.05812848311934523,0.06661831114566745
0,125.0,0.12403903372417652,0.16361615175933478
0,126.0,0.08281486677883616,0.07644074834794679
0,127.0,0.5008602995444447,0.4892670368315473
0,128.0,0.012103318324418546,0.0254111801132022
0,129.0,0.06859933628277455,0.06252352080019832
0,130.0,0.1390939030622137,0.11175828861010113
0,131.0,0.06458671038276192,0.04166537825681844
0,132.0,0.4006769368142902,0.3539087116802063
0,133.0,0.13210234899083384,0.11884733246475
0,134.0,0.09563074559541368,0.06227498427399512
0,135.0,0.2950054929108186,0.28409372478038103
0,136.0,0.035690554077049,0.03522095344480533
0,137.0,0.10536328849537287,0.11413023396453477
0,138.0,0.011664420828119748,0.01745498282126699
0,139.0,0.037810264286937775,0.03251463442096849
0,140.0,0.00058638921696941,0.0012699348249497276
0,141.0,0.0529834218249373,0.048367464173748966
0,142.0,0.08367550895507253,0.07108924659331335
