,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,2.0,2.623711031606115e-06,3.1102396397289445e-06,3.716408244397187e-06,4.381142780644601e-06,5.109589542535011e-06,5.901983355238615e-06,6.756075806062444e-06,7.68858012286934e-06,8.687329906807115e-06,9.765390121908654e-06,1.0912690754090852e-05,1.2148311476632917e-05,1.3470714870722988e-05,1.4895196212751044e-05,1.641821955556173e-05,1.804725504584289e-05,1.979362936390775e-05,2.165880738771139e-05,2.365504838427993e-05,2.579580833407854e-05,2.808248384010929e-05,3.0513849010569453e-05,3.3115880165093014e-05,3.588727644512355e-05,3.8845566419565614e-05,4.198970623715687e-05,4.534042250799478e-05,4.8909037227810504e-05,5.269222757242966e-05
0,4.0,0.004226213293113027,0.003889562221815072,0.003573124259504842,0.003276912046794361,0.002999769920857957,0.002741365269296003,0.0024982533127070115,0.0022717255790021635,0.002060605563831746,0.0018633281161163661,0.001679559627794754,0.0015085124016853177,0.0013493374950343975,0.001201426132113048,0.0010645567604623163,0.0009376984650305772,0.0008207674259927177,0.0007130314199127486,0.0006142537558775603,0.0005239237337030121,0.00044186979030005766,0.000367441618588441,0.0003005204957923047,0.00024101016654768005,0.0001883857451095155,0.00014262707012667835,0.00010345804879835667,7.078250443842641e-05,4.441056345008538e-05
0,9.0,1.2657957945772146e-05,1.1105299447508408e-05,9.65342596394329e-06,8.347542873923163e-06,7.129590245674157e-06,6.037624216374638e-06,5.046422854991233e-06,4.1644854103105595e-06,3.36367058261738e-06,2.6593834792974566e-06,2.04571489258922e-06,1.5187224917267762e-06,1.081158250932215e-06,7.101025400447533e-07,4.2490209077905867e-07,2.0494539510916684e-07,7.241447481757187e-08,8.860781564771032e-09,2.930638460535586e-08,1.1016544956448636e-07,2.675218977919233e-07,5.006073539877996e-07,8.043572591927982e-07,1.1937974639023261e-06,1.6421380094711623e-06,2.182117200468076e-06,2.788869081849439e-06,3.4788959230781494e-06,4.256610586036792e-06
0,15.0,7.489020368582333e-06,6.520674802439958e-06,5.693411425015833e-06,4.934240500156386e-06,4.231408260017539e-06,3.592324337256942e-06,3.0047260785438186e-06,2.478297027096506e-06,1.9948870968432373e-06,1.5717332274241052e-06,1.2037349361366308e-06,8.814358220084409e-07,6.157268147719002e-07,4.0613970713767923e-07,2.1981922504889345e-07,9.855917858831469e-08,3.475196513346894e-08,2.6388536228828095e-08,4.48855414373495e-08,1.215868163500386e-07,2.336401687748603e-07,4.133501328601524e-07,6.390509591568597e-07,9.218770493472605e-07,1.260091242711671e-06,1.6540342323877143e-06,2.10893979150808e-06,2.6218038812659413e-06,3.2153667967747124e-06
0,18.0,6.390036750866756e-05,5.743443220482779e-05,5.132586191431286e-05,4.570468814525854e-05,4.052807879378129e-05,3.569551146054153e-05,3.126765299251934e-05,2.718197596334542e-05,2.343472069423339e-05,2.0007898914636134e-05,1.6895428167296255e-05,1.4110750260057726e-05,1.154584241575384e-05,9.317780757715308e-06,7.304378876148832e-06,5.566324706987377e-06,4.074294057291284e-06,2.8705794555607305e-06,1.8083059224595003e-06,1.0135010140730424e-06,4.818546814363893e-07,1.1692950548028368e-07,2.1601074006941326e-08,1.3950086783934064e-07,4.876582644176136e-07,1.0594462496796013e-06,1.863228089221608e-06,2.90527345397215e-06,4.239766400195551e-06
0,23.0,9.344947914459008e-07,6.510778671733994e-07,4.184318395011268e-07,2.3660656344488801e-07,1.1758036661763909e-07,3.2455057490354973e-08,6.60752023662537e-09,1.9966134735287932e-08,1.0378734573011931e-07,1.930667845257406e-07,3.5236041125112576e-07,5.585817330215414e-07,8.078414781740647e-07,1.1140267853328392e-06,1.4561557905463827e-06,1.8630677001169631e-06,2.3040088161562133e-06,2.8142821132870316e-06,3.3708826893269932e-06,3.986810719450677e-06,4.667423571206958e-06,5.4003047204007024e-06,6.200937945892537e-06,7.06752551212778e-06,8.013649717744857e-06,9.027700576892079e-06,1.0117534044553251e-05,1.1292811636103564e-05,1.2557184705098422e-05
0,27.0,2.6067208113116787e-05,2.3318415492545178e-05,2.0772833551485224e-05,1.8396866983487553e-05,1.6207362261668833e-05,1.4161510854672617e-05,1.2290167009030448e-05,1.0567998173977182e-05,9.003054384731e-06,7.567143942968068e-06,6.2635435071985325e-06,5.0989383867876395e-06,4.056416353098369e-06,3.147447806134782e-06,2.384572844003847e-06,1.6852831705315158e-06,1.11692411352096e-06,6.791396807277682e-07,3.493482145517966e-07,1.2877501825525438e-07,2.134863864473313e-08,2.7124341947613337e-08,1.363417209202029e-07,3.66545878059513e-07,7.117296584255179e-07,1.1658480215674523e-06,1.7482556473521641e-06,2.426847524245725e-06,3.251745136316328e-06
0,29.0,5.957021680922667e-06,5.360973170545967e-06,4.800019887135699e-06,4.278322532475885e-06,3.803284973593134e-06,3.356316277165736e-06,2.944677096870222e-06,2.563759539876684e-06,2.214379148106049e-06,1.8938631046608223e-06,1.6018361415213856e-06,1.3408674016309775e-06,1.0965405530881444e-06,8.823871931729424e-07,6.931614964814825e-07,5.33292717818654e-07,4.736935194494467e-07,2.675647669400436e-07,1.6807579976612112e-07,9.397630385779892e-08,4.365638515959261e-08,1.4514359721805302e-08,4.05207517106671e-09,1.3328299099782426e-08,9.435493589900628e-08,1.0457041832843284e-07,1.9148492892937397e-07,2.85019737286821e-07,4.429519198496072e-07
0,32.0,0.0006513798354666626,0.0005932772720196591,0.0005390764275961784,0.0004886644115476025,0.0004416387153371178,0.0003979420413099459,0.0003572845824550342,0.000319497114749903,0.00028439108166983154,0.0002518457609610645,0.00022177370291469762,0.00019401631414865921,0.00016852017154185079,0.00014512265216701594,0.00012385820828643193,0.00010430334919853118,8.676342948184403e-05,7.10282053994707e-05,5.694380244406805e-05,4.453914695027846e-05,3.380669489967293e-05,2.4488767320714573e-05,1.6711929133529172e-05,1.0541843164313123e-05,5.790647619344394e-06,2.465681712632603e-06,6.308014463786749e-07,1.8313344413664979e-07,1.0879856266047334e-06
0,33.0,1.436339860651061e-05,1.2090134691022156e-05,1.006146286760912e-05,8.22013364340666e-06,6.572813780634366e-06,5.141132885950953e-06,3.872322843598232e-06,2.794444932874638e-06,1.890889001194362e-06,1.1751107385517735e-06,6.255057355711259e-07,2.543828939794057e-07,6.097312644264825e-08,2.669662419109125e-08,1.88500264823406e-07,5.190587384828148e-07,1.0236944633138672e-06,1.6974710641984834e-06,2.57714578298299e-06,3.64301977359865e-06,4.92650593231447e-06,6.378155874124272e-06,8.039508664513698e-06,9.910893906375004e-06,1.201329084471927e-05,1.4350679064246301e-05,1.6910439160719884e-05,1.9727758903370785e-05,2.280342846937062e-05
