,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,2.0,0.005605731206979208,0.0053226389381659635,0.005880469310644473,0.00647522921215057,0.007040281339491961,0.007604791233963406,0.008196322608280333,0.008790584380407813,0.009393098833376304,0.010008367291460322,0.010619665385519318,0.01122792244503749,0.011857969368119337,0.012501206855688927,0.013163251347031052,0.01381974556763748,0.014505541559136595,0.015194217010785807,0.015902192359980007,0.01662952997141221,0.017366109855729776,0.01813264797367849,0.018909410475136813,0.019706382988218005,0.02051921807675443,0.02136130956952904,0.022213979696683712,0.023086554503457098,0.02398406969075904,0.024902356731528505,0.025848079858095993,0.022987044546036256
0,4.0,0.24200631188856586,0.23192127639641122,0.22256605717779068,0.2133806384057249,0.20444607831924655,0.1958192007183398,0.1871335506545046,0.17881342824894056,0.1705862540419403,0.16256332753749975,0.15471065750564192,0.1470041982871902,0.13944926519052686,0.13201125288641546,0.12471764659569913,0.1175322916067743,0.1104716330221718,0.10353531512406491,0.09667214090415327,0.08991658130551525,0.08325805090773192,0.07668072243362942,0.07016462930738443,0.06373984473504538,0.0573594804176081,0.05104051275660142,0.04477810754830565,0.03855508924737895,0.032365656792295076,0.026231036702724086,0.020108237890205473,0.01200289656010212
0,9.0,0.014115474074744411,0.012855859463023055,0.012041324664839273,0.011284568580004966,0.010485632198987242,0.009703182790829545,0.008956173551809393,0.008211749320930668,0.007498854283599024,0.006822414548540724,0.006047306887236332,0.005348005604911471,0.0046867648848374025,0.003949325355919752,0.0033488953352074843,0.0026111869801662725,0.0019177820377044405,0.0012524380239347125,0.0005875523192377088,0.0001917114182947691,0.0009095615425660317,0.0014636856012061844,0.0021421474283909118,0.0029307927824722786,0.0034707801715972916,0.0041456289960292375,0.004812076453070839,0.005513778358629581,0.006175741111726708,0.006862054107007762,0.007556345709696746,0.0070800248113519915
0,15.0,0.010697341419435201,0.009816348867867038,0.009222058057607688,0.008644894764057984,0.008054077082811348,0.007518531284987028,0.007014017022104791,0.0063491124535625006,0.005838384428046977,0.005264333285870801,0.00479242070425678,0.004243832811909384,0.0036735572634827582,0.0030426282910332877,0.00263457409999404,0.001918824150941508,0.0015851845183888266,0.0011459207341703841,0.0007215807484356768,0.001626547106999957,0.000922861292029764,0.001469214290579735,0.002038413328466839,0.0025275081345628647,0.0030800456946641205,0.003981897516614348,0.004502559231171584,0.004825125276481322,0.005370904755714254,0.0059462260565085545,0.006587937620387235,0.006396699794085914
0,18.0,0.03027801905325891,0.02867741787359937,0.027188723122724724,0.025745480577139237,0.02448442866080904,0.023033503901859136,0.021598846601914426,0.020205977280752373,0.018868295846936032,0.01760982672865144,0.016261775885049345,0.015012634184801449,0.013957698180115845,0.012488899244243215,0.011258647987665677,0.010079537459923429,0.008874584030728402,0.008082439485006187,0.0064684421287060975,0.005363785368643282,0.004212194684268683,0.0029479056829263403,0.0017435976421077027,0.0007584889459517918,0.0006851370503610176,0.0018539345150837723,0.0029696006193279585,0.004155041118394327,0.005338128692402209,0.006661994189584027,0.007729703079806107,0.008085897789690159
0,23.0,0.004771478086222341,0.0036353178661285178,0.003079407511083553,0.002904181911373806,0.002433048523921885,0.0014274909216973762,0.0008951493268009621,0.00035121855451087036,0.0002979968243076744,0.0008545214713713161,0.001351606960408736,0.002111691024720603,0.002332512005300942,0.0029733335206690763,0.0034149620059969665,0.003940714293149896,0.004546296558959378,0.005035238520908513,0.005598833270978243,0.006132391563100331,0.0067250689555036405,0.007264517809792975,0.007829747289995906,0.008412305489893244,0.008996205679559003,0.009596630009074358,0.010211116027532425,0.01081203038577962,0.011429643873954454,0.012067128892862088,0.012715136669193765,0.011476355013182834
0,27.0,0.019537008000150298,0.018330896541100407,0.01736361187409109,0.016408742763249017,0.015455776342414733,0.014531853070006187,0.013605899198995807,0.012705788394300114,0.01180242077317339,0.010927647413764958,0.010040300954688913,0.00919034873152149,0.008312110184338105,0.007461231479860302,0.006622595649453375,0.005771746493338894,0.004969873915376703,0.004493193533397171,0.003325411607038912,0.0024504502900398427,0.0016675185855728018,0.0008594810903803082,0.0015370501097072648,0.0010164904815653359,0.0016879164018241402,0.002513326028572669,0.003342464307263586,0.0041766411438023425,0.005028640662767669,0.005955913622800315,0.006707566091339873,0.006525069129104715
0,29.0,0.009540632571400115,0.008769703446788114,0.008312859384375374,0.007868144580043908,0.007462304381219283,0.007046208831253805,0.0066500123977923774,0.006197708790986389,0.005793048277716034,0.005407460799747823,0.0050985372710875875,0.004624935785617396,0.0042874739248344,0.0038576835125527617,0.003472563816745984,0.0031080432980796265,0.0027211769184228357,0.0023608136206779134,0.0020049787084505046,0.004555015831793583,0.0013095183645636034,0.000896625803219787,0.0005989648270279097,0.0002914224193658875,0.00403625903681842,0.0006450261333309133,0.0010563925103149994,0.0013310553422295934,0.0017011338220361744,0.0021045474744307486,0.002432180716119529,0.0032603867558512385
0,32.0,0.0954208242773715,0.09123680992150822,0.08711544540158202,0.08310075541544115,0.07916346596774043,0.07532201505397056,0.07155937784316752,0.06785941255860418,0.06423913312148877,0.06068072013321269,0.05718596114219855,0.05373697604863182,0.05034157905869645,0.0469993911669326,0.043700838055549716,0.04045335497847408,0.03724806974327627,0.034220344737487765,0.030969380284545295,0.02787993034818846,0.024827094812717082,0.02178652979094595,0.019127351006915608,0.0158361521973854,0.012776581288419186,0.009790821481011803,0.006859920760635638,0.004237365921905979,0.0009309942476753843,0.0026493589805320836,0.005055969102457501,0.007040825121451737
0,33.0,0.014990574632372232,0.013769669507328112,0.012681536556393746,0.01160785008077964,0.01054773000651843,0.009559943142935644,0.008445331136901445,0.0074241159497901756,0.006360436745213723,0.005413679259631328,0.00449568925127009,0.0034743711256453825,0.0027646667536302513,0.0014134568357235884,0.00112913617870727,0.0009854520349899532,0.002077124915798101,0.002970983099157558,0.004026927425308776,0.005104956852032175,0.006130514587171232,0.0071994428515772205,0.008266658914322482,0.009377004996109389,0.01047477571098025,0.011595047796079422,0.012663283229449093,0.013797711042245645,0.014946890374594084,0.016124135333125993,0.017326043511287727,0.015827833576412688
