,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,2.0,6.570169528632571e-06,5.999111023035779e-06,5.8091107004762225e-06,5.6375590376013404e-06,5.47792740916095e-06,5.33316870188626e-06,5.2035736668861206e-06,5.087725209896317e-06,4.984369929024647e-06,4.89480337000324e-06,4.8173061987765e-06,4.750768134483886e-06,4.694326735319584e-06,4.650623428168177e-06,4.616301729871529e-06,4.592879147918713e-06,4.5791623379587305e-06,4.575500834331799e-06,4.583300835195602e-06,4.6004265772443175e-06,4.626750015614096e-06,4.66821657769433e-06,4.713700443047431e-06,4.773064790516347e-06,4.844078102171386e-06,4.923900631262002e-06,5.01459435002063e-06,5.1160544256622055e-06,5.227928049458501e-06,5.350096719204905e-06,5.486017251669011e-06,5.633108969230673e-06,5.793095155267561e-06,5.959913830967452e-06,6.146962177235187e-06,6.340277417343708e-06,6.551254256291234e-06,6.777189581942043e-06,7.022913077092638e-06,7.2832262857741275e-06,7.561151736792311e-06,7.856958436128318e-06,8.174682855340744e-06,8.511975166653943e-06,8.869203686302043e-06,9.250714487633152e-06,9.655542453189902e-06,1.0086968950036888e-05,1.0546178767929425e-05,1.0262579022913706e-05
0,3.0,1.2001989411096736e-05,1.1050180991699995e-05,1.060113959011831e-05,1.0175699016420325e-05,9.779274675457144e-06,9.40741438843969e-06,9.064023105567667e-06,8.743986240599773e-06,8.451595706395336e-06,8.173274153265374e-06,7.935505266239178e-06,7.676810701219385e-06,7.453180811240527e-06,7.2453145118051e-06,7.0554557081348725e-06,6.884147468942168e-06,6.727671098024235e-06,6.587221591103864e-06,6.463033287999527e-06,6.364570033735204e-06,6.258134632853818e-06,6.1763024537152405e-06,6.106722823715972e-06,6.048956429428547e-06,6.003612579096411e-06,5.971544685432884e-06,5.952704617899195e-06,5.943292121685654e-06,5.940578182135395e-06,5.9504195425241505e-06,5.971522472438331e-06,6.001924171866739e-06,6.044641008415606e-06,6.0994599254745705e-06,6.166483726445343e-06,6.246507185429797e-06,6.336940086676284e-06,6.440210610978555e-06,6.558536689429136e-06,6.692824519540354e-06,6.841969582203498e-06,7.007819764472514e-06,7.191176999406265e-06,7.393043563755586e-06,7.618042463856696e-06,7.866938469444126e-06,8.138799118122612e-06,8.434473562828343e-06,8.761386641590865e-06,8.458143888290574e-06
0,4.0,4.600322680628285e-07,1.8018713479169955e-08,1.0094522898550625e-07,1.3788818870534586e-09,1.7223746391209675e-09,7.036482437907072e-09,1.977860638992005e-08,3.793057228903505e-08,6.340684454437985e-08,9.699074792347064e-08,1.3404267154780935e-07,1.916788425794178e-07,2.3654864164869984e-07,2.9893414834001316e-07,3.70057728647412e-07,4.503260390812841e-07,5.39573958060738e-07,6.398736637527521e-07,7.494389549149957e-07,8.712771192529295e-07,1.0033347657101876e-06,1.1514748746938195e-06,1.2993643215514384e-06,1.4617546683581291e-06,1.6416395524155158e-06,1.834763092650045e-06,2.0413213976153693e-06,2.2652127726415255e-06,2.504861522082262e-06,2.764320809023936e-06,3.0416795568673782e-06,3.341071970897303e-06,3.665707136822513e-06,4.001201241606293e-06,4.371619280864517e-06,4.788019546470051e-06,5.184762309310743e-06,5.640541379849142e-06,6.127222820311301e-06,6.647128172338092e-06,7.201570352094708e-06,7.793740295761688e-06,8.425594479672621e-06,9.099880994329072e-06,9.81979091235539e-06,1.0584735224991917e-05,1.1421290827302155e-05,1.2282903122514963e-05,1.3201803939302636e-05,1.3168232081059052e-05
0,5.0,3.5933321378310726e-05,3.3674031935463974e-05,3.200225023663802e-05,3.0434483079045e-05,2.896314560194289e-05,2.7587143213414572e-05,2.6294391446491164e-05,2.508201559798888e-05,2.394722686936168e-05,2.2886358867436043e-05,2.189440309637938e-05,2.0971160684747524e-05,2.010102477119851e-05,1.930145214998759e-05,1.8551208482420427e-05,1.7851868333869803e-05,1.7204064134289147e-05,1.6601036635039897e-05,1.6042012416243225e-05,1.552360052518261e-05,1.5046299644419725e-05,1.460608715230565e-05,1.4200475897057118e-05,1.3836981629674038e-05,1.349250219868993e-05,1.3185188587132937e-05,1.2910701933050503e-05,1.265948731480079e-05,1.2437934006939044e-05,1.2243449807729449e-05,1.2076755739905075e-05,1.1932241000485626e-05,1.1813784957273235e-05,1.1719190378901443e-05,1.1650269169733101e-05,1.1693514389276499e-05,1.1637824256308815e-05,1.1672450554144606e-05,1.1755969897643934e-05,1.1868498946762047e-05,1.2004257981371953e-05,1.2169609835202486e-05,1.2360184328808226e-05,1.2576497183240263e-05,1.2820068255653326e-05,1.309331010585655e-05,1.3421913057186254e-05,1.3677017607933928e-05,1.3984572601878236e-05,1.3296489071124132e-05
0,6.0,9.348574685428502e-05,8.801327775898442e-05,8.436276055656506e-05,8.092801697066024e-05,7.769655817652834e-05,7.465559753195372e-05,7.17950903937313e-05,6.910254015722146e-05,6.656758695557948e-05,6.418279411025438e-05,6.193655345566187e-05,5.9821891495938495e-05,5.783055828621745e-05,5.595360643213877e-05,5.41866676822562e-05,5.252150870144673e-05,5.095361752860842e-05,4.947625611972627e-05,4.8084486492270055e-05,4.679389886911485e-05,4.553730473918222e-05,4.437183242981728e-05,4.327155787829281e-05,4.2233595970405384e-05,4.125378475499821e-05,4.0327084662420095e-05,3.9447295558514854e-05,3.8622209104612434e-05,3.783640200901955e-05,3.7091066132660296e-05,3.638373540087423e-05,3.570747398007893e-05,3.5064862110740504e-05,3.4449594431851495e-05,3.386144316140978e-05,3.3295774817318485e-05,3.275104164091676e-05,3.222481114445058e-05,3.171142209450426e-05,3.121198727712379e-05,3.072334330906393e-05,3.024713159527114e-05,2.976797601178848e-05,2.9300425638126135e-05,2.883296028354383e-05,2.8363286433766387e-05,2.7890418044985465e-05,2.7411898147122957e-05,2.6929337144919867e-05,2.4687694758506764e-05
0,8.0,3.7245848446751204e-05,3.385412124231337e-05,3.221037203900344e-05,3.066902617995919e-05,2.923357483070541e-05,2.7877238298122247e-05,2.6613237749672482e-05,2.5432647912833383e-05,2.4326856164976985e-05,2.329481757973214e-05,2.2335022348467134e-05,2.186489148445759e-05,2.0591175278861805e-05,1.9800676345755518e-05,1.9084948758684713e-05,1.840646656131713e-05,1.7779090622627824e-05,1.7197785031404647e-05,1.6659769895696712e-05,1.616384393968032e-05,1.570752735243842e-05,1.52862428717834e-05,1.4907311903302151e-05,1.4559669744052243e-05,1.4252220276668723e-05,1.3963364005635023e-05,1.3711576960592134e-05,1.349047666470375e-05,1.3453311088110379e-05,1.3330779404241253e-05,1.2996987252102015e-05,1.288856156465051e-05,1.2808668019372332e-05,1.2749425686603584e-05,1.2719289484779714e-05,1.2714780962013876e-05,1.2736465975432556e-05,1.278370043504637e-05,1.2856648294584923e-05,1.3101981365459403e-05,1.3227914400215498e-05,1.3239346488686556e-05,1.3900180504249506e-05,1.3639423828571766e-05,1.3874624527208343e-05,1.4148454656080783e-05,1.4452977281246329e-05,1.4791140809716735e-05,1.5165707857435429e-05,1.4460188103763159e-05
0,9.0,3.964135624423762e-05,3.759969897243024e-05,3.6148961047961786e-05,3.480934403828375e-05,3.353219573959641e-05,3.234633089787054e-05,3.124858443170437e-05,3.0218378275702206e-05,2.9283013919588996e-05,2.837638651200324e-05,2.7549945422079894e-05,2.6784694683865533e-05,2.608319962025781e-05,2.542444977429233e-05,2.4819487571787134e-05,2.4266193881613852e-05,2.3759786212729927e-05,2.3297453206521435e-05,2.288146483291277e-05,2.2501136950561907e-05,2.2168871899896e-05,2.1876029978286606e-05,2.162227237522021e-05,2.140859621761902e-05,2.1242172793466094e-05,2.1102595358925126e-05,2.1007411257686652e-05,2.0951730512034314e-05,2.0935309811984168e-05,2.095854052014321e-05,2.1025532502682397e-05,2.1132832009497577e-05,2.127970007101634e-05,2.1469739448302506e-05,2.1702735619677433e-05,2.1979516460451385e-05,2.2300914665834985e-05,2.267061084041066e-05,2.308613600656279e-05,2.3552222824493443e-05,2.406651144252937e-05,2.46368008649946e-05,2.5257351653649524e-05,2.5939263969580915e-05,2.668097063988205e-05,2.7486869300388747e-05,2.8375499213700023e-05,2.9307908184241876e-05,3.034476411100153e-05,2.9175542161216073e-05
0,10.0,1.359528431244188e-05,1.2280818515826841e-05,1.1216190242497454e-05,1.0212890731081161e-05,9.267229388084873e-06,8.379493477349684e-06,7.545284878722007e-06,6.761682369390982e-06,6.028545844397002e-06,5.339676339465791e-06,4.696642796154922e-06,4.103041960093459e-06,3.549995229580915e-06,3.040133670123082e-06,2.571705994636281e-06,2.143537826942754e-06,1.7590001307598557e-06,1.4074159145130353e-06,1.098352731252152e-06,8.27232310872765e-07,5.950719050579905e-07,3.9983505261719306e-07,2.4458041024420726e-07,1.2682757231678605e-07,4.709164181931007e-08,6.739152160611341e-09,4.203280357701171e-09,4.2493357874021515e-08,1.2085863749934256e-07,2.396644032972073e-07,4.0058223426264984e-07,6.04974902701428e-07,8.515208039528339e-07,1.144210356472923e-06,1.4845259859497506e-06,1.8735307165828438e-06,2.3135157463928875e-06,2.807857505339291e-06,3.3558547563140486e-06,3.961944394105181e-06,4.629023040621554e-06,5.360260046582298e-06,6.1582802573005136e-06,7.025644693131146e-06,7.967891575897326e-06,8.9896221121112e-06,1.0089444205404428e-05,1.1278576148325918e-05,1.2551721603945543e-05,1.293681011468189e-05
0,11.0,8.88871665970938e-06,8.142938320494037e-06,7.977652722696041e-06,7.824192363229046e-06,7.695282975896111e-06,7.578552599588832e-06,7.484445358778988e-06,7.395418091051021e-06,7.362588386699995e-06,7.274786357845096e-06,7.23841018557673e-06,7.216839585563454e-06,7.223446639673918e-06,7.229484017811416e-06,7.259934142031941e-06,7.306036227379436e-06,7.3689160956004535e-06,7.452548980523938e-06,7.539487833647825e-06,7.649695042403022e-06,7.77821985053454e-06,7.923719017024765e-06,8.08807761137884e-06,8.274815237158205e-06,8.466503201087159e-06,8.683604708299545e-06,8.920751127028844e-06,9.180094172906485e-06,9.46128393322778e-06,9.76817763519921e-06,1.0096316427686038e-05,1.0451398613748172e-05,1.0833646500448194e-05,1.1244783371335874e-05,1.1686488208176607e-05,1.2161776984507855e-05,1.2671777263777559e-05,1.3215714119502005e-05,1.3797634820493136e-05,1.441904723342428e-05,1.5083760352779998e-05,1.5796086071795818e-05,1.6552664274561877e-05,1.7361683475723566e-05,1.8226872092250053e-05,1.913986776186209e-05,2.0112089384423996e-05,2.1152638613816664e-05,2.225945967307316e-05,2.1769538493926907e-05
0,12.0,4.834271858447986e-05,4.524003708656802e-05,4.292456387089261e-05,4.0758023301942466e-05,3.871359081146265e-05,3.678330406584098e-05,3.494811411292083e-05,3.3218802538183274e-05,3.158885218287215e-05,3.0022550098446292e-05,2.856369694732264e-05,2.7168752954468684e-05,2.585883106974172e-05,2.4623902196835392e-05,2.3460851048887452e-05,2.2370767709152676e-05,2.1332872173362027e-05,2.0359476387053984e-05,1.944058837171084e-05,1.8577222368882258e-05,1.7762005930158935e-05,1.6994894575698417e-05,1.6273970762001446e-05,1.5600843816373145e-05,1.4959486592235015e-05,1.4363601635539827e-05,1.3872059710379308e-05,1.3275503412762333e-05,1.2783669264256437e-05,1.2323265003321154e-05,1.1915195276971534e-05,1.149107290683808e-05,1.1117022319707093e-05,1.0770217714040621e-05,1.0445263625899916e-05,1.0152949481716236e-05,9.875654695145464e-06,9.700371306318898e-06,9.394288708075108e-06,9.18668197162925e-06,8.996887775727133e-06,8.822097789689708e-06,8.674618643452774e-06,8.539399137775857e-06,8.421161067446238e-06,8.315830238156443e-06,8.225700415774167e-06,8.153741905197777e-06,8.097048595609269e-06,7.476352454698865e-06
