,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3,7,7,6,8,8,7,7,6,5,5,6,7,8,7,6,6,7,6,6,6
0,4,6,6,4,3,3,4,4,5,5,4,5,5,5,6,5,5,6,7,7,7
0,6,6,4,5,6,8,10,11,12,10,8,6,5,4,5,5,7,7,8,7,8
0,10,6,6,6,7,7,6,5,5,5,5,5,5,5,4,5,4,4,4,6,5
0,11,2,3,3,3,3,3,3,4,4,4,4,4,5,4,4,5,5,4,6,6
0,14,4,5,4,4,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2
0,15,4,3,5,5,4,5,5,3,3,4,3,3,4,4,4,5,5,5,5,5
0,16,3,3,3,4,4,4,4,4,4,4,4,5,6,6,5,6,5,3,3,3
0,17,4,4,4,4,4,5,5,5,4,5,5,5,6,6,5,4,3,2,2,3
0,24,4,6,7,7,9,8,7,6,6,5,7,7,8,8,8,6,6,6,7,6
0,30,4,4,4,5,5,6,6,4,4,4,4,4,4,4,4,5,5,6,5,6
0,33,4,5,4,5,4,3,3,5,4,4,6,5,4,5,5,4,5,6,6,5
0,35,5,5,5,7,6,7,5,5,4,4,3,4,4,4,4,4,5,4,4,4
0,38,6,4,5,5,5,5,6,6,5,5,6,5,4,5,5,4,4,4,5,5
0,39,4,4,3,3,4,3,3,4,4,3,4,5,4,4,4,4,4,4,4,4
0,40,3,3,4,4,6,5,6,6,5,5,6,5,5,5,5,5,5,6,7,7
0,44,5,5,5,4,5,4,4,5,5,4,5,5,5,7,7,6,6,5,5,5
0,51,4,5,5,4,5,4,4,4,3,3,5,4,4,5,5,4,5,5,4,4
0,52,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4
0,55,5,5,5,4,4,3,3,5,5,4,6,7,5,6,6,4,3,5,5,6
0,56,6,6,7,5,5,5,5,3,4,2,3,3,4,4,4,3,3,3,2,3
0,59,3,4,5,6,6,6,7,6,5,5,5,6,6,6,6,6,3,4,4,4
0,60,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3
0,63,6,6,4,4,4,3,4,4,5,4,5,5,4,4,3,3,2,3,3,4
0,67,6,5,5,6,5,5,6,6,5,4,6,6,5,6,6,5,6,6,4,5
0,68,3,3,4,4,5,5,5,3,3,4,5,5,6,6,6,5,5,3,6,5
0,70,5,4,5,5,5,6,5,3,4,3,3,4,4,3,5,4,4,4,5,4
0,77,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,4
0,83,6,6,5,4,4,4,5,5,4,5,4,4,4,5,4,5,6,6,5,5
0,84,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,88,5,4,3,3,3,4,5,4,4,4,5,5,5,5,4,2,3,2,3,2
0,89,5,5,5,5,6,6,5,5,4,3,3,3,3,4,5,5,5,5,5,3
0,99,5,5,5,6,5,4,4,4,3,3,5,5,5,5,5,3,3,3,2,2
0,101,7,6,7,7,7,6,8,7,6,6,5,4,5,5,5,6,7,7,8,8
0,102,3,4,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3
0,107,3,2,3,4,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4
0,109,5,5,3,3,4,3,3,4,4,4,4,4,3,3,3,3,4,4,5,4
0,114,8,7,7,7,7,6,5,4,3,2,3,3,4,4,5,5,5,5,6,5
0,115,4,4,4,5,5,5,4,4,5,5,4,4,3,3,2,3,4,4,4,4
0,116,4,3,4,4,4,4,4,3,4,4,3,4,6,6,5,5,5,3,3,4
0,121,8,10,10,8,7,8,7,8,8,6,5,3,3,3,3,4,5,6,6,6
0,123,2,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,4
0,126,5,3,3,3,3,3,3,4,5,5,5,5,4,5,4,5,5,4,3,5
0,127,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,2,2,3,2,3
0,129,5,5,4,4,5,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3
0,131,5,5,5,4,2,4,5,4,5,5,5,4,4,4,5,5,5,4,4,4
0,132,4,4,3,4,3,3,4,4,3,3,3,3,4,4,5,5,5,4,5,4
0,133,4,4,5,5,3,4,5,4,3,3,5,4,4,4,6,4,4,4,4,3
0,136,6,5,4,5,5,6,6,7,6,7,7,6,5,4,4,3,4,6,5,4
0,139,3,3,3,4,3,3,3,3,2,3,3,3,4,4,3,3,3,2,2,2
0,141,4,3,4,4,4,5,6,5,5,6,5,5,7,6,6,6,6,5,5,5
0,142,4,3,3,3,4,3,3,4,3,3,3,4,4,5,5,5,5,4,4,4
0,145,5,5,4,4,4,4,4,4,5,5,4,5,5,4,4,3,3,2,3,3
0,147,4,4,3,4,4,3,3,4,4,3,3,3,4,3,4,4,5,3,4,4
0,150,6,6,6,6,6,6,6,7,6,7,6,6,5,5,4,5,5,6,6,6
0,153,3,4,3,3,4,3,3,4,4,4,4,4,4,5,5,4,5,7,5,6
0,157,5,4,4,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,3
0,158,4,4,5,6,6,5,6,6,5,5,5,4,4,7,7,6,6,5,2,3
0,162,3,4,3,3,2,2,1,1,2,2,2,3,3,4,3,3,2,2,1,2
0,165,6,5,3,4,4,4,5,5,4,4,3,2,2,3,4,4,5,4,4,3
0,166,5,5,3,4,6,5,5,5,4,3,4,5,4,5,4,4,3,4,4,4
0,167,2,2,4,7,7,7,8,9,23,26,27,26,23,6,4,7,9,9,9,9
0,170,2,3,3,3,5,5,4,5,6,5,5,5,4,3,2,4,3,3,4,4
0,172,3,3,4,4,4,5,4,3,3,4,4,4,5,4,3,3,3,3,3,3
0,174,5,5,3,4,3,3,3,3,3,3,4,3,3,4,4,2,3,3,2,2
0,175,2,3,3,3,5,5,4,4,5,5,5,4,5,4,3,4,5,3,3,4
0,180,2,2,3,3,3,3,2,3,3,3,4,4,3,4,3,3,4,4,3,4
0,181,6,6,6,7,7,6,6,7,5,5,5,4,4,4,4,4,4,4,4,4
0,184,2,3,3,3,5,5,4,5,4,3,2,3,3,3,4,4,3,3,4,4
0,185,2,3,3,3,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,3
