,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,4.0,4.499291551134572e-05,4.38944292726714e-05,4.291901145086143e-05,4.204213431124869e-05,4.125885947903259e-05,4.056566809181532e-05,3.995934690266296e-05,3.943932936781114e-05,3.900158460924609e-05,3.863699804331942e-05,3.835091087691248e-05,3.8149983809996986e-05,3.803595618646775e-05,3.7994245712105626e-05
0,9.0,2.767985922304056e-06,2.7893570026778203e-06,2.8145636700902165e-06,2.8345118484676587e-06,2.847772356077193e-06,2.855261099278718e-06,2.8564364379978203e-06,2.8510802790572453e-06,2.838643214628581e-06,2.8193623005675355e-06,2.7930588662081766e-06,2.7595650807280894e-06,2.718301935800541e-06,2.692275412933986e-06
0,12.0,1.5718679754776658e-05,1.5203178412698935e-05,1.475179560408267e-05,1.4336921043892135e-05,1.3957075834498888e-05,1.3610859670419105e-05,1.3294785865474146e-05,1.3016173340903338e-05,1.275406949613529e-05,1.2525665822789352e-05,1.2324173410798509e-05,1.2147857031038902e-05,1.1996537965074457e-05,1.1869465459963827e-05
0,14.0,3.110901437197811e-05,2.9220480596210175e-05,2.7461135615486926e-05,2.5804670067418542e-05,2.4246004992806852e-05,2.2772190291359227e-05,2.1388554347634513e-05,2.008500235881197e-05,1.8858389416272426e-05,1.7703885215424423e-05,1.6617353676444055e-05,1.559588991179332e-05,1.463448419235845e-05,1.3735690007463391e-05
0,21.0,5.9067529437996166e-05,5.7239696554502336e-05,5.5576041028262444e-05,5.404044914854852e-05,5.263908405762162e-05,5.135953369457273e-05,5.020021934648765e-05,4.9153116223692334e-05,4.821543458269303e-05,4.738091471032869e-05,4.664673613322878e-05,4.60088679883948e-05,4.5467375947634647e-05,4.5020256995748276e-05
0,28.0,2.822145170316529e-07,2.3606995170532005e-07,2.1423585665811077e-07,1.9372026171594537e-07,1.7440223350337186e-07,1.5626264857650735e-07,1.390168513339153e-07,1.232677461018431e-07,1.0827340712546212e-07,9.438744690766077e-08,8.185074896736927e-08,7.014428503546413e-08,5.977414814765486e-08,5.088418460515591e-08
0,29.0,3.164850536849654e-05,3.1406138166728035e-05,3.126069170142157e-05,3.118167046518557e-05,3.116770114642589e-05,3.12182156131654e-05,3.133471964470231e-05,3.1516834819094205e-05,3.176575271598402e-05,3.20814906792489e-05,3.2465979557905216e-05,3.291969175296466e-05,3.3444550312815025e-05,3.404040484975564e-05
0,35.0,1.3963482160487558e-05,1.3623244373423005e-05,1.3344662621291412e-05,1.3095691272391579e-05,1.2875647319953307e-05,1.2683469843239114e-05,1.2518250653769944e-05,1.2383258733718615e-05,1.2266313698326912e-05,1.2178672947662236e-05,1.2115850117819622e-05,1.2077547942334031e-05,1.2063980624803076e-05,1.2075259486706104e-05
0,37.0,2.5812878609166503e-05,2.207065549369966e-05,1.879291465881143e-05,1.5858617654903775e-05,1.324104957951233e-05,1.09124217000434e-05,8.858975672412632e-06,7.055583342518412e-06,5.488932585604635e-06,4.1412035732588325e-06,3.001970887694061e-06,2.059119842743628e-06,1.3026554521754167e-06,7.230440350368248e-07
0,39.0,3.06493647525021e-05,2.9356947605929598e-05,2.8172506549328898e-05,2.7071475340209894e-05,2.6049042994179547e-05,2.5099764981614456e-05,2.4221058467360877e-05,2.3407261199635375e-05,2.265689497218123e-05,2.1965061109387638e-05,2.1327434186936046e-05,2.074378023639491e-05,2.0209510723330762e-05,1.9730900830841253e-05
