,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,2.0,2.6766845915306397e-06,2.5700075977914984e-06,2.4890582494702253e-06,2.4152479478040043e-06,2.3471030190676737e-06,2.2850446688644153e-06,2.229389807751392e-06,2.1796931469158e-06,2.135581394664614e-06,2.096943363055328e-06,2.063479019090546e-06,2.035049738619603e-06,2.011423110452924e-06,1.9924733574535614e-06,1.977805099531032e-06,1.9676251571808027e-06,1.9618316367004763e-06,1.96054719543989e-06,1.963599086485011e-06,1.9708260040982378e-06,1.9822248514581892e-06,1.998358609599112e-06,2.0195330172971723e-06,2.0453127084180612e-06,2.0752270335801805e-06,2.1095286597489243e-06,2.1485059639350634e-06,2.191946286803535e-06,2.2399356454697034e-06,2.2925559912182033e-06,2.3504280424010687e-06,2.4136016512752876e-06,2.481159335928514e-06,2.5537395475231794e-06,2.632023588619995e-06,2.7164587128100772e-06,2.8072051569249317e-06,2.904553887825563e-06,3.0090334321153304e-06,3.1205866404252775e-06,3.2397242534447205e-06,3.3668075116579247e-06,3.502308532780587e-06,3.646665594029925e-06,3.800371695949195e-06,3.9638534813507305e-06,4.137466788732565e-06,4.322289462684859e-06,4.518349681690209e-06,4.726046583428201e-06
0,3.0,4.962900951349473e-06,4.735596501303344e-06,4.5419201772815354e-06,4.360039089759667e-06,4.190020120420672e-06,4.031076411031126e-06,3.883398425127433e-06,3.7466209319384355e-06,3.6201227354701247e-06,3.502160659918177e-06,3.393340664164107e-06,3.2894169043459157e-06,3.1933369686615817e-06,3.1045875046002807e-06,3.0231450881756424e-06,2.949166862252915e-06,2.882235192455336e-06,2.822303431165022e-06,2.7692146842099803e-06,2.722597507231799e-06,2.6814140784488257e-06,2.6463197580687506e-06,2.6165404675587663e-06,2.5918436562976993e-06,2.5723053270527823e-06,2.558465077220852e-06,2.5499400796882127e-06,2.545477960245435e-06,2.545065662908443e-06,2.5496725533855908e-06,2.5584549986887845e-06,2.5716241534346786e-06,2.58988940783606e-06,2.6133992592353246e-06,2.6422928222295126e-06,2.676311662446937e-06,2.7150697765480342e-06,2.759523655655099e-06,2.810074860141806e-06,2.867493360681856e-06,2.9316103302349682e-06,3.0026105659594816e-06,3.080953540452753e-06,3.1674076012828128e-06,3.2638006102098824e-06,3.37015650972801e-06,3.4869335747690424e-06,3.6145208414465875e-06,3.7540490166843026e-06,3.9033769661807164e-06
0,4.0,4.175109894420965e-08,7.801399987118437e-09,9.429364848756065e-09,5.715670593375898e-10,6.850224367877864e-10,3.1681125402700193e-09,8.356460935746541e-09,1.633202478222553e-08,2.719832152258122e-08,4.099307896801888e-08,5.777622316918765e-08,7.907466063595482e-08,1.0150536284628925e-07,1.282513687319345e-07,1.5873434942846338e-07,1.9310298226631806e-07,2.3136618446861877e-07,2.7424490219688433e-07,3.212647609221083e-07,3.7353885766371356e-07,4.3005889675265034e-07,4.912335395243668e-07,5.568857618170059e-07,6.273069622072778e-07,7.036298291394329e-07,7.858878850358935e-07,8.748507052865987e-07,9.707564661981286e-07,1.0735683320091108e-06,1.1846053875370615e-06,1.3033621910924603e-06,1.4309923693220552e-06,1.5689753611738686e-06,1.714743522156785e-06,1.8719638055517282e-06,2.0405798875577665e-06,2.221937681706816e-06,2.417421805227242e-06,2.6258325396997914e-06,2.848528428263262e-06,3.086015858883516e-06,3.3400393665967344e-06,3.6109063044634943e-06,3.899652092131802e-06,4.207915677627904e-06,4.537147957554914e-06,4.8905294685154015e-06,5.260564220814659e-06,5.655775978921682e-06,6.074285619080702e-06
0,5.0,1.5211289046161676e-05,1.442949097081329e-05,1.3712419963333405e-05,1.3041076687694283e-05,1.2411670507487371e-05,1.182121744679647e-05,1.1267181537721815e-05,1.0747418710191496e-05,1.026102544767756e-05,9.806491053889068e-06,9.381701565988337e-06,8.985219782521368e-06,8.614781694231638e-06,8.270328525304612e-06,7.948768840964393e-06,7.64942059528991e-06,7.371521846713273e-06,7.113158368895925e-06,6.873392261981496e-06,6.651566694983462e-06,6.4468921255419945e-06,6.258267950780186e-06,6.084864744365483e-06,5.926524298426611e-06,5.781130927511697e-06,5.649451252593858e-06,5.5307562048633015e-06,5.4237563931555705e-06,5.329135267706609e-06,5.245997428576869e-06,5.1739989326974375e-06,5.112507005229677e-06,5.0616844405910186e-06,5.021231026107983e-06,4.9915036542048984e-06,4.981681475853059e-06,4.98188171595003e-06,5.000622231470115e-06,5.036197167935506e-06,5.084889032786808e-06,5.1442556841315576e-06,5.214647218935632e-06,5.295846845593614e-06,5.388354745376979e-06,5.493345694808135e-06,5.608964594814483e-06,5.732370545482099e-06,5.85850132352491e-06,5.991920446108864e-06,6.131479537592435e-06
0,6.0,3.944342143105467e-05,3.7714034601129164e-05,3.614991767292674e-05,3.467823006272488e-05,3.329347638644613e-05,3.1990502690489865e-05,3.076461966494862e-05,2.9610990507639386e-05,2.85250045126364e-05,2.750254323582985e-05,2.654039908375457e-05,2.5634551474311626e-05,2.4780751668020585e-05,2.397656074369097e-05,2.3219265270913507e-05,2.2505805404947896e-05,2.183393568804539e-05,2.1201009876895264e-05,2.0604797259154617e-05,2.004502150089081e-05,1.9513500200224415e-05,1.9014000936779098e-05,1.8542705664288918e-05,1.80979875314259e-05,1.7677927114828383e-05,1.7281060187835956e-05,1.6905784301756185e-05,1.655079967116296e-05,1.6214258499888484e-05,1.5894752771484216e-05,1.5590591521831505e-05,1.5301936250327843e-05,1.5026442078949292e-05,1.4763196793880254e-05,1.451120421932761e-05,1.4269013250307393e-05,1.4035444423735992e-05,1.3809730890212193e-05,1.359022109587941e-05,1.3376289113098024e-05,1.3166935528744332e-05,1.2961858249698701e-05,1.2758957615921398e-05,1.2557815364388795e-05,1.2357258138234365e-05,1.2156110705364116e-05,1.1953713510062171e-05,1.1748911306645475e-05,1.1540826249907748e-05,1.1339504724429019e-05
0,8.0,1.5332396402633715e-05,1.4506248510573566e-05,1.3801825148440795e-05,1.3141557434174934e-05,1.2524545222552596e-05,1.1945111466592536e-05,1.1403840158868341e-05,1.0897490307032726e-05,1.042374262337893e-05,9.981555535297893e-06,9.568980136402154e-06,9.211676462275993e-06,8.822966214519905e-06,8.487656661744625e-06,8.176437368316959e-06,7.886797590673012e-06,7.617943825147682e-06,7.368628269795257e-06,7.138306187981479e-06,6.925766262529134e-06,6.730281739491132e-06,6.550986413629697e-06,6.3874630755075864e-06,6.238329449334342e-06,6.103929245209482e-06,5.98283891303282e-06,5.875024650282478e-06,5.780075522108513e-06,5.7069437175500315e-06,5.638933899931274e-06,5.568973675738248e-06,5.522243234302793e-06,5.486853447930523e-06,5.462634015459436e-06,5.449762402737395e-06,5.447773976416361e-06,5.4569259110816284e-06,5.47718807743817e-06,5.508619378111347e-06,5.560023681512501e-06,5.614525377560622e-06,5.6720148368169126e-06,5.77838760962238e-06,5.841611166148223e-06,5.944603368671152e-06,6.06165370487298e-06,6.192540448061152e-06,6.3375972011555055e-06,6.498001808142282e-06,6.673017100429028e-06
0,9.0,1.6791308238963043e-05,1.611020581247383e-05,1.5490118388030528e-05,1.4912065191130443e-05,1.4368218483798919e-05,1.3860725289259538e-05,1.3388176249907799e-05,1.2948097524197402e-05,1.2539345790206905e-05,1.2158781828696325e-05,1.1805099201698284e-05,1.1477131484207635e-05,1.1174673799755972e-05,1.0894023524370173e-05,1.0635006143130877e-05,1.0397469365442907e-05,1.0180521010971881e-05,9.98211826401296e-06,9.802635324394036e-06,9.641090336204391e-06,9.497941763917905e-06,9.372360730246829e-06,9.264266121056357e-06,9.173128838216634e-06,9.099456863570913e-06,9.041607000970507e-06,9.001005141833113e-06,8.977188169902805e-06,8.970296714563805e-06,8.980594215981853e-06,9.00867264689679e-06,9.054563800583529e-06,9.118001330622414e-06,9.199283877571275e-06,9.298994139681697e-06,9.417816732679693e-06,9.555423045419414e-06,9.712824370763616e-06,9.89142074603649e-06,1.009120491067699e-05,1.0312410931937823e-05,1.0555920129929531e-05,1.0822153038240052e-05,1.11139271771571e-05,1.1431904559581724e-05,1.1777414274775769e-05,1.2153687966559985e-05,1.2557464440079118e-05,1.2996000833858148e-05,1.3463017631268371e-05
0,10.0,5.76112249059613e-06,5.263277561460842e-06,4.807629848532603e-06,4.377404859145e-06,3.97230110810511e-06,3.5919200529602823e-06,3.2344603845895053e-06,2.8984970646957455e-06,2.5843002299574207e-06,2.2897170459284093e-06,2.014476722654437e-06,1.7592885186207128e-06,1.522394466901723e-06,1.3037800996426103e-06,1.102851386915161e-06,9.196349223683298e-07,7.538052195484474e-07,6.040271942313111e-07,4.717028995140932e-07,3.550304656147276e-07,2.5534619466598387e-07,1.722592395875197e-07,1.0582083297638543e-07,5.534894659165096e-08,2.1225940865574275e-08,3.87479047513416e-09,2.80611849639755e-09,1.8980865483316023e-08,5.279771610729471e-08,1.0371138612440399e-07,1.726375124487524e-07,2.600860070701188e-07,3.659589232233441e-07,4.912270892231828e-07,6.372517767836147e-07,8.038636436285687e-07,9.927959350830251e-07,1.2042841087816403e-06,1.4391068222329522e-06,1.6986599322978425e-06,1.984668221285104e-06,2.2971242146785034e-06,2.6397156133471345e-06,3.0116556129211274e-06,3.4155119546236315e-06,3.851596021588061e-06,4.324598978701624e-06,4.8330244952225034e-06,5.380555278373007e-06,5.968173305646595e-06
0,11.0,3.5974625965103104e-06,3.488662232683137e-06,3.4165779495109184e-06,3.352415782620928e-06,3.2963957370715688e-06,3.247241570228643e-06,3.205013134610559e-06,3.168611237395844e-06,3.1412319146070868e-06,3.116878162602454e-06,3.1010636214794307e-06,3.092045047355612e-06,3.0909282027465485e-06,3.0974069089533502e-06,3.110725324918329e-06,3.1303049139624465e-06,3.15687630834577e-06,3.190657436088392e-06,3.230426044007583e-06,3.277585571715079e-06,3.332298535225291e-06,3.394963871841165e-06,3.4658278552138325e-06,3.543567469761191e-06,3.62777744492317e-06,3.7204742982680583e-06,3.821989813468648e-06,3.933338710333367e-06,4.05428390408452e-06,4.185562836618549e-06,4.326462185515486e-06,4.478180988723667e-06,4.641971264171474e-06,4.817887306656426e-06,5.0074352246385786e-06,5.211054154663063e-06,5.42983533295584e-06,5.662814368023093e-06,5.912052466957747e-06,6.178523822949317e-06,6.463275609559017e-06,6.767652620836342e-06,7.092936675596194e-06,7.439813309699895e-06,7.809806240667425e-06,8.20152595629806e-06,8.619122321869627e-06,9.063946314868485e-06,9.53834033873379e-06,1.0042172368490293e-05
0,12.0,2.0434969740604936e-05,1.9374457659680702e-05,1.8394028112935035e-05,1.7465373225655222e-05,1.6589286535198024e-05,1.5762154135920508e-05,1.4977834779512897e-05,1.4234587094704225e-05,1.3529287625422949e-05,1.2866204496092472e-05,1.2238430497411557e-05,1.1642084202219593e-05,1.1080955352493247e-05,1.055172230503816e-05,1.005300551783216e-05,9.583888629067682e-06,9.141429803627279e-06,8.724148161460924e-06,8.330709593326997e-06,7.96029766632325e-06,7.61110941377794e-06,7.282451920247234e-06,6.973329986827271e-06,6.683268868943725e-06,6.410109531571032e-06,6.1542731020664435e-06,5.916211422319357e-06,5.688372066975276e-06,5.477601780197804e-06,5.280226133704151e-06,5.0976116571411914e-06,4.923848426193823e-06,4.7635013010327105e-06,4.614423220893684e-06,4.476245293914054e-06,4.349742750424378e-06,4.232011289947689e-06,4.1289696676181544e-06,4.0253341770917e-06,3.936234812443273e-06,3.855227203599545e-06,3.7814769967062405e-06,3.7164112723343103e-06,3.6587666479812413e-06,3.6079706146960133e-06,3.5631569633088044e-06,3.5247919132869408e-06,3.493442994065429e-06,3.4687097549349905e-06,3.4497273041402116e-06
