,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1,5,4,4,4,4,2,3,2,3,4,3,3,4,3,2,2,2,3,4,5
0,4,4,5,4,3,3,3,3,4,4,4,4,4,4,3,4,5,5,5,6,5
0,9,4,4,3,2,2,3,2,2,2,3,3,4,5,5,4,4,4,4,5,6
0,12,7,6,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,5,5,4
0,14,3,2,2,3,3,3,4,4,3,4,5,4,4,4,4,3,3,3,4,3
0,21,14,11,11,8,8,6,6,5,5,4,4,4,5,6,6,6,7,6,6,6
0,23,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,4,3,4
0,25,2,3,3,3,3,3,3,4,5,5,5,5,3,3,3,3,3,4,3,3
0,26,2,2,2,3,3,3,4,4,4,6,8,7,7,7,4,3,3,5,4,5
0,28,7,7,8,9,9,12,13,14,15,14,10,9,7,5,5,6,6,5,5,5
0,29,9,7,7,5,3,5,5,5,4,5,4,5,4,4,5,5,5,6,6,5
0,32,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,2,2,2
0,37,4,3,3,3,3,3,3,3,2,2,2,4,4,4,4,5,3,4,5,5
0,39,5,5,4,3,4,3,3,3,4,3,4,3,3,2,3,3,5,5,6,5
0,42,3,4,4,5,5,6,5,5,4,4,4,3,5,5,4,5,5,4,4,5
0,45,4,4,4,4,3,4,3,3,3,2,3,3,4,4,4,3,3,3,2,4
0,49,5,5,5,5,5,4,5,4,5,5,4,3,3,3,3,3,4,3,4,4
0,50,3,3,4,3,4,3,3,2,3,2,3,4,3,3,4,4,3,4,5,4
0,58,4,3,4,4,3,4,4,3,4,4,3,3,4,3,4,6,5,4,5,3
0,62,5,4,3,3,3,3,3,3,3,3,2,4,4,4,3,5,4,3,4,4
0,65,4,3,4,3,3,4,4,4,6,6,6,7,5,5,3,3,3,4,3,4
0,67,3,3,2,2,3,3,3,4,4,4,4,4,4,5,4,4,5,4,3,4
0,70,3,3,2,2,3,4,4,5,5,5,5,4,5,5,5,4,4,3,3,3
0,71,4,4,4,5,6,4,3,3,2,2,3,4,4,5,5,4,3,4,3,3
0,72,5,5,4,4,4,5,4,5,4,4,4,6,6,6,7,7,7,6,5,4
0,76,4,4,5,6,6,5,5,3,3,3,3,2,4,4,3,3,3,2,3,3
0,79,3,3,3,4,3,3,4,3,2,3,3,3,4,5,3,4,4,4,4,4
0,80,5,5,5,3,3,6,6,6,6,8,5,5,4,5,4,4,4,6,5,5
0,82,5,4,4,4,3,2,3,2,2,3,3,3,4,3,3,3,3,2,3,2
0,87,3,3,4,3,4,4,4,2,2,3,3,2,3,3,3,5,5,5,5,5
0,88,6,6,5,5,6,6,6,6,8,7,7,7,8,5,5,6,5,5,4,5
0,91,4,5,4,4,3,4,3,4,3,3,4,4,5,5,6,6,9,7,7,8
0,93,5,4,3,3,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,4
0,94,8,4,4,5,5,6,7,7,7,6,5,5,5,5,4,5,4,5,4,5
0,97,4,3,3,5,4,4,6,7,5,6,6,5,5,5,4,4,4,3,2,3
