,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3.0,0.0056749231942479095,0.009346267694820972,0.010485215174922641,0.009859433779113044,0.013130813934439768,0.011444778130278313,0.00915138106707072,0.008088908073659805,0.010167443494093532,0.008216449563012455,0.008807797216339588,0.008534753929372717,0.00863121604601033,0.007227528696296264,0.006134991573363993,0.005161036026102636,0.0051535326227768255,0.005762036741663107,0.005238795164170723,0.005361530161802966
0,6.0,0.032748554945928224,0.029993533941822362,0.022836156897605427,0.039861880704495416,0.03405788416554217,0.032820785317670687,0.03436365884378479,0.041703447035460486,0.03147821716881152,0.0728634952583913,0.10861996922757335,0.1406301322871114,0.1639160530375359,0.16099677434331836,0.11958542405404864,0.09402579478209634,0.08053735175805186,0.0712711260454231,0.08805134902173165,0.09668718764414345
0,10.0,0.027678738385281502,0.021895044368307463,0.020949952911267614,0.031391560183054036,0.029698978097062692,0.03105642881315597,0.0278084158312243,0.02730883705686944,0.018975760127847775,0.022091132370039495,0.019722119294972928,0.018595727113757607,0.016455917822099892,0.018229545994492596,0.05646063845205933,0.07445904001954091,0.0733232614843002,0.07731280622410446,0.07238641440947828,0.031003357955828807
0,15.0,0.00964296274950195,0.01090512477881019,0.009595672695535287,0.009999746471102614,0.010121865461646626,0.010046169063992838,0.012207699270213163,0.014634552128405493,0.014107235957270004,0.014431271289659185,0.01062152521865913,0.007357278150352083,0.004263537526815407,0.005528821428812216,0.007624535924992922,0.010142556178389158,0.0135638588173282,0.014986801914862565,0.012931636337896043,0.012468406454814574
0,16.0,0.012068046760735075,0.0072816512105640194,0.005990753178960909,0.033914045693247546,0.03622303865282957,0.03941293429048489,0.038852673732861866,0.07053169075956597,0.05736329463140261,0.0806161035326265,0.082096893200388,0.13998303542681678,0.13706530827577215,0.12713430507429163,0.10542847422101684,0.10127727702625791,0.057123309070457644,0.03300190658604525,0.05426962073613181,0.05068545991196661
0,24.0,0.007848123080986872,0.006202474295884641,0.0065042348610040435,0.006571097842148656,0.00760061069173204,0.006817181614105161,0.006424838847857734,0.006343524155583326,0.012346771730352627,0.01817171167845735,0.021524946833002812,0.022080151269647148,0.021328015892752173,0.013954210292856165,0.007891292173765593,0.006272342761181087,0.005065099006120799,0.0050570936075856375,0.006098115836539327,0.005645895847430672
0,25.0,0.002094369594547661,0.0018123215998590882,0.001628407355198829,0.0014380360797542153,0.00039089596302343345,0.0005749510797630932,0.0014529205392129043,0.001308928158491717,0.001174091207356348,0.0013579565113760335,0.0017503655774584825,0.000991971696405263,0.0010263767933294222,0.0011276859005495447,0.0009527469672222545,0.00035439894426274023,0.0003891031488076563,0.0004059702972348218,0.0002999287081628987,0.000806896306736262
0,29.0,0.1398105768676959,0.12100877596708995,0.0944513642929222,0.08781685498705374,0.06685035084256682,0.047186906518905725,0.061636624776052265,0.07887415424597483,0.08555135283005683,0.08849013721367589,0.09330216239268613,0.0938164575984643,0.08733550854921523,0.09082664996009304,0.09488852136742096,0.08984955455014121,0.0712587758858765,0.062158587052250684,0.04834799587942973,0.038540955927907516
0,30.0,0.1231778285341075,0.14693869430146567,0.15132309062589988,0.1775642692593635,0.18571382108867218,0.18528284516800908,0.1913604758695049,0.2209038077520884,0.223565552054939,0.1962719673045219,0.18812879489458562,0.15000712737737787,0.08663374818725152,0.04846858729541005,0.10673363705377531,0.17342072782056814,0.25304735367291664,0.34636764898064715,0.3583293341688262,0.29109612718721384
0,38.0,0.02706871646468592,0.02539452125863675,0.027140398025075643,0.029169161178002796,0.027731237044915584,0.029398752778796375,0.03017884438319781,0.028404161385296382,0.031097869413271993,0.03848916819789805,0.03139909922572101,0.031004503829612805,0.02807559833652416,0.025241911874637195,0.027716592668182324,0.03003013764418949,0.03699264756181185,0.04182724975904169,0.04294167701479637,0.044721093813258055
0,39.0,0.007766266412357267,0.005498029326867792,0.007038495113592488,0.006566268467942111,0.0072789922762069945,0.010036464185463483,0.007992862987764944,0.005993792257158815,0.0067359407833040025,0.009129647469224261,0.005842167252881092,0.0064815389150217565,0.0069889054446621674,0.0062010756412870065,0.0033592293490962892,0.004823313556054269,0.006524425654324682,0.009981592124223405,0.00914960088913845,0.011364287646271018
0,40.0,0.005093557950730675,0.004967390806832902,0.005741088529777078,0.006977655925971914,0.010603296999547755,0.012170052398404773,0.012616713689548574,0.014547956658382773,0.01608446056934041,0.012546253454156844,0.010612094347601282,0.009795403661583447,0.006652830712100351,0.003754909508827546,0.0033861068906779154,0.005018305102546043,0.004013070464802749,0.0033398207276227605,0.003322623114972827,0.003724030269881909
0,44.0,0.02391590897639291,0.013112926147948394,0.015766246712605358,0.02100653728809615,0.02235747895085107,0.02204507169728902,0.027499503647773732,0.025907120542680427,0.028551632395956348,0.025195820604386663,0.02990005088796511,0.022651094748807627,0.020578589794702302,0.014432857241182333,0.014884781332504522,0.007456459709380405,0.007618625651403915,0.008170674717859542,0.009398253667599653,0.01861564936085854
0,47.0,0.02267048025145022,0.014739320673474225,0.01903465681825205,0.023176070104476653,0.02022482772066669,0.020404969756739184,0.022383337458473214,0.016569356907246983,0.012079057642352205,0.012708702161774468,0.023614899117255395,0.018047831882660043,0.017422586071014153,0.0161766595030216,0.014516352258825922,0.004359829820669014,0.0019340897724355551,0.0027871321541263813,0.003690654350340585,0.003948630670926623
0,48.0,0.00640492867665251,0.0013242903602059502,0.0010375154574353046,0.00223620167033366,0.002229346967973793,0.006203597236678121,0.006596247869719364,0.010219295655484765,0.009048095818807604,0.022840776706149427,0.0245028906551751,0.024200241987741657,0.020469668007303023,0.04996827363714127,0.0493159777894492,0.05042844260531357,0.050143694361928885,0.05157897203222051,0.022187716382782868,0.01078484270543859
0,51.0,0.004427873386121085,0.004273402430179988,0.0042485515813178555,0.005293468161179841,0.002551241774977732,0.003970490349742071,0.004805089364742914,0.005075172342615862,0.004380495477423888,0.005339123190495197,0.004487598210823006,0.0037723906981258675,0.0034116576938912607,0.003344235710813472,0.002390771160628846,0.002564325136910022,0.002364971940473844,0.0021303480148446245,0.0021568571973211133,0.0025967798714091055
0,55.0,0.04397462616318717,0.052528574288107914,0.05130870016097244,0.056218245066539614,0.058235926933154894,0.03659146463359682,0.02057720727523504,0.02366491916362337,0.02381950819647609,0.020746262910385043,0.024136571784612888,0.02082194746944499,0.03670646279279138,0.08082157904123075,0.0810782621045895,0.07873469685117115,0.08453080088857809,0.06917067208289131,0.0168685335397722,0.014694549308081064
0,56.0,0.10536063129517012,0.11256336715633694,0.09824303194986805,0.08642805637167185,0.08855727799453321,0.09779466133685044,0.0682277874044389,0.06375824025181477,0.15780934752156653,0.14139248169667826,0.14077144823237664,0.15339705587518163,0.1628424920716291,0.13604250109981736,0.1454981211416672,0.15426270782955875,0.18804129992532312,0.19117554777495133,0.12147347091248732,0.12518584855189327
