,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,3,15,14,15,14,14,13,15,14,13,14,14,14,14
0,5,8,6,6,5,5,5,5,5,4,4,5,4,4
0,6,8,8,8,9,8,8,8,8,8,8,10,9,9
0,9,29,29,29,22,10,10,9,7,5,5,6,6,7
0,10,11,11,12,11,11,11,11,11,11,11,10,10,9
0,14,11,12,11,13,13,11,12,12,12,12,9,11,11
0,17,7,7,7,7,7,7,7,8,7,7,8,7,8
0,21,10,10,9,10,10,8,8,7,6,6,5,5,5
0,23,8,9,9,10,10,10,9,9,8,7,8,8,8
0,27,6,6,5,5,4,5,4,4,5,6,6,6,6
0,30,4,4,4,4,4,5,6,7,7,6,7,8,7
0,32,8,8,9,9,9,11,10,10,10,10,11,12,12
0,36,5,5,4,5,5,5,5,6,6,6,6,6,6
0,38,7,7,7,7,7,6,7,8,8,7,7,7,7
0,41,9,9,8,8,7,7,6,6,6,5,5,6,5
0,43,10,10,9,10,9,7,7,7,7,6,6,5,6
0,49,8,7,7,7,7,7,7,6,5,5,4,5,5
0,54,8,8,7,8,8,8,8,8,8,8,8,8,8
0,55,6,5,5,6,6,5,6,6,5,5,5,5,4
0,60,15,13,13,11,11,11,11,11,12,12,10,9,10
0,63,8,9,8,7,9,8,7,7,7,8,8,8,8
0,65,8,7,8,8,9,9,10,12,12,13,12,11,12
0,66,8,6,7,8,7,8,9,9,8,8,7,7,7
0,70,7,7,7,6,7,6,7,7,8,7,7,9,10
0,73,11,9,10,10,9,9,9,10,9,9,8,8,8
0,76,10,12,11,11,11,12,10,11,10,11,10,11,11
0,80,7,8,9,10,10,9,9,9,9,9,8,8,9
0,82,6,6,7,8,8,8,8,8,8,8,9,9,9
0,84,8,7,6,7,8,6,6,6,6,6,7,7,6
0,85,6,6,5,6,6,5,6,7,7,7,8,9,9
0,87,10,9,9,10,9,8,8,9,8,5,5,4,5
0,97,9,9,7,6,7,8,8,9,10,9,8,8,7
0,99,8,8,7,7,7,8,8,8,8,7,7,7,7
0,100,9,9,8,7,6,8,6,7,7,7,7,7,7
0,203,4,4,4,4,5,6,7,7,8,8,7,8,9
0,205,7,6,6,6,6,6,5,5,5,5,5,5,5
0,209,22,23,24,19,19,20,20,19,18,15,15,14,13
0,210,8,9,8,8,9,8,9,9,10,8,8,8,8
0,214,14,14,12,12,12,12,9,11,10,11,11,11,10
0,217,10,9,9,8,8,9,9,9,8,8,8,7,8
0,221,7,7,7,7,7,7,6,6,6,6,5,5,6
0,223,12,10,9,10,11,11,10,12,12,12,12,13,12
0,227,9,8,8,8,8,9,8,9,9,8,6,7,5
0,231,8,8,8,8,8,7,6,7,7,7,7,7,7
0,236,14,14,13,12,12,11,10,10,10,9,9,10,11
0,239,9,8,8,7,6,8,7,6,6,7,8,7,7
0,241,7,7,7,7,7,6,5,6,6,5,5,5,6
0,251,7,6,7,7,7,8,8,8,9,9,8,8,8
0,252,13,12,9,10,9,7,7,7,7,6,7,6,6
0,257,8,8,8,9,11,12,13,13,16,16,16,16,16
0,260,8,8,8,8,8,9,9,10,10,9,9,9,9
0,262,10,10,10,10,9,9,9,9,8,8,9,9,7
0,263,9,7,8,8,9,9,9,9,8,8,7,7,8
0,266,6,5,5,5,4,6,5,5,6,5,5,6,5
0,269,9,8,8,7,8,8,8,9,8,7,7,7,7
0,272,16,15,12,11,11,11,10,10,9,10,11,11,9
0,276,8,7,6,7,8,6,6,6,6,6,5,6,5
0,278,9,9,10,9,9,8,7,8,8,9,10,10,10
0,280,9,7,7,6,6,6,6,5,5,5,5,5,5
0,281,20,21,21,21,21,19,19,19,17,15,14,14,11
0,283,10,9,7,7,7,6,5,5,4,4,3,4,5
0,287,17,15,13,15,11,11,10,10,11,11,13,14,13
0,292,6,7,7,7,7,7,6,6,8,7,8,8,9
0,295,8,7,8,9,8,9,10,11,10,10,10,11,11
0,297,6,5,6,6,7,6,6,7,6,6,6,6,5
