,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,3.0,0.00862180340312284,0.007807417374619379,0.006985628862275878,0.0061809521417058085,0.005391330512879328,0.00459207800210755,0.0038060163898574967,0.003023201167975135,0.002250093761606302,0.0014695334083094638,0.0008285227652278915,0.0004390155283853454,0.0008897907137692743,0.0016611621324002048,0.002431942531310749,0.003209804895842998,0.004107499713219016
0,5.0,0.0026637202245231107,0.0025203577246354606,0.0023272107886849187,0.0021701468062166763,0.0020174141466437743,0.0018623059902476758,0.0017114228386669083,0.0015639261102505248,0.0014135741045435352,0.0013854065201647711,0.001118043326500141,0.0009695980569270268,0.0008308433100939322,0.0006794951338156773,0.0005308343305030349,0.0003870847379495592,0.0002410363802117304
0,6.0,0.005512768505599935,0.005708371734290372,0.005926166878727426,0.006149094580465002,0.006379303939554235,0.006616940354117714,0.006858691591577701,0.0071079823596979785,0.007364907743829988,0.007628034637619208,0.007896554805208487,0.008175961803932886,0.008456822941837487,0.008748385685753856,0.009047486901922102,0.00935623463850364,0.009674713341489458
0,9.0,0.00978026623437277,0.00947555152499767,0.00917681391140944,0.008882948721152285,0.008594201661727027,0.008310307763515233,0.008030540177758495,0.00775562774492489,0.007485767151542932,0.007220113364618728,0.006959253057734772,0.006701995875241222,0.006449229627006976,0.00620148787557487,0.00595815457635199,0.005719377713937683,0.005484780417405129
0,10.0,0.004455170823438548,0.00435303522799314,0.0042647021299000425,0.004178851889819099,0.004097365468012694,0.004021486553964928,0.00395029753269893,0.0038834460834993104,0.003819411894219297,0.0037605921691602007,0.0037066263241182455,0.0036580916945450044,0.0036138547383313697,0.0035742102277090113,0.0035373393975969185,0.003505982283378844,0.0034890293906117706
0,14.0,0.005649286374466681,0.005800506082028778,0.005976504542456416,0.006157095639017772,0.006344812358185561,0.0065395316084053585,0.0067398295211166005,0.006948257065377647,0.007163010684103133,0.00738516778204632,0.0076136886567950415,0.007849740625402238,0.008093222324520671,0.008344272124134756,0.008602770227206255,0.008870394083402906,0.009143600136930559
0,17.0,0.029772544280997033,0.02795205949513124,0.026153467366906994,0.024389573117028995,0.022649781163940147,0.02094375567599057,0.01925902034214609,0.017588732715927827,0.0159464545381902,0.014328037709303257,0.012722760306484114,0.01113365054440887,0.00956669586562953,0.00800785958152509,0.006466110018378328,0.004940240013316256,0.0034610747143528375
0,21.0,0.04048524689364871,0.04019848352634568,0.03994836310507403,0.039739422014893694,0.03956733648184295,0.03943435954148511,0.03933887173969551,0.03928112780883192,0.03926208431478988,0.03928190039892722,0.03934032528135315,0.03943775646824133,0.03957358426331502,0.03974766058024102,0.03996041509546529,0.04021266160109799,0.0405032321444735
0,23.0,0.003427107627451493,0.0030447588881784386,0.0026687276274952945,0.0022898559255503624,0.0019081442707165836,0.0015359599933193625,0.00115585706707955,0.0007795474670889441,0.000399744963878913,0.00014893190456820603,0.00042734808392067133,0.0007867660427989416,0.001175936769127365,0.0015530010149792195,0.00194359654925894,0.0023367273776170906,0.0027268886942772514
0,27.0,0.0002690310758743234,0.0003311166141454181,0.0004690125829050351,0.0006169478340351938,0.0007650244820157513,0.0009122156023762332,0.001056671514516062,0.0012092390391197831,0.0013556248595843151,0.0015079375617780353,0.0016604340120566215,0.0018145271719077999,0.0019712717019070938,0.002129325202226497,0.002295107918432621,0.002453375734352741,0.0026438770284299674
0,30.0,0.1200898038472307,0.1142111804082631,0.10841843222389339,0.10273469788853698,0.09713625120184687,0.09163193177023421,0.0862182924888555,0.080885877070976,0.07563379401697623,0.07045028905078546,0.06533419627591912,0.06028660374950698,0.05529013517582869,0.050353076854985114,0.045465689443268446,0.04061791289251293,0.03580916506857944
0,32.0,0.005613435132311801,0.005592403357505361,0.0055809932285063365,0.005572963562365408,0.005569671599639183,0.005570787846961179,0.005577151272036776,0.005588657092926073,0.005603245452266221,0.0056227444135897395,0.005647533716416623,0.005677676095103454,0.005712549930240203,0.005753099451488553,0.005799464249254299,0.00585023781137708,0.005915061994057048
