,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,3,14,16,18,17,17,17,19,19,21,20,19,18,15
0,5,8,8,8,8,8,7,7,7,6,6,5,6,5
0,6,9,12,13,13,14,14,14,16,17,15,15,15,16
0,9,13,14,12,12,13,13,11,10,11,13,13,13,16
0,10,7,7,7,8,8,8,8,9,9,8,9,8,8
0,14,5,5,4,5,6,5,6,6,6,6,7,7,8
0,17,11,10,8,8,8,8,7,8,8,7,7,7,7
0,21,5,5,4,4,5,5,5,5,5,4,5,5,5
0,23,12,11,11,10,10,10,12,11,11,11,9,9,9
0,27,6,5,4,5,4,5,5,5,5,5,5,5,5
0,30,5,5,5,5,6,6,6,6,6,5,5,6,6
0,32,9,8,8,8,9,8,8,8,8,8,9,9,8
0,36,7,7,10,10,9,9,9,9,9,8,8,8,8
0,38,8,8,7,7,8,8,7,8,7,7,7,7,7
0,41,7,8,8,9,8,9,8,8,8,9,9,10,9
0,43,9,9,9,9,10,8,8,10,10,8,9,9,9
0,49,14,13,13,14,11,10,10,10,10,11,10,8,8
0,54,9,8,8,8,8,7,8,7,8,8,7,7,7
0,55,9,9,9,6,7,7,7,6,5,6,6,6,6
0,60,9,8,8,8,8,8,8,8,8,8,8,7,7
0,63,10,10,9,9,8,7,7,6,7,6,7,7,6
0,65,9,9,9,9,8,7,7,6,7,7,6,5,6
0,66,6,5,5,5,5,6,5,6,6,5,5,6,6
0,70,9,8,8,9,9,8,8,9,8,8,7,7,7
0,73,10,9,9,9,9,9,9,9,10,9,9,8,9
0,76,15,14,16,16,15,13,12,13,13,13,15,13,13
0,80,7,6,7,7,8,7,7,8,8,7,7,8,9
0,82,8,8,8,8,8,8,8,8,7,7,7,8,8
0,84,7,6,7,8,8,7,7,7,7,7,8,7,8
0,85,12,13,10,11,11,9,8,9,11,9,9,10,10
0,87,10,12,10,10,10,10,9,10,10,10,9,8,9
0,97,10,11,10,11,12,11,11,11,11,11,12,11,11
0,99,9,9,8,9,8,7,7,7,6,6,5,5,5
0,100,7,7,6,5,5,5,5,5,5,5,5,5,5
0,203,7,6,6,6,7,8,9,8,8,9,11,11,12
0,205,5,5,5,6,6,6,5,6,6,6,6,6,6
0,209,6,6,6,6,6,6,6,6,6,6,6,6,7
0,210,8,6,6,6,6,6,6,6,7,6,6,7,8
0,214,18,17,17,14,13,14,12,10,8,8,7,7,8
0,217,7,7,7,7,7,6,6,5,5,6,8,7,8
0,221,7,8,8,7,7,7,7,7,7,8,8,8,7
0,223,8,8,8,8,8,8,9,8,8,9,9,9,8
0,227,9,9,9,9,9,9,9,10,12,13,13,13,13
0,231,7,7,7,8,9,9,8,9,9,9,9,10,9
0,236,8,8,7,6,6,5,6,6,6,6,6,6,6
0,239,11,13,10,10,10,10,10,10,9,8,8,9,11
0,241,12,12,11,11,11,12,12,9,8,8,6,6,6
0,251,7,6,6,7,7,7,7,8,8,8,9,8,8
0,252,9,10,8,7,8,8,9,8,9,7,8,9,9
0,257,11,10,10,11,12,11,11,11,10,11,10,11,10
0,260,8,7,8,7,7,7,7,8,7,7,6,8,8
0,262,8,7,7,7,7,7,6,6,6,7,8,8,9
0,263,13,14,13,14,13,12,11,11,10,10,10,11,11
0,266,8,8,6,6,7,6,6,7,8,6,7,9,8
0,269,11,11,11,11,11,11,8,8,8,8,8,8,9
0,272,19,18,16,17,18,18,18,17,14,15,16,15,13
0,276,6,6,7,6,6,7,7,7,7,6,6,6,6
0,278,9,8,9,9,10,9,9,11,11,11,11,10,9
0,280,7,6,7,6,7,7,7,5,6,5,6,6,7
0,281,16,17,16,17,17,18,17,17,17,17,16,15,14
0,283,13,12,12,12,11,10,10,8,7,5,4,5,4
0,287,11,11,11,9,9,9,9,7,8,9,8,8,7
0,292,7,8,7,8,8,7,7,8,9,9,11,11,11
0,295,11,11,9,9,9,9,8,8,8,9,9,9,9
0,297,7,8,9,9,10,10,10,10,10,9,9,10,9
