,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2,9,8,7,8,7,8,8,8,7,6,7,6,5
0,8,8,7,8,8,8,8,8,7,7,7,7,7,7
0,13,5,6,5,6,6,6,5,6,7,6,6,6,7
0,19,7,8,7,7,6,6,5,6,7,7,7,8,7
0,22,7,7,6,7,6,5,6,6,7,7,7,6,7
0,25,12,12,11,13,13,11,13,12,11,10,11,9,9
0,26,10,10,7,7,7,6,6,6,6,5,6,5,6
0,29,9,10,9,9,10,8,8,10,10,11,13,13,14
0,33,8,8,8,8,8,8,9,7,7,7,6,6,6
0,34,5,4,5,6,5,6,5,5,6,5,6,7,7
0,40,12,13,13,13,13,13,12,8,8,7,7,7,6
0,42,6,6,6,6,6,6,7,7,7,6,6,6,7
0,45,9,8,7,8,9,7,8,9,9,8,8,7,7
0,46,15,14,12,12,12,11,11,12,12,12,9,9,8
0,51,6,7,7,7,6,7,7,7,7,7,6,6,5
0,56,5,5,5,6,6,4,5,5,5,5,5,6,6
0,57,10,11,9,10,9,10,8,11,10,9,8,7,8
0,59,8,10,10,9,9,9,8,8,11,11,10,10,10
0,62,9,8,8,8,7,7,6,6,7,7,8,8,9
0,68,6,5,6,6,5,6,5,5,6,6,7,7,7
0,71,6,7,6,7,6,5,6,7,6,6,6,6,6
0,72,9,9,9,7,8,8,8,7,8,7,8,8,8
0,74,7,6,6,7,7,8,9,9,10,11,11,9,9
0,79,12,11,11,12,11,10,11,11,11,8,10,7,8
0,81,8,7,7,6,6,6,5,6,4,6,7,7,7
0,83,14,14,9,9,9,9,9,8,6,8,8,7,8
0,86,7,6,7,7,7,7,7,6,7,7,7,7,6
0,88,7,6,6,7,7,7,6,6,6,6,6,6,5
0,91,13,15,15,14,14,13,14,14,12,11,11,9,11
0,92,6,6,5,6,6,6,7,7,7,8,8,8,8
0,93,6,6,6,8,8,8,7,8,8,7,8,8,8
0,202,8,7,7,6,8,11,11,12,12,12,11,12,11
0,207,10,10,10,10,11,11,11,10,9,8,8,9,8
0,208,11,10,10,9,9,9,10,9,9,10,9,8,8
0,213,8,7,7,7,6,6,6,6,6,7,8,5,6
0,219,5,5,5,6,5,6,5,6,7,9,8,8,10
0,222,7,6,7,7,7,7,7,8,8,7,7,6,6
0,225,12,11,10,11,11,11,10,9,9,8,7,7,7
0,226,6,6,6,6,6,6,6,5,5,5,6,6,7
0,229,12,10,11,12,11,10,9,8,10,11,11,8,9
0,232,8,8,7,8,8,8,8,9,9,9,9,9,9
0,233,9,8,7,8,7,6,7,6,6,6,7,6,6
0,238,14,8,8,8,7,8,7,8,8,9,9,10,11
0,240,19,17,16,15,15,13,13,13,12,13,12,11,10
0,243,8,6,6,6,6,6,5,6,6,7,7,7,7
0,244,6,6,5,5,5,6,5,5,6,5,5,5,5
0,248,5,5,4,4,4,4,4,4,4,3,4,4,4
0,253,6,6,5,6,6,6,6,6,5,5,6,5,6
0,254,7,6,6,5,5,6,6,7,8,7,8,8,8
0,256,11,10,12,13,13,13,15,16,16,15,14,13,13
0,259,9,8,9,8,8,8,8,8,8,7,6,8,8
0,265,7,7,7,7,7,6,7,7,7,6,5,6,6
0,267,6,5,5,6,6,6,6,7,7,7,6,6,6
0,268,10,10,10,10,10,10,12,11,12,13,12,11,12
0,270,6,6,5,6,6,5,5,5,4,4,4,4,5
0,275,10,9,9,8,8,8,8,8,9,9,9,9,9
0,277,10,10,10,10,10,8,8,9,8,9,8,8,8
0,279,8,8,9,9,9,9,10,9,8,9,8,8,8
0,282,6,5,6,6,6,6,7,7,6,7,8,6,6
0,284,8,8,8,7,8,8,8,8,8,9,9,10,10
0,288,15,14,13,13,13,11,10,11,10,8,8,10,10
0,289,6,5,6,7,6,5,6,5,6,6,6,7,7
0,290,5,5,5,6,5,5,4,4,4,4,4,5,5
