,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,2.0,6.187199491620312e-05,6.22589614325695e-05,6.437948507863953e-05,6.659962676635388e-05,6.903582345046856e-05,7.169101337203783e-05,7.619346973167045e-05,7.756284387559312e-05,8.090897272526715e-05,8.438063925690837e-05,8.816008441294928e-05,9.220076069649767e-05,9.651336465127316e-05,0.0001011441731676975,0.00010607201094459287,0.00011133302456317796,0.0001063292724098236
0,8.0,2.6508423229294726e-06,1.6356910869824675e-06,1.0791913910330893e-06,9.994218981953505e-07,3.389989886833129e-07,1.2072527695612387e-07,1.4070436701851424e-08,2.4782437467399454e-08,4.5179925323441213e-07,3.391157791905078e-07,6.760207304839805e-07,1.1009970746046571e-06,1.6465126110289985e-06,2.318468232200941e-06,3.078853020431428e-06,3.970975450473103e-06,5.189286851417401e-06
0,13.0,7.66333108136952e-05,7.490919984248957e-05,7.390492050877252e-05,7.297766096310516e-05,7.212681927648535e-05,7.151731470827429e-05,7.07611980346106e-05,7.023362279236834e-05,6.980402569961106e-05,6.945164909656257e-05,6.922945357891928e-05,6.906654275836612e-05,6.904249706631084e-05,6.911987868223884e-05,6.933064111213558e-05,6.963959985075774e-05,6.38892998327186e-05
0,19.0,0.00014235813311131508,0.00015716673229806835,0.0001740585255197915,0.00019222701131710784,0.00021172130485905234,0.00023245490185715812,0.0002547597514358618,0.0002786018835447401,0.00030407889290123304,0.00033140112020518635,0.0003618020064528475,0.00039152151382602424,0.00042467925176937007,0.00046014849173821223,0.0004979106428474895,0.0005382119642408271,0.0005282357031498259
0,22.0,9.818797608460937e-05,9.982855725781783e-05,0.00010202400118736269,0.00010446888002679706,0.00010886858364329057,0.00011013429289333526,0.00011331410247311115,0.00011704036355518612,0.00012059148171292289,0.00012469369926119828,0.00012910921339652633,0.0001338671730157935,0.00014060858189591613,0.00014448655525615877,0.00015040314354323585,0.00015675498037222779,0.00014863626717617534
0,25.0,3.545245673870588e-05,3.830817346200807e-05,4.1550415033801875e-05,4.522326313257138e-05,4.915555495687824e-05,5.337960804717639e-05,5.785991232608789e-05,6.264962467822168e-05,6.776061721487735e-05,7.342179009677064e-05,7.903607861833425e-05,8.519842010591611e-05,9.180186853126036e-05,9.881464820293384e-05,0.00010632805937202462,0.00011425652958004899,0.0001119202009147529
0,26.0,0.00011010729040619036,0.00010020691040621765,9.56380930695625e-05,8.321427319625272e-05,7.557727941571315e-05,6.847786187593164e-05,6.188026927897647e-05,5.578840026946277e-05,5.006011651934095e-05,4.475809212354382e-05,3.996693044543718e-05,3.5329595963493114e-05,3.120754529680202e-05,2.8256943752426243e-05,2.3757200465004517e-05,2.051471920286293e-05,1.5958772293881365e-05
0,29.0,4.24609161197e-06,3.3097272101649606e-06,2.812663913890015e-06,2.0640324670885016e-06,1.564609042839115e-06,1.1638942083305598e-06,7.742349060749218e-07,4.842460300562937e-07,2.6402055668927524e-07,2.3556110479655974e-07,6.396692515709087e-08,3.6324106047541705e-08,4.6460129485476515e-08,1.5768620621769142e-07,3.76871204763712e-07,5.63993264456505e-07,1.115939737879629e-06
0,33.0,0.00030855551799026425,0.000290893758228157,0.00027399003189741017,0.00025824657970300213,0.0002433929495167855,0.0002296517023556976,0.00021684927385286196,0.00020439844118207398,0.00019307927700704957,0.00018230108865302083,0.0001721971467640604,0.00016269362135288743,0.00015361992454436847,0.00014519552937560925,0.00013768206889107077,0.000129804643429656,0.00011213520015745243
0,34.0,9.562935873046232e-05,8.707565243945408e-05,7.939986178638966e-05,7.22110206860917e-05,6.54949280322321e-05,5.919675157822924e-05,5.332979457897821e-05,4.786385181007549e-05,4.2772708792802394e-05,3.802924057566728e-05,3.3635632296556475e-05,2.9570247190684347e-05,2.5814552960035745e-05,2.2355279817549924e-05,1.9189303451848415e-05,1.629227839073798e-05,1.2436831117881407e-05
