,0,1,2,3
0,2.0,87.95128401050387,75.35786401856903,115.20337310389499
1,8.0,45.458840425592754,42.86253874274388,40.805019299100934
2,13.0,56.61204983385192,77.62851966881902,83.13569180920526
3,19.0,64.46836861907516,74.26476543163241,64.97656986468247
4,22.0,68.45844936082682,37.94745138158852,35.84468881126367
5,25.0,41.28840862736913,33.45504180571625,31.16388821487797
6,26.0,72.72052735313149,56.72483529086277,61.81624595435159
7,29.0,40.07972003298451,27.895183710422614,20.41072348389676
8,33.0,29.802151505312597,26.32640014192754,29.756449401629485
9,34.0,56.753783364479226,47.728790937771606,52.33482832737071
10,40.0,22.32688854196871,13.012444875791825,12.121022385651692
11,42.0,46.10776299465585,41.33478053204895,29.018791096225744
12,45.0,34.396908782549254,26.65097212136209,28.713475039326383
13,46.0,67.425992486651,45.654347520673504,31.671160096411878
14,51.0,23.32985503825217,25.721601971471188,29.465610840812754
15,56.0,91.21418622061444,78.53617997319947,50.91183980272924
16,57.0,139.91546167531425,54.580788744758905,73.03869193127122
17,59.0,60.2298196072534,56.05667685840968,75.88504418233909
18,62.0,48.668208620423314,48.585703437455706,82.37349264326136
19,68.0,79.59357495397376,61.3765271233022,39.49877972798654
20,71.0,70.9066846000313,76.58190446649898,69.788569583023
21,72.0,107.1035521329773,73.62952306423468,56.096135393052386
22,74.0,26.178492496470362,32.89190485935302,13.945329763839297
23,79.0,39.20004182139507,30.464684953581703,30.63115654818293
24,81.0,32.78398999511805,56.2024451758996,53.12548898918733
25,83.0,59.94580607390191,44.0834316266929,58.16618910978745
26,86.0,17.93765127992385,24.744166895652494,14.544858651722029
27,88.0,30.442364410932697,37.59707378342265,25.531437844710474
28,91.0,19.081539190261104,22.064788645241627,21.0533383470545
29,92.0,123.84513069004275,114.78276462760233,84.19924266508555
30,93.0,51.78386969894903,36.07784752734059,53.308105689767345
31,202.0,95.8187537147353,54.967978569837456,29.90207848161498
32,207.0,74.32051230146921,52.96916509557301,46.060835706025784
33,208.0,25.642708566065455,26.71842012301273,30.250167818728286
34,213.0,97.48391365528003,65.32951231705408,26.59721347633775
35,219.0,36.68056463881414,29.042999538997726,34.312176319595096
36,222.0,74.59676464779399,71.55806311300198,52.8674968408967
37,225.0,23.014489064922866,61.99700691145808,21.10544605252911
38,226.0,40.7931091619901,25.851952912454315,42.78596602729555
39,229.0,100.58038651707933,66.4503415465938,35.52520232173209
40,232.0,84.77349585507132,50.07710679675394,36.60837116707288
41,233.0,61.227900756417,29.9314861068059,25.995491829606493
42,238.0,57.154213747523954,57.06042755992076,22.398562464489196
43,240.0,53.50018774759237,34.818587031003126,60.261336783525635
44,243.0,94.49656371336059,93.52993171296953,50.39694505628211
45,244.0,85.54298382574424,66.57212304392012,93.5713995048327
46,248.0,77.97836953734337,109.00793361878176,106.72978731357053
47,253.0,84.87875539521977,102.74648066936808,106.66610653822362
48,254.0,66.84619004537781,59.20268247686711,40.158240873062454
49,256.0,38.02340326038333,46.2370411097881,48.00556634391475
50,259.0,65.83845744957003,,
51,265.0,99.19561342227902,51.64691785911287,50.23492311131767
52,267.0,83.17988568369724,61.87732853785988,51.490230688283994
53,268.0,33.727275377197074,28.692993050498664,27.04213473691764
54,270.0,66.6858384531494,50.776987479240226,36.21463792446364
55,275.0,47.1148546904846,54.27280906749037,53.12740074631143
56,277.0,59.78539071670361,50.80515008457476,38.52978560410407
57,279.0,36.30672705856609,27.955420998016557,9.594018152182093
58,282.0,25.487181118830758,24.56958455947805,12.805110842302883
59,284.0,46.27193610608829,51.953236914563185,57.43943990150276
60,288.0,74.83056585753934,80.68856341927687,41.250215113543106
61,289.0,55.22337228643124,28.283717171059706,21.12537810312516
62,290.0,66.68898787202473,45.97927882897526,81.14218631513451
