,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.0,4.771622041072781e-05,4.8450095121546096e-05,5.016093032783198e-05,5.1993631075689456e-05,5.391974021890743e-05,5.593438514717214e-05,5.809096832373789e-05,6.04110062218945e-05,6.290992572057965e-05,6.549632632533783e-05,6.828527767446108e-05,7.126310660523104e-05,7.441013193028756e-05,7.22028912219449e-05
0,4.0,0.00017702721430142186,0.0001826114385663968,0.0001892479387070314,0.00019637527298764647,0.00020406986726284008,0.00021234745024683365,0.0002211679017271572,0.00023067365398475421,0.00024086574631178824,0.00025175864164179757,0.00026342244652531046,0.0002758880743352268,0.0002892307442692905,0.00028176621487915876
0,7.0,0.00011048423190782037,0.00010409615296509323,9.886054133335852e-05,9.394082892875177e-05,8.933205075948733e-05,8.499578549359554e-05,8.09678121508906e-05,7.71202347381356e-05,7.354016879451441e-05,7.019911265251732e-05,6.703923618385303e-05,6.409683819183607e-05,6.131986993293095e-05,5.47660384937671e-05
0,11.0,1.1996033703048028e-06,3.202663280976392e-07,7.156325356492183e-08,1.8828556185390354e-09,1.0765298619710514e-07,3.8322266451765343e-07,8.329156296267068e-07,1.458907183666916e-06,2.3355095889474347e-06,3.2604403226348996e-06,4.420653944184311e-06,6.7074388505601e-06,7.419688076351796e-06,8.510607971642346e-06
0,12.0,0.00012055402025725118,8.287851626812972e-05,5.232130116932128e-05,2.886681038379779e-05,1.2375077276873486e-05,2.67513280288821e-06,8.021892692175648e-08,4.491174737087872e-06,1.6019546053771505e-05,3.452259277377342e-05,6.042312892370997e-05,9.351178193095987e-05,0.00013421911888404875,0.00016960472341005553
0,15.0,0.00020308763480704638,0.0002095403783826971,0.00021755836517295873,0.0002261526580266199,0.00023530268026320384,0.00024521840220841936,0.00025557365562829865,0.00026678489214346387,0.00027869122427352083,0.00029130880546424635,0.00030474327840331495,0.0003192691350635261,0.0003345018473976789,0.0003255371396863827
0,16.0,4.25748052076398e-05,3.841937233121183e-05,3.4862115188227886e-05,3.1552325419759965e-05,2.847645470511542e-05,2.5618346101788323e-05,2.2973162537747352e-05,2.0502804951939198e-05,1.8225687695532792e-05,1.6127209203949415e-05,1.4174282444152134e-05,1.238673424124812e-05,1.0732006755057696e-05,8.643523494941845e-06
0,18.0,7.73702618197076e-05,7.622519532738154e-05,7.556216203786633e-05,7.501864061533803e-05,7.462487885542932e-05,7.435028361943877e-05,7.441187077756975e-05,7.418538184781202e-05,7.430338634986539e-05,7.456601460704359e-05,7.491967296887676e-05,7.543661579497274e-05,7.608134309244297e-05,7.137414456026175e-05
0,20.0,0.00010578488280103799,0.00010319790083095922,0.00010132307063406967,9.932339901525528e-05,9.783522197213014e-05,9.648105146846977e-05,9.536820550346357e-05,9.445779014418146e-05,9.374937347487871e-05,9.33112298886715e-05,9.295661640667169e-05,9.285115403310906e-05,9.296711464281821e-05,8.666049468788419e-05
0,24.0,0.004147835987336146,0.0037177913489910893,0.003316235202109253,0.00294461106143798,0.002600512636439547,0.002282936149415196,0.0019902448131395674,0.0017214484934271034,0.0014757798598678384,0.0012524786971199252,0.001048222445403377,0.0008650284103864674,0.0007005318117577085,0.0005155639184801334
0,28.0,6.418883721302657e-05,0.0001028320353523394,0.0001522040626756302,0.00021165740707184164,0.00028135634879472544,0.0003616376107081871,0.0004528462134618205,0.0005551217505622249,0.0006692662118249577,0.0007952856230712283,0.0009340220297381515,0.001085505291574004,0.0012510357338400297,0.0013282459327457093
0,31.0,2.1828656150368165e-05,1.8002627496103704e-05,1.5119580014482183e-05,1.2519014853857564e-05,1.0123738462290792e-05,8.048046258752215e-06,6.2253824090702535e-06,4.661814809305602e-06,3.315038987261654e-06,2.20501741015243e-06,1.3922114349933411e-06,6.796300610741714e-07,2.424705468542106e-07,3.708396133493687e-08
0,35.0,6.0032876992849486e-05,5.375211827183248e-05,4.804906006577893e-05,4.27814184434804e-05,3.785475292060845e-05,3.333424762499866e-05,2.9123884857834857e-05,2.5318081470870432e-05,2.172862406051834e-05,1.852895251659176e-05,1.5557068211068257e-05,1.2903300988319688e-05,1.0518550674527242e-05,7.885147889337952e-06
0,37.0,1.9553554601101458e-06,1.6123501524569415e-06,1.8472980457922882e-06,2.111134855179693e-06,2.398631789345419e-06,2.7135743494700603e-06,3.067868229949456e-06,3.4272957119576584e-06,3.828472318086668e-06,4.265076589208299e-06,4.733707253310801e-06,5.237579049218436e-06,5.759481705753583e-06,5.932111769700027e-06
0,39.0,1.6507341482079279e-06,9.085275257641955e-07,7.638469091639693e-07,6.256185688831112e-07,5.030086417158716e-07,3.951058193716847e-07,3.011867591301337e-07,2.146955759740787e-07,1.737964813975289e-07,1.5235514016168188e-07,6.723528311448074e-08,2.0043765430274343e-08,4.982042047924162e-09,1.3641074314282134e-09
0,44.0,0.0004783379796061912,0.00040605626786978654,0.0003405706946427824,0.00028122913661748905,0.00022818574216549892,0.00018133574878816632,0.00013895273554878444,0.00010286860519592722,7.238666535401374e-05,4.727395145581747e-05,2.7543643094007094e-05,1.314431475180909e-05,4.018427868423945e-06,1.447431533544959e-07
0,47.0,0.002698733452362828,0.0023332488597655647,0.0019963904806342106,0.0016892113773799818,0.0014105110943083323,0.0011593069687820048,0.0009346132824510406,0.0007354471990249996,0.0005612723124938477,0.00041156026038247995,0.0002855135639106644,0.0001829478963803835,0.00010321326009050752,4.3159682802978896e-05
0,48.0,0.0004897622358077012,0.0004956996657157584,0.0005033210656918111,0.0005121292411056487,0.0005220398171373562,0.0005332101244824167,0.0005454913909620973,0.000559154300802329,0.000574206713806736,0.0005906479645173232,0.0006087869667748731,0.0006280824369382322,0.0006492356954755022,0.0006239782656157258
0,50.0,0.000343306545572861,0.000335313006510912,0.00032893751936866457,0.00032336535325768086,0.00031863773776145027,0.00031467268222607283,0.00031088121502824363,0.0003085116941810345,0.0003060087460253171,0.0003041003629368252,0.00030314513377139213,0.000302765771246094,0.0003028982015522099,0.00028231956700950636
0,52.0,2.587302206997966e-05,2.8270773164893178e-05,3.202649965810314e-05,3.5805591982723557e-05,3.997688323584888e-05,4.444601958857362e-05,4.926781072350883e-05,5.435774113033047e-05,5.98459831377497e-05,6.571233635856402e-05,7.19143583134037e-05,7.852949705555265e-05,8.555590314756261e-05,8.637727669754816e-05
0,53.0,1.7857239159240182e-06,2.378739617877696e-06,3.058927624978965e-06,3.918643500762651e-06,4.8946556125779994e-06,5.992250051050798e-06,7.2175084031352415e-06,8.581415671410078e-06,1.0071990703553268e-05,1.1725172810052711e-05,1.3532959028186158e-05,1.5484697631039623e-05,1.7614857096238212e-05,1.845189088112689e-05
0,58.0,4.102951028153766e-06,8.967416356573513e-07,7.535384981807492e-08,2.740272873609574e-06,4.5686443099829405e-06,1.0062409004459388e-05,1.771539730519678e-05,2.7612720795883232e-05,3.972413837897749e-05,5.406153997731315e-05,7.073554068256886e-05,8.996895390614264e-05,0.0001115502981542762,0.00012691580809979432
0,61.0,5.1965966495271044e-05,4.827155306752687e-05,4.5022331974668834e-05,4.1994412275796135e-05,3.912194641589715e-05,3.647621862391061e-05,3.3957300326708944e-05,3.1620772448640085e-05,2.942986877028316e-05,2.750700506224871e-05,2.5416306399593016e-05,2.367737716185353e-05,2.1913494119170373e-05,1.8854351044545547e-05
0,64.0,5.4168514342650394e-05,5.296892412417323e-05,5.27366556249081e-05,5.273645670425098e-05,5.2823155572972764e-05,5.304762313077541e-05,5.335292367503792e-05,5.376268983446158e-05,5.4278120473081595e-05,5.493623081376341e-05,5.566300019295736e-05,5.650784212577294e-05,5.7558342087216254e-05,5.436742185748952e-05
0,67.0,3.283208974623882e-06,2.950437727537047e-06,2.8159365931677507e-06,3.030114280119058e-06,2.566485326867909e-06,2.4710089372275544e-06,2.341730817523771e-06,2.237784033865886e-06,2.1503324744741816e-06,2.082269247156269e-06,1.959409712536008e-06,1.872547521680011e-06,1.7919414472466518e-06,1.6015609414405684e-06
0,69.0,3.247353524748062e-06,3.0676181246160417e-06,3.179597231206454e-06,3.3107075182878564e-06,3.386425245613509e-06,3.5198657715677276e-06,3.6478643681447615e-06,3.7921638074815962e-06,3.936256616500565e-06,4.10017531717763e-06,4.2618241615638735e-06,4.436396026798616e-06,4.6190101114203554e-06,4.475463463127452e-06
0,75.0,0.0005963980459501713,0.0006683542541154048,0.0007471580015755044,0.0008321810765810815,0.0009238932712789139,0.0010226006735351728,0.0011289663571835882,0.0012430276122537508,0.0013657624092663783,0.0014976075877716215,0.00163906917295713,0.001790910079023266,0.00195380970434363,0.0019757094365677234
0,77.0,3.482200149746182e-05,4.025745221402332e-05,4.676800361901363e-05,5.380837911941267e-05,6.152968188995637e-05,7.000233262477168e-05,7.900315600393101e-05,8.883377881393925e-05,9.948222640030404e-05,0.000110924547184085,0.0001232602757750892,0.00013655685327433427,0.00015077061184388485,0.00015421178537318697
0,78.0,9.564991214980246e-07,1.2598213214762093e-06,1.845273778734586e-06,2.1933625138925833e-06,2.707605177626319e-06,3.329986203460501e-06,3.995507938647906e-06,4.748229640431388e-06,5.902491869279934e-06,6.493021264663147e-06,7.433495448313722e-06,8.522323501353646e-06,9.692545974514684e-06,1.0118435486589688e-05
0,89.0,5.3310072814657444e-05,4.9923433352808156e-05,4.694622558358899e-05,4.4194058037304404e-05,4.166235984448629e-05,3.9167021798265185e-05,3.690981838814758e-05,3.4771490265180744e-05,3.285954548249157e-05,3.094781285926948e-05,2.924863180827601e-05,2.7586218273571506e-05,2.6100864821542166e-05,2.4546868862529733e-05
0,90.0,5.175034046180263e-05,4.7940547439695624e-05,4.475030096913434e-05,4.175342097364256e-05,3.896971571392877e-05,3.632422873905581e-05,3.378643354273198e-05,3.140700045371739e-05,2.920189814181507e-05,2.7080224650627055e-05,2.510716251585497e-05,2.3250253901150392e-05,2.1543049913371132e-05,1.847102985922683e-05
0,94.0,0.0002671414342155353,0.0002652581869837194,0.0002645376648009698,0.00026431574696870325,0.0002649911711978081,0.0002653352412203434,0.0002665593802309757,0.0002683196177134654,0.0002704871732015064,0.00027322885984858093,0.00027648337903322506,0.0002802609384864711,0.0002845771413411112,0.0002687631704362752
0,95.0,2.683266574214665e-05,2.7277011671860845e-05,2.62994213700415e-05,2.6252724668371248e-05,2.6203118567028476e-05,2.6207756613168502e-05,2.6337459253272864e-05,2.6343125228007182e-05,2.697953773636526e-05,2.6622994413843347e-05,2.6826044810005055e-05,2.7075666494090855e-05,2.7361678986413478e-05,2.5981740538294908e-05
0,96.0,1.3424529098034993e-05,1.2133948907709147e-05,1.1116858387847063e-05,1.0182503857050363e-05,9.309709959059481e-06,8.494259148704561e-06,7.731742894951542e-06,7.014712878000718e-06,6.340158086164427e-06,5.7199792616690005e-06,5.1743483449340035e-06,4.604503062035844e-06,4.140584811927135e-06,3.4315936282798983e-06
0,98.0,6.4418002965924e-07,4.783167318902623e-07,6.639991508279368e-07,8.732776954164186e-07,1.1010244068254645e-06,1.3750921300156244e-06,1.6773167383200459e-06,2.0233488505162595e-06,2.3956692446222135e-06,2.8676635479757634e-06,3.2749878847581196e-06,3.78057127877306e-06,4.316099158448491e-06,4.593319065192678e-06
0,101.0,0.00023231153973550918,0.00022860514831173653,0.00022558105882919806,0.0002227358799480882,0.00022038016583388146,0.000218441723542269,0.00021673904791190494,0.00021559546847022535,0.00021454508529854567,0.00021393942506339755,0.00021371770373706573,0.00021389799183521452,0.0002144396188186249,0.00020162101540773013
