,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2,6,6,5,5,4,5,5,6,6,5,5,6,6
0,8,7,7,6,5,6,4,4,4,4,5,5,5,5
0,13,8,7,7,7,7,8,8,7,7,8,7,7,6
0,19,5,6,6,5,5,5,6,6,6,6,6,6,6
0,22,8,8,8,8,7,7,8,7,8,8,8,8,7
0,25,9,13,11,12,12,10,12,11,11,12,12,13,15
0,26,6,6,7,6,6,6,8,7,7,8,8,7,8
0,29,11,10,11,10,7,6,6,5,6,6,6,5,6
0,33,7,5,5,6,6,6,6,6,7,7,7,6,7
0,34,6,7,6,5,4,5,5,5,6,7,7,7,7
0,40,8,9,8,8,10,9,10,11,11,9,8,9,9
0,42,7,6,7,8,8,8,8,8,8,8,8,7,7
0,45,6,6,6,6,7,6,7,7,6,7,6,7,7
0,46,6,6,6,7,7,6,5,5,5,5,5,5,5
0,51,3,3,3,3,2,2,3,3,2,2,3,2,3
0,56,7,7,7,7,6,7,7,6,7,7,6,6,6
0,57,5,5,4,4,4,5,6,6,6,6,7,7,7
0,59,9,9,9,9,9,10,11,10,11,10,9,10,9
0,62,8,9,9,10,11,11,10,10,10,10,10,11,11
0,68,7,7,6,6,7,6,7,6,6,6,6,5,5
0,71,5,5,5,5,5,5,5,5,5,5,4,5,5
0,72,9,9,9,8,8,9,10,9,9,9,7,8,8
0,74,14,15,14,13,13,11,11,11,11,11,10,10,9
0,79,6,6,7,7,7,8,8,8,7,9,10,10,10
0,81,10,8,9,8,7,8,9,7,7,6,6,6,6
0,83,6,7,6,6,6,6,7,5,5,5,5,5,5
0,86,6,5,6,5,6,5,5,5,6,6,6,5,6
0,88,9,8,8,7,7,7,7,7,7,7,7,6,6
0,91,6,6,5,5,5,6,5,5,5,5,6,6,6
0,92,9,9,8,10,10,11,11,11,11,11,11,10,9
0,93,6,5,4,5,5,5,5,5,5,5,5,5,5
0,202,10,9,9,8,9,8,10,10,12,11,11,12,11
0,207,16,15,13,13,12,11,10,12,11,10,10,9,9
0,208,8,8,9,9,8,9,8,8,8,8,10,9,10
0,213,10,8,9,9,9,11,12,11,10,11,10,10,11
0,219,10,9,9,7,8,7,5,5,5,6,5,5,5
0,222,7,5,6,7,7,6,6,5,6,7,6,6,6
0,225,6,6,7,8,9,8,8,8,9,10,9,9,9
0,226,8,8,7,6,7,6,7,7,7,6,6,6,6
0,229,7,6,6,7,7,6,6,7,8,8,8,7,7
0,232,9,8,7,7,8,6,6,7,7,7,8,8,9
0,233,10,9,10,10,10,10,8,9,8,8,8,9,8
0,238,13,13,13,15,13,13,12,12,12,12,11,12,12
0,240,9,7,7,7,8,7,7,7,6,7,7,7,7
0,243,7,7,7,7,7,6,5,6,6,5,6,6,6
0,244,9,8,8,8,8,8,7,8,8,8,8,9,8
0,248,7,7,8,8,8,7,6,6,5,5,5,5,6
0,253,7,7,7,7,7,8,8,8,8,8,9,8,9
0,254,8,7,7,7,6,8,7,7,7,9,8,8,8
0,256,8,8,9,9,11,10,10,11,11,10,11,12,9
0,259,4,4,4,5,5,4,5,4,5,6,5,5,6
0,265,8,7,7,7,7,7,7,7,7,7,7,7,8
0,267,7,6,6,5,5,5,5,5,6,5,6,6,6
0,268,7,6,5,6,6,6,6,7,7,7,8,7,8
0,270,6,6,6,6,6,6,7,6,7,7,6,6,6
0,275,8,8,9,9,9,8,9,9,10,10,9,10,10
0,277,16,16,14,14,13,12,12,13,12,14,13,13,12
0,279,6,5,6,5,5,6,6,7,7,6,7,7,7
0,282,7,7,7,7,7,7,8,7,8,8,8,8,7
0,284,6,6,6,6,6,6,6,6,6,6,6,5,6
0,288,12,10,9,9,9,14,14,11,12,12,12,13,16
0,289,9,8,7,7,6,6,7,7,7,7,6,6,6
0,290,8,8,8,9,7,7,6,7,7,7,7,7,6
