,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,2.0,0.009381593694702331,0.009514412074762937,0.009671914658923144,0.009840186716161166,0.010019164673974637,0.010208071149529045,0.010424057283701504,0.010620460495908203,0.01084295322784275,0.011077098480732378,0.011322262130078156,0.011578657813546334,0.011846743124471544,0.012127384094851035,0.012418759149131152,0.01272348752815725,0.01303924814472952
0,8.0,0.0018456638437444317,0.001541222779061208,0.001256890989750824,0.0010248960192920376,0.0006990243909229491,0.00043367209224466483,0.00016892414061494936,0.00020246721458160402,0.0005273857815776492,0.00070910867368601,0.0009932686845860027,0.0012680044527615434,0.0015517223306018247,0.0018367420139841556,0.002118515268884666,0.0024053258940675377,0.002705152170676575
0,13.0,0.01051738073334747,0.01043676906711167,0.010365755884277907,0.010300791084320077,0.010242026625966155,0.010191075590845354,0.010144755331840023,0.010106320220347933,0.010074360900872614,0.010049361203959935,0.010031996494085864,0.010021913338367825,0.01001986631929215,0.010025704928184168,0.01003989445320074,0.010062601634341053,0.010095630651713898
0,19.0,0.014354213001407701,0.015119999814442592,0.015912655536304006,0.01672156493270055,0.017544570033526736,0.018388199762912054,0.019249671576843166,0.020130466632424283,0.021030315579250548,0.021952797189168552,0.022905330754228466,0.023862068028169002,0.024853582620901364,0.025869382340230465,0.02691078595824064,0.027978319762669346,0.029069232268736346
0,22.0,0.011929498620951634,0.012047211555832254,0.0121796555794513,0.01232512540318738,0.012495108228497661,0.01265345863759055,0.012836327530824074,0.01303498960683689,0.013242378926025516,0.013465250161445196,0.013701753460919227,0.013951392247741418,0.014221633673609953,0.014494867589772361,0.01478840865066634,0.015097170950735664,0.01541845583342357
0,25.0,0.007126460777661221,0.007438523630343056,0.007769544666518137,0.008109314077984316,0.00845512979486958,0.008810644306244085,0.009173441073104216,0.009544779113286772,0.009926432981588545,0.010321996044681672,0.010720486742377794,0.011131345488269597,0.011552482331214715,0.011986596995889196,0.012432302612135793,0.012890537282309825,0.013359236392423202
0,26.0,0.012634048167019777,0.012071406500658445,0.01156814490644975,0.011000977388367538,0.01048317542228294,0.009980128321001282,0.009487732901035684,0.00900674417869644,0.008533290381244608,0.008069123770537284,0.007613762681945327,0.007169411424094141,0.006734072168381506,0.0063205291712925835,0.005877758512420435,0.005462772933240122,0.005049275369542441
0,29.0,0.0024319456512055214,0.002187659135570095,0.00197284202577997,0.001734666075683663,0.0015102142442097349,0.0012833385601229074,0.0010628617128011248,0.0008451084829948233,0.0006263030154330974,0.0004527218107862409,0.000189416131827469,6.374663643289758e-05,0.00026513996674971236,0.00048415773105834795,0.0007081368153990719,0.0009091103727408821,0.0011377113903466114
0,33.0,0.021181863791781077,0.02056368454262722,0.019960591105141798,0.01937960967295046,0.018817881230964957,0.018274678790794613,0.01774807166583947,0.01724069555641868,0.016749507781539403,0.016274759119170146,0.015818216889625775,0.015374342569574526,0.014942480575825237,0.014527255890823548,0.014131191768011576,0.013739114683007597,0.013370573809798437
0,34.0,0.011777247541052239,0.011254143161956104,0.010747072704035498,0.010249139479535527,0.009760612630035356,0.00928001464635059,0.008808316359978599,0.008344870750697477,0.007887245221351983,0.007438502996903281,0.006996062919983663,0.0065591974613685225,0.006129184400094171,0.005704195789944369,0.005284452269584235,0.00487004320127572,0.004460882371067573
0,40.0,0.004903524695487114,0.005068120909618358,0.005244262961410829,0.00542726343686193,0.005613646423932967,0.005809588340439456,0.006008985681772847,0.006214597993160834,0.006428367327895359,0.006647015567916056,0.006874113713918967,0.00710633510290453,0.007347235449533318,0.007593503330074525,0.007848904423346756,0.008112599953148588,0.008382109893496414
0,42.0,0.011140401933517535,0.010712298252047078,0.010297993198629864,0.009895553716942035,0.009501522582739268,0.009118570978407112,0.008742224741034314,0.008377702919236282,0.008017397738471911,0.007666952805806647,0.007324776340161434,0.0069879138272882745,0.006657581565190428,0.0063305274528262685,0.006013695044287118,0.005699762196316396,0.0053986417134956706
0,45.0,0.002272504984125274,0.002393061350368787,0.0025400585485133515,0.0026908587831316923,0.002849252702821814,0.0030099023233138597,0.003165085566028015,0.0033327499986821364,0.0035005504399129297,0.0036739155098405897,0.0038555993722816408,0.004034020974697619,0.004222652144556964,0.004412382979186259,0.004608506766989202,0.004810871366808604,0.005017599285421129
0,46.0,0.00716650893014531,0.006800201104989483,0.006443693391844069,0.00609540373652875,0.0057545808392862954,0.005432282421554311,0.005089688665614028,0.004760746865506583,0.004441389390338758,0.0041234122293798345,0.003815994492022189,0.0035050775489214115,0.003198603781286364,0.002895417740419099,0.0025937854903364706,0.002297276385256847,0.002218523415465303
0,51.0,0.02647161262646324,0.02821678687805408,0.029987972582074075,0.0317912473544973,0.03362836029755945,0.03550665803333279,0.03741904634707177,0.039372246742238014,0.041366248713079486,0.04340740645753738,0.04549431047747483,0.047630295545718904,0.049817580154597425,0.05205596784821417,0.05435138910482187,0.05670667670647041,0.05911944007514836
