,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1,10,9,9,10,10,9,9,9,8,7,7,7,6
0,4,7,6,6,7,7,7,6,6,6,7,6,6,7
0,7,9,7,7,7,7,7,7,7,6,5,5,6,6
0,11,10,10,10,10,10,9,10,10,9,7,7,7,7
0,12,8,7,7,8,8,8,8,8,9,9,8,8,9
0,15,10,10,10,11,11,10,11,11,11,8,8,8,9
0,16,7,7,6,6,7,7,6,7,7,6,6,6,6
0,18,12,12,12,12,12,11,10,10,9,9,8,8,8
0,20,8,7,8,9,9,9,9,9,9,8,8,8,7
0,24,9,10,10,10,11,12,12,12,12,12,12,11,11
0,28,7,7,7,7,7,7,7,6,5,6,6,6,7
0,31,9,8,9,9,8,7,7,7,7,6,6,6,6
0,35,6,5,5,5,5,5,5,6,6,6,6,6,6
0,37,10,11,10,9,10,11,14,14,13,13,12,12,12
0,39,9,8,9,8,8,9,9,8,7,7,7,7,6
0,44,9,8,9,9,9,8,9,10,9,9,8,8,8
0,47,9,9,10,10,10,10,10,11,11,10,9,9,9
0,48,11,10,6,11,11,11,11,11,12,12,10,11,11
0,50,15,16,16,15,16,18,17,16,17,18,18,17,16
0,52,11,9,9,8,9,7,8,7,5,7,6,5,5
0,53,12,11,10,11,11,9,11,8,8,9,8,8,8
0,58,8,8,8,8,8,9,8,7,9,9,10,10,9
0,61,6,6,6,6,7,7,7,8,9,9,9,10,8
0,64,5,5,5,5,5,6,6,7,6,6,7,7,6
0,67,6,5,5,6,6,6,7,6,7,8,6,7,7
0,69,9,8,8,7,7,8,7,8,8,7,8,8,8
0,75,6,7,7,8,8,8,9,8,8,8,7,7,8
0,77,8,7,7,9,9,8,8,8,9,10,9,6,6
0,78,8,9,8,9,9,7,8,8,8,8,8,8,7
0,89,11,10,8,8,9,9,10,11,10,10,10,11,11
0,90,21,22,24,26,24,24,23,22,21,22,21,14,15
0,94,10,9,10,9,9,9,9,9,8,8,8,7,7
0,95,13,13,14,15,14,15,14,15,15,14,15,16,15
0,96,12,13,10,10,8,8,8,8,9,8,6,7,7
0,98,14,13,12,12,12,14,17,16,14,14,14,14,15
0,101,8,7,8,8,7,8,8,7,8,7,7,6,5
0,201,9,8,8,8,8,9,9,9,13,13,13,14,14
0,204,6,6,6,7,7,5,5,5,5,5,5,5,5
0,206,8,8,8,8,7,7,7,7,7,7,7,7,8
0,211,8,8,8,8,8,8,8,8,7,7,7,8,8
0,212,8,6,7,7,7,8,8,8,8,8,8,7,8
0,215,9,9,8,8,7,7,7,6,6,5,4,4,4
0,216,7,7,7,6,6,7,7,6,6,5,5,5,6
0,218,6,6,5,5,6,6,6,6,6,6,7,7,6
0,220,12,11,11,11,10,11,11,11,11,12,11,10,10
0,224,10,9,9,10,10,9,9,11,12,12,12,12,12
0,228,10,11,12,11,12,11,11,9,10,10,10,9,9
0,230,8,8,8,8,9,7,7,8,8,6,7,7,7
0,234,8,8,7,7,7,7,7,8,7,7,7,7,7
0,235,11,12,13,13,12,11,12,11,11,9,10,10,10
0,237,6,7,6,7,7,6,6,7,8,7,8,9,9
0,242,11,10,10,10,9,9,8,8,9,7,7,7,7
0,245,10,10,12,13,13,13,13,12,13,13,11,10,10
0,246,9,9,9,9,10,11,10,10,10,9,7,8,8
0,247,11,11,11,11,12,12,11,10,9,10,11,10,9
0,249,7,6,7,8,8,9,9,9,8,7,6,7,8
0,250,11,10,8,8,8,7,8,8,9,8,8,8,8
0,255,8,7,7,6,6,6,6,6,5,5,5,5,5
0,258,8,8,6,6,5,5,4,5,6,5,7,7,7
0,261,9,8,8,8,6,8,8,9,8,8,9,10,9
0,264,8,9,9,9,10,9,10,9,9,9,9,11,12
0,271,12,11,9,8,9,7,7,6,8,7,6,7,6
0,273,7,6,7,7,8,6,6,7,7,6,6,6,6
0,274,21,19,19,18,18,18,17,16,15,15,14,13,11
0,285,7,6,6,5,5,5,5,6,7,8,8,9,9
0,286,7,6,6,6,6,6,6,5,6,6,5,5,5
0,291,11,11,9,8,9,8,8,9,9,9,9,10,9
0,293,10,9,9,9,8,8,7,7,8,7,7,7,7
0,294,10,8,7,7,7,6,7,7,7,5,6,6,6
0,296,9,8,8,8,8,8,6,6,6,7,7,7,8
0,298,16,16,16,17,16,12,11,12,11,12,11,11,10
